Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Morganella morganii ( 582 ),Morganella ( 581 ),7477440,75529,118547,99.00,99.00,598.64,598.72,99.00,99.00,164.28,271.83
Bacteria,Enterobacter aerogenes ( 548 ),Enterobacter ( 547 ),584714,83211,9494,99.00,6.96,663.11,667.14,99.00,7.27,177.41,181.99
Bacteria,Bilophila wadsworthia ( 35833 ),Bilophila ( 35832 ),195254,1972,27,100.00,100.00,0.14,0.14,99.00,99.00,19.78,26.85
Bacteria,Acidaminococcus intestini ( 187327 ),Acidaminococcus ( 904 ),16172,801,550,86.99,20.17,9.21,9.23,6.37,39.42,0.08,5.51
Bacteria,Sphaerochaeta pleomorpha ( 1131707 ),Sphaerochaeta ( 399320 ),5856,233,152,17.47,23.76,1.12,3.12,38.12,25.18,5.62,10.52
Bacteria,Prevotella bivia ( 28125 ),Prevotella ( 838 ),4633,5745,82,1.07,0.82,0.16,51.04,99.00,0.81,58.03,103.21
Bacteria,Sphaerochaeta coccoides ( 273376 ),Sphaerochaeta ( 399320 ),2712,109,152,25.05,23.76,1.04,3.12,39.93,25.18,2.08,10.52
Bacteria,Sphaerochaeta globosa ( 1131703 ),Sphaerochaeta ( 399320 ),1551,62,152,17.00,23.76,0.96,3.12,16.39,25.18,2.82,10.52
Bacteria,Pseudomonas aeruginosa ( 287 ),Pseudomonas ( 286 ),1421,2663,651,3.59,0.55,652.04,657.19,2.13,0.45,151.24,229.28
Bacteria,Morganella sp. RP-42 ( 761545 ),Morganella ( 581 ),813,8,118547,100.00,99.00,0.05,598.72,100.00,99.00,0.03,271.83
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),554,7,123,2.32,2.74,0.99,1.21,100.00,100.00,0.05,0.05
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),385,32,31,12.06,11.90,2.69,2.69,0.00,0.00,0.00,0.00
Viruses,Human herpesvirus 1 ( 10298 ),Simplexvirus ( 10294 ),315,8,5,100.00,9.50,0.05,0.05,98.01,98.01,0.03,0.03
Bacteria,Cosenzaea myxofaciens ( 184072 ),Cosenzaea ( 1354333 ),273,2,2,100.00,100.00,0.03,0.03,0.00,0.00,0.00,0.00
Panarthropoda,Ablabesmyia sp. 2 SRM-2010 ( 891485 ),Ablabesmyia ( 46216 ),273,2,2,100.00,100.00,0.03,0.03,0.00,0.00,0.00,0.00
Deuterostomes,Alectoris rufa ( 9079 ),Alectoris ( 9077 ),273,2,2,100.00,100.00,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,uncultured Morganella sp. ( 300849 ),Morganella ( 581 ),271,2,118547,100.00,99.00,0.03,598.72,0.00,99.00,0.00,271.83
