Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Klebsiella pneumoniae ( 573 ),Klebsiella ( 570 ),3366,1153,1062,3.80,2.97,296.42,301.98,0.34,0.54,76.50,116.22
Caudovirales (dsDNA phages),Salmonella phage epsilon15 ( 215158 ),Epsilon15likevirus ( 542960 ),1108,15,11,99.00,72.42,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Klebsiella sp. SW2 ( 1570431 ),Klebsiella ( 570 ),45,15,1062,100.00,2.97,0.15,301.98,0.00,0.54,0.00,116.22
Bacteria,Klebsiella variicola ( 244366 ),Klebsiella ( 570 ),32,11,1062,2.76,2.97,3.86,301.98,5.14,0.54,0.15,116.22
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),5,3,3,1.82,1.82,1.70,1.70,0.00,0.00,0.00,0.00
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),1,2,0,4.10,0.60,0.62,0.62,1.08,0.11,0.15,0.31
Bacteria,Prevotella melaninogenica ( 28132 ),Prevotella ( 838 ),0,32,1,1.04,0.13,14.68,17.31,2.73,-0.06,6.34,10.66
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,1.61,1.61,0.15,0.15,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,1.09,1.07,0.31,0.31,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.91,0.85,0.46,0.46,0.00,0.00,0.00,0.00
Bacteria,Mageeibacillus indolicus ( 884684 ),Mageeibacillus ( 1637257 ),0,0,0,0.75,0.75,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Prevotella denticola ( 28129 ),Prevotella ( 838 ),0,0,1,0.36,0.13,1.39,17.31,0.00,-0.06,0.00,10.66
Bacteria,Prevotella nigrescens ( 28133 ),Prevotella ( 838 ),0,0,1,2.24,0.13,0.15,17.31,-0.09,-0.06,0.46,10.66
