Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Lactobacillus gasseri ( 1596 ),Lactobacillus ( 1578 ),33056,9674,2037,20.28,3.06,278.40,292.13,31.76,3.91,126.83,135.91
Caudovirales (dsDNA phages),Staphylococcus phage 13 ( 186153 ),77likevirus ( 1623274 ),2138,38,21,99.00,12.71,0.19,0.19,99.00,99.00,0.19,0.19
Caudovirales (dsDNA phages),Staphylococcus phage phiMR25 ( 487152 ),Phietalikevirus ( 1623298 ),1851,58,61,100.00,31.92,0.58,1.93,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage phinm2 ( 387908 ),Phietalikevirus ( 1623298 ),1832,57,61,99.00,31.92,0.58,1.93,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage phinm1 ( 387907 ),Phietalikevirus ( 1623298 ),1221,38,61,99.00,31.92,0.39,1.93,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage 80alpha ( 53369 ),Phietalikevirus ( 1623298 ),1221,38,61,99.00,31.92,0.39,1.93,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus johnsonii ( 33959 ),Lactobacillus ( 1578 ),501,128,2037,0.12,3.06,1.35,292.13,26.51,3.91,4.83,135.91
Bacteria,Lactobacillus paracasei ( 1597 ),Lactobacillus ( 1578 ),21,6,2037,5.96,3.06,1.16,292.13,0.00,3.91,0.00,135.91
Bacteria,Lactobacillus helveticus ( 1587 ),Lactobacillus ( 1578 ),11,3,2037,0.67,3.06,4.06,292.13,0.95,3.91,0.77,135.91
Bacteria,Lactobacillus delbrueckii ( 1584 ),Lactobacillus ( 1578 ),4,1,2037,1.94,3.06,0.77,292.13,-0.12,3.91,0.77,135.91
Bacteria,Lactobacillus pentosus ( 1589 ),Lactobacillus ( 1578 ),3,1,2037,3.22,3.06,0.39,292.13,0.00,3.91,0.00,135.91
Bacteria,Lactobacillus salivarius ( 1624 ),Lactobacillus ( 1578 ),2,0,2037,0.26,3.06,3.09,292.13,0.00,3.91,0.00,135.91
Bacteria,Lactobacillus casei ( 1582 ),Lactobacillus ( 1578 ),1,0,2037,0.77,3.06,0.58,292.13,0.00,3.91,0.00,135.91
Bacteria,Lactobacillus kefiranofaciens ( 267818 ),Lactobacillus ( 1578 ),1,0,2037,0.42,3.06,0.97,292.13,0.00,3.91,0.00,135.91
Eukaryotes,Trichinella spiralis ( 6334 ),Trichinella ( 6333 ),0,0,0,2.02,2.02,0.19,0.19,0.00,0.00,0.00,0.00
Bacteria,Parascardovia denticolens ( 78258 ),Parascardovia ( 196082 ),0,0,0,1.98,1.98,0.19,0.19,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus brevis ( 1580 ),Lactobacillus ( 1578 ),0,0,2037,0.23,3.06,0.58,292.13,0.00,3.91,0.00,135.91
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.70,0.65,0.39,0.39,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus buchneri ( 1581 ),Lactobacillus ( 1578 ),0,0,2037,0.18,3.06,0.19,292.13,0.00,3.91,0.00,135.91
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.10,0.10,0.39,0.39,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus reuteri ( 1598 ),Lactobacillus ( 1578 ),0,0,2037,0.00,3.06,0.39,292.13,0.00,3.91,0.00,135.91
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.11,0.11,0.19,0.19,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage JS01 ( 1273712 ),No genus ( -1 ),0,19,0,99.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage phiNM3 ( 387909 ),No genus ( -1 ),0,25,0,26.53,0.00,0.97,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage phi5967PVL ( 874267 ),No genus ( -1 ),0,19,0,99.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage TEM126 ( 947066 ),No genus ( -1 ),0,19,0,99.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00
Unclassified Phage,Staphylococcus phage tp310-1 ( 445515 ),No genus ( -1 ),0,19,0,99.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage DW2 ( 1464127 ),No genus ( -1 ),0,19,0,99.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00
Bacteria,uncultured Staphylococcus sp. ( 189668 ),Staphylococcus ( 1279 ),0,0,-12,-0.25,-0.04,0.19,84.10,0.00,-0.11,0.00,30.35
