Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Viruses,Human herpesvirus 7 ( 10372 ),Roseolovirus ( 40272 ),3004,30,33,100.00,100.00,0.17,0.17,100.00,100.00,0.13,0.13
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),1,1,1,1.05,1.05,1.11,1.11,-0.08,-0.08,0.01,0.01
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.89,0.89,0.78,0.78,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,1.11,1.15,0.31,0.33,0.00,0.00,0.00,0.00
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),0,0,0,1.36,1.36,0.05,0.05,0.00,0.00,0.00,0.00
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,0.93,0.93,0.10,0.10,0.00,0.00,0.00,0.00
Mammalia,Pongo pygmaeus ( 9600 ),Pongo ( 9599 ),0,0,0,5.83,1.15,0.01,0.33,0.00,0.00,0.00,0.00
Fungi,Candida glabrata ( 5478 ),Nakaseomyces ( 374468 ),0,0,0,-0.02,-0.03,0.13,0.13,1.22,1.00,0.07,0.07
Deuterostomes,Nipponia nippon ( 128390 ),Nipponia ( 128389 ),0,0,0,1.60,1.60,0.01,0.01,0.00,0.00,0.00,0.00
Mammalia,Heterocephalus glaber ( 10181 ),Heterocephalus ( 10180 ),0,0,0,0.69,0.69,0.01,0.01,0.00,0.00,0.00,0.00
Mammalia,Pteropus vampyrus ( 132908 ),Pteropus ( 9401 ),0,0,0,4.89,0.06,0.01,0.01,0.00,0.00,0.00,0.00
Mammalia,Mandrillus leucophaeus ( 9568 ),Mandrillus ( 9567 ),0,0,0,0.25,0.25,0.03,0.03,0.00,0.00,0.00,0.00
Mammalia,Rhinopithecus roxellana ( 61622 ),Rhinopithecus ( 542827 ),0,0,0,0.31,0.31,0.01,0.01,0.00,0.00,0.00,0.00
Mammalia,Saimiri boliviensis ( 27679 ),Saimiri ( 9520 ),0,0,0,0.12,0.12,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Cryptobacterium curtum ( 84163 ),Cryptobacterium ( 84162 ),0,0,0,0.09,0.09,0.01,0.01,0.24,0.08,0.01,0.01
Mammalia,Chlorocebus aethiops ( 9534 ),Chlorocebus ( 392815 ),0,0,0,0.29,0.03,0.01,0.14,0.00,0.00,0.00,0.00
Mammalia,Eptesicus fuscus ( 29078 ),Eptesicus ( 29077 ),0,0,0,0.09,0.09,0.01,0.01,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.01,0.03,0.13,0.14,0.00,0.00,0.00,0.00
Mammalia,Callithrix jacchus ( 9483 ),Callithrix ( 9481 ),0,0,0,0.01,0.01,0.01,0.01,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.01,0.00,-0.39,0.00,0.01,0.00
Caudovirales (dsDNA phages),Burkholderia phage Bcep22 ( 242527 ),No genus ( -1 ),0,0,0,-0.27,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Burkholderia phage DC1 ( 1136535 ),No genus ( -1 ),0,0,0,4.63,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium GRIST23 ( 542468 ),No genus ( -1 ),0,0,0,-0.35,0.00,0.01,0.00,0.00,0.00,0.00,0.00
Mammalia,Capra hircus ( 9925 ),Capra ( 9922 ),0,0,0,-0.02,-0.02,0.01,0.01,0.00,0.00,0.00,0.00
Fungi,Candida dubliniensis ( 42374 ),Candida ( 1535326 ),0,0,0,0.03,-0.15,0.04,0.43,0.00,-0.14,0.00,0.20
Bacteria,Acinetobacter calcoaceticus ( 471 ),Acinetobacter ( 469 ),0,0,0,-0.13,-0.13,0.01,0.04,0.00,-0.13,0.00,0.03
Eukaryotes,Onchocerca flexuosa ( 387005 ),Onchocerca ( 6281 ),0,0,0,-0.07,-0.26,0.01,0.01,0.00,0.00,0.00,0.00
Bacteria,Rothia mucilaginosa ( 43675 ),Rothia ( 32207 ),0,0,0,-0.14,-0.14,0.01,0.08,0.00,-0.25,0.00,0.07
Deuterostomes,Danio rerio ( 7955 ),Danio ( 7954 ),0,0,0,-0.15,-0.15,0.01,0.01,0.00,0.00,0.00,0.00
