Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Amoebozoa,Entamoeba dispar ( 46681 ),Entamoeba ( 5758 ),27,5,1,5.20,3.93,0.14,0.14,32.50,5.15,0.14,0.14
Bacteria,Serratia marcescens ( 615 ),Serratia ( 613 ),23,30,19,2.05,0.81,12.75,14.05,1.24,0.55,3.48,5.22
Bacteria,Kluyvera ascorbata ( 51288 ),Kluyvera ( 579 ),9,14,0,99.00,0.69,0.14,0.14,0.00,0.00,0.00,0.00
Bacteria,Neisseria mucosa ( 488 ),Neisseria ( 482 ),7,24,8,2.00,0.27,0.14,13.76,6.82,0.32,3.48,8.55
Bacteria,Neisseria meningitidis ( 487 ),Neisseria ( 482 ),2,10,8,1.48,0.27,6.95,13.76,0.16,0.32,1.45,8.55
Caudovirales (dsDNA phages),Enterobacteria phage P2 ( 10679 ),P2likevirus ( 140410 ),2,14,0,100.00,0.18,0.14,0.14,0.00,0.00,0.00,0.00
Bacteria,uncultured Escherichia sp. ( 237777 ),Escherichia ( 561 ),2,14,73,-0.06,0.04,0.58,346.70,100.00,0.17,0.14,44.19
Bacteria,Neisseria lactamica ( 486 ),Neisseria ( 482 ),2,8,8,3.84,0.27,2.32,13.76,0.00,0.32,0.00,8.55
Bacteria,Haemophilus sp. CCUG 30218 ( 554007 ),Haemophilus ( 724 ),2,23,0,59.90,-0.03,0.14,4.35,100.00,0.17,0.14,5.07
Bacteria,Escherichia albertii ( 208962 ),Escherichia ( 561 ),1,47,73,7.87,0.04,5.94,346.70,1.46,0.17,0.43,44.19
Escherichia coli,Escherichia coli ( 562 ),Escherichia ( 561 ),1,16,73,0.03,0.04,325.70,346.70,0.19,0.17,35.50,44.19
Bacteria,Neisseria gonorrhoeae ( 485 ),Neisseria ( 482 ),1,4,8,2.00,0.27,2.32,13.76,0.00,0.32,0.00,8.55
Bacteria,Citrobacter koseri ( 545 ),Citrobacter ( 544 ),1,3,1,0.59,0.35,5.07,6.23,0.15,-0.13,0.43,0.58
Bacteria,Neisseria flavescens ( 484 ),Neisseria ( 482 ),0,3,8,4.69,0.27,0.14,13.76,0.93,0.32,2.61,8.55
Bacteria,Escherichia fergusonii ( 564 ),Escherichia ( 561 ),0,14,73,0.89,0.04,14.49,346.70,4.85,0.17,0.43,44.19
Bacteria,Yersinia pestis ( 632 ),Yersinia ( 629 ),0,3,0,1.89,0.14,1.74,2.75,0.00,0.00,0.00,0.00
Bacteria,Serratia sp. FS14 ( 1327989 ),Serratia ( 613 ),0,0,19,0.80,0.81,0.43,14.05,0.00,0.55,0.00,5.22
Bacteria,Serratia proteamaculans ( 28151 ),Serratia ( 613 ),0,0,19,-0.27,0.81,0.14,14.05,0.57,0.55,0.87,5.22
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.56,0.56,0.72,0.72,0.00,0.00,0.00,0.00
Bacteria,[Mannheimia] succiniciproducens ( 157673 ),Basfia ( 697331 ),0,0,0,0.77,0.77,0.29,0.29,0.00,0.00,0.00,0.00
Bacteria,uncultured Thermoanaerobacterium sp. ( 218933 ),Thermoanaerobacterium ( 28895 ),0,11,0,77.68,0.01,0.14,0.14,0.00,0.00,0.00,0.00
Bacteria,Actinobacillus pleuropneumoniae ( 715 ),Actinobacillus ( 713 ),0,0,0,0.19,0.07,0.72,1.01,0.50,0.70,0.29,0.43
Archaea,Halobacterium salinarum ( 2242 ),Halobacterium ( 2239 ),0,0,0,2.31,0.30,0.14,0.14,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.44,0.44,0.43,0.43,0.00,0.00,0.00,0.00
Bacteria,Yersinia similis ( 367190 ),Yersinia ( 629 ),0,0,0,3.14,0.14,0.14,2.75,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.45,0.41,0.29,0.29,0.00,0.00,0.00,0.00
Bacteria,Haemophilus parainfluenzae ( 729 ),Haemophilus ( 724 ),0,0,0,0.00,-0.03,2.03,4.35,0.30,0.17,1.01,5.07
