Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Fungi,Ceriporia reticulata ( 75791 ),Ceriporia ( 40427 ),208,2,2,100.00,100.00,0.02,0.02,0.00,0.00,0.00,0.00
Archaea,Methanococcus voltae ( 2188 ),Methanococcus ( 2184 ),0,2,0,100.00,0.26,0.02,0.02,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.77,0.77,0.69,0.69,0.00,0.00,0.00,0.00
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,0.94,0.94,0.10,0.10,0.00,0.00,0.00,0.00
Mammalia,Colobus angolensis ( 54131 ),Colobus ( 9570 ),0,0,0,1.29,1.29,0.02,0.02,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.23,0.20,0.21,0.21,0.00,0.00,0.00,0.00
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),0,0,0,0.34,0.34,0.02,0.02,0.00,0.00,0.00,0.00
Mammalia,Mandrillus leucophaeus ( 9568 ),Mandrillus ( 9567 ),0,0,0,0.16,0.16,0.02,0.02,0.00,0.00,0.00,0.00
Bacteria,Plautia stali symbiont ( 891974 ),No genus ( -1 ),0,0,0,-0.34,0.00,0.02,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.23,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector pAM120 ( 46449 ),No genus ( -1 ),0,0,0,-0.11,0.00,0.02,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Burkholderia phage BcepIL02 ( 644524 ),No genus ( -1 ),0,2,0,100.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00
Bacteria,Flavobacteriaceae bacterium 3519-10 ( 531844 ),No genus ( -1 ),0,0,0,-0.30,0.00,0.04,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Streptococcus phage PH10 ( 644007 ),No genus ( -1 ),0,0,0,7.03,0.00,0.04,0.00,0.00,0.00,0.00,0.00
Mammalia,Macaca nemestrina ( 9545 ),Macaca ( 9539 ),0,0,0,-0.04,-0.19,0.02,0.27,0.00,0.00,0.00,0.00
Escherichia coli,Escherichia coli ( 562 ),Escherichia ( 561 ),0,0,0,-0.10,-0.10,0.02,0.02,0.00,0.00,0.00,0.00
Bacteria,Gilliamella apicola ( 1196095 ),Gilliamella ( 1193503 ),0,0,0,-0.11,-0.11,0.02,0.02,0.00,0.00,0.00,0.00
Bacteria,Snodgrassella alvi ( 1196083 ),Snodgrassella ( 1193515 ),0,0,0,-0.12,-0.12,0.02,0.02,0.00,0.00,0.00,0.00
Bacteria,Solibacillus silvestris ( 76853 ),Solibacillus ( 648800 ),0,0,0,-0.13,-0.13,0.02,0.02,0.00,0.00,0.00,0.00
Bacteria,Acinetobacter oleivorans ( 1148157 ),Acinetobacter ( 469 ),0,0,0,-0.14,-0.13,0.02,0.06,0.00,-0.13,0.00,0.04
Bacteria,Brevundimonas subvibrioides ( 74313 ),Brevundimonas ( 41275 ),0,0,0,-0.14,-0.16,0.02,0.02,0.00,0.00,0.00,0.00
Stramenopiles (heterokonts),Hyaloperonospora parasitica ( 123356 ),Hyaloperonospora ( 184462 ),0,0,0,-0.15,-0.15,0.02,0.02,0.00,0.00,0.00,0.00
Bacteria,Neisseria cinerea ( 483 ),Neisseria ( 482 ),0,0,-1,-0.21,-0.11,0.02,3.89,0.00,-0.18,0.00,2.10
Bacteria,Mannheimia varigena ( 85404 ),Mannheimia ( 75984 ),0,0,0,-0.16,-0.16,0.02,0.02,0.00,0.00,0.00,0.00
Bacteria,Bacteroides thetaiotaomicron ( 818 ),Bacteroides ( 816 ),0,0,0,-0.18,-0.17,0.02,0.06,0.00,-0.28,0.00,0.04
Bacteria,Acinetobacter baumannii ( 470 ),Acinetobacter ( 469 ),0,0,0,-0.12,-0.13,0.04,0.06,0.00,-0.13,0.00,0.04
Bacteria,Streptococcus lutetiensis ( 150055 ),Streptococcus ( 1301 ),0,0,-4,-0.18,-0.17,0.02,11.34,0.00,-0.22,0.00,2.71
