Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Streptococcus salivarius ( 1304 ),Streptococcus ( 1301 ),109468,52958,7255,12.83,1.02,1661.35,1913.45,69.05,2.77,458.19,722.89
Bacteria,Tropheryma whipplei ( 2039 ),Tropheryma ( 2038 ),39524,539,897,27.33,27.33,7.11,7.11,99.00,99.00,3.49,3.49
Bacteria,Streptococcus parasanguinis ( 1318 ),Streptococcus ( 1301 ),6043,3164,7255,13.23,1.02,117.70,1913.45,43.70,2.77,36.78,722.89
Bacteria,Lactobacillus fermentum ( 1613 ),Lactobacillus ( 1578 ),4161,6875,103,99.00,0.55,56.48,74.81,45.16,0.84,28.43,37.03
Caudovirales (dsDNA phages),Streptococcus phage Sfi21 ( 64186 ),Sfi21dtunalikevirus ( 1623304 ),3598,62,93,100.00,57.72,0.62,1.62,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Streptococcus phage Sfi19 ( 72638 ),Sfi21dtunalikevirus ( 1623304 ),2878,49,93,100.00,57.72,0.50,1.62,0.00,0.00,0.00,0.00
Bacteria,Streptococcus vestibularis ( 1343 ),Streptococcus ( 1301 ),1518,625,7255,99.00,1.02,1.25,1913.45,30.04,2.77,16.71,722.89
Caudovirales (dsDNA phages),Streptococcus phage 858 ( 459845 ),Sfi1unalikevirus ( 1623303 ),705,12,7,100.00,56.61,0.12,0.12,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Streptococcus phage 7201 ( 112023 ),Sfi21dtunalikevirus ( 1623304 ),412,7,93,19.13,57.72,0.37,1.62,0.00,0.00,0.00,0.00
Bacteria,Streptococcus thermophilus ( 1308 ),Streptococcus ( 1301 ),236,104,7255,0.60,1.02,50.62,1913.45,3.46,2.77,21.44,722.89
Caudovirales (dsDNA phages),Streptococcus phage Abc2 ( 633135 ),Sfi21dtunalikevirus ( 1623304 ),93,1,93,13.01,57.72,0.12,1.62,0.00,0.00,0.00,0.00
