Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Fungi,Candida glabrata ( 5478 ),Nakaseomyces ( 374468 ),7248,164,285,4.11,4.11,5.21,5.26,58.74,50.14,2.43,2.43
Fungi,Nakaseomyces delphensis ( 51657 ),Nakaseomyces ( 374468 ),20,4,285,99.00,4.11,0.05,5.26,0.00,50.14,0.00,2.43
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,1.55,1.55,0.15,0.15,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.36,0.35,0.15,0.15,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.20,0.18,0.20,0.20,0.00,0.00,0.00,0.00
Bacteria,Oenococcus oeni ( 1247 ),Oenococcus ( 46254 ),0,0,0,0.22,0.15,0.05,0.05,0.00,0.00,0.00,0.00
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.06,0.06,0.35,0.35,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.06,0.06,0.15,0.15,0.00,0.00,0.00,0.00
Mammalia,Pan paniscus ( 9597 ),Pan ( 9596 ),0,0,0,0.03,0.03,0.10,0.10,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Lactobacillus phage Lc-Nu ( 146269 ),No genus ( -1 ),0,4,0,82.94,0.00,0.05,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Lactobacillus phage KC5a ( 363555 ),No genus ( -1 ),0,4,0,100.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Lactobacillus prophage Lj965 ( 139870 ),No genus ( -1 ),0,4,0,100.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00
Viruses,Torque teno virus ( 68887 ),No genus ( -1 ),0,0,0,0.09,0.00,0.05,0.00,3.71,0.00,0.05,0.00
Bacteria,Lactobacillus acetotolerans ( 1600 ),Lactobacillus ( 1578 ),0,0,-4,-0.02,-0.20,0.05,10.77,0.00,-0.17,0.00,4.91
Bacteria,Sphingomonas sp. MM-1 ( 745310 ),Sphingomonas ( 13687 ),0,0,0,-0.12,-0.14,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus casei ( 1582 ),Lactobacillus ( 1578 ),0,0,-4,-0.04,-0.20,0.15,10.77,0.00,-0.17,0.00,4.91
Bacteria,Delftia sp. Cs1-4 ( 742013 ),Delftia ( 80865 ),0,0,0,-0.20,-0.11,0.05,0.10,0.00,-0.37,0.00,0.05
Bacteria,Microlunatus phosphovorus ( 29405 ),Microlunatus ( 29404 ),0,0,0,-0.16,-0.16,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus pentosus ( 1589 ),Lactobacillus ( 1578 ),0,0,-4,0.13,-0.20,0.05,10.77,0.00,-0.17,0.00,4.91
Bacteria,Lactobacillus kefiranofaciens ( 267818 ),Lactobacillus ( 1578 ),0,0,-4,-0.14,-0.20,0.05,10.77,0.00,-0.17,0.00,4.91
Bacteria,Streptococcus pseudopneumoniae ( 257758 ),Streptococcus ( 1301 ),0,0,-3,-0.16,-0.18,0.05,7.99,0.00,-0.23,0.00,1.44
Bacteria,Fusobacterium nucleatum ( 851 ),Fusobacterium ( 848 ),0,0,0,-0.17,-0.17,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Streptococcus equi ( 1336 ),Streptococcus ( 1301 ),0,0,-3,-0.16,-0.18,0.05,7.99,0.00,-0.23,0.00,1.44
Bacteria,Saccharopolyspora erythraea ( 1836 ),Saccharopolyspora ( 1835 ),0,0,0,-0.18,-0.16,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Streptococcus dysgalactiae ( 1334 ),Streptococcus ( 1301 ),0,0,-3,-0.18,-0.18,0.05,7.99,0.00,-0.23,0.00,1.44
Bacteria,Prevotella dentalis ( 52227 ),Prevotella ( 838 ),0,0,0,-0.17,-0.22,0.05,0.25,0.00,-0.16,0.00,0.30
Bacteria,Prevotella melaninogenica ( 28132 ),Prevotella ( 838 ),0,0,0,-0.25,-0.22,0.05,0.25,0.00,-0.16,0.00,0.30
Bacteria,Thermaerobacter marianensis ( 73919 ),Thermaerobacter ( 73918 ),0,0,0,-0.24,-0.24,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Lactococcus lactis ( 1358 ),Lactococcus ( 1357 ),0,0,0,-0.24,-0.26,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus amylovorus ( 1604 ),Lactobacillus ( 1578 ),0,0,-4,-0.17,-0.20,0.10,10.77,0.00,-0.17,0.00,4.91
Saccharomyces,Saccharomyces cerevisiae ( 4932 ),Saccharomyces ( 4930 ),0,0,0,-0.14,-0.14,0.20,0.20,0.00,0.00,0.00,0.00
Bacteria,Streptococcus constellatus ( 76860 ),Streptococcus ( 1301 ),0,0,-3,-0.14,-0.18,0.15,7.99,0.00,-0.23,0.00,1.44
Bacteria,Lactobacillus helveticus ( 1587 ),Lactobacillus ( 1578 ),0,0,-4,-0.19,-0.20,0.10,10.77,0.00,-0.17,0.00,4.91
Bacteria,Corynebacterium ureicelerivorans ( 401472 ),Corynebacterium ( 1716 ),0,0,0,-0.34,-0.23,0.05,0.35,0.00,-0.15,0.00,0.20
Bacteria,Corynebacterium casei ( 160386 ),Corynebacterium ( 1716 ),0,0,0,-0.34,-0.23,0.05,0.35,0.00,-0.15,0.00,0.20
Bacteria,Ramlibacter tataouinensis ( 94132 ),Ramlibacter ( 174951 ),0,0,0,-0.29,-0.29,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Corynebacterium singulare ( 161899 ),Corynebacterium ( 1716 ),0,0,0,-0.37,-0.23,0.05,0.35,0.00,-0.15,0.00,0.20
Mammalia,Macaca mulatta ( 9544 ),Macaca ( 9539 ),0,0,0,-0.29,-0.30,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus delbrueckii ( 1584 ),Lactobacillus ( 1578 ),0,0,-4,-0.48,-0.20,0.05,10.77,0.00,-0.17,0.00,4.91
Bacteria,Tannerella forsythia ( 28112 ),Tannerella ( 195950 ),0,0,0,-0.15,-0.15,0.15,0.15,-0.12,-0.13,0.10,0.10
Mammalia,Pantholops hodgsonii ( 59538 ),Pantholops ( 59537 ),0,0,0,-0.33,-0.33,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Actinoplanes sp. N902-109 ( 649831 ),Actinoplanes ( 1865 ),0,0,0,-0.37,-0.32,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus reuteri ( 1598 ),Lactobacillus ( 1578 ),0,0,-4,-0.23,-0.20,0.15,10.77,0.00,-0.17,0.00,4.91
Bacteria,Lactobacillus paracasei ( 1597 ),Lactobacillus ( 1578 ),0,0,-4,0.28,-0.20,0.10,10.77,-0.07,-0.17,0.10,4.91
Bacteria,Delftia acidovorans ( 80866 ),Delftia ( 80865 ),0,0,0,-0.11,-0.11,0.05,0.10,-0.36,-0.37,0.05,0.05
Bacteria,Modestobacter marinus ( 477641 ),Modestobacter ( 88138 ),0,0,0,-0.39,-0.39,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Corynebacterium aurimucosum ( 169292 ),Corynebacterium ( 1716 ),0,0,0,-0.27,-0.23,0.10,0.35,-0.21,-0.15,0.05,0.20
Bacteria,Corynebacterium imitans ( 156978 ),Corynebacterium ( 1716 ),0,0,0,-0.36,-0.23,0.10,0.35,0.00,-0.15,0.00,0.20
Bacteria,Prevotella denticola ( 28129 ),Prevotella ( 838 ),0,0,0,-0.25,-0.22,0.15,0.25,-0.11,-0.16,0.05,0.30
Bacteria,Streptococcus anginosus ( 1328 ),Streptococcus ( 1301 ),0,0,-3,-0.17,-0.18,0.40,7.99,0.00,-0.23,0.00,1.44
Bacteria,Streptococcus pneumoniae ( 1313 ),Streptococcus ( 1301 ),0,0,-3,-0.18,-0.18,0.15,7.99,-0.18,-0.23,0.20,1.44
Bacteria,Streptococcus salivarius ( 1304 ),Streptococcus ( 1301 ),0,0,-3,-0.12,-0.18,0.60,7.99,-0.18,-0.23,0.05,1.44
Propionbacterium acnes,Propionibacterium acnes ( 1747 ),Propionibacterium ( 1743 ),0,0,0,-0.27,-0.27,0.25,0.25,0.00,0.00,0.00,0.00
Bacteria,Veillonella parvula ( 29466 ),Veillonella ( 29465 ),0,0,0,-0.17,-0.17,0.50,0.50,-0.25,-0.23,0.15,0.20
Bacteria,Streptococcus thermophilus ( 1308 ),Streptococcus ( 1301 ),0,0,-3,-0.14,-0.18,0.74,7.99,-0.20,-0.23,0.20,1.44
Fungi,Candida dubliniensis ( 42374 ),Candida ( 1535326 ),0,0,0,1.66,-0.08,0.25,0.69,0.00,-0.16,0.00,0.15
Bacteria,Lactobacillus gasseri ( 1596 ),Lactobacillus ( 1578 ),0,0,-4,-0.07,-0.20,2.08,10.77,0.03,-0.17,0.84,4.91
Bacteria,Porphyromonas gingivalis ( 837 ),Porphyromonas ( 836 ),0,0,0,-0.12,-0.15,0.99,0.99,0.19,-0.26,0.50,0.65
Bacteria,Streptococcus sp. VT 162 ( 1419814 ),Streptococcus ( 1301 ),0,0,-3,-0.11,-0.18,2.93,7.99,0.00,-0.23,0.00,1.44
Fungi,Candida albicans ( 5476 ),Candida ( 1535326 ),0,0,0,1.69,-0.08,0.45,0.69,0.95,-0.16,0.15,0.15
Bacteria,Streptococcus oralis ( 1303 ),Streptococcus ( 1301 ),0,0,-3,-0.18,-0.18,2.88,7.99,-0.10,-0.23,0.30,1.44
Bacteria,Lactobacillus crispatus ( 47770 ),Lactobacillus ( 1578 ),0,0,-4,-0.16,-0.20,2.73,10.77,-0.17,-0.17,1.04,4.91
Bacteria,Lactobacillus salivarius ( 1624 ),Lactobacillus ( 1578 ),0,5,-4,0.08,-0.20,1.64,10.77,5.47,-0.17,0.99,4.91
Bacteria,Lactobacillus rhamnosus ( 47715 ),Lactobacillus ( 1578 ),-1,6,-4,5.63,-0.20,1.09,10.77,-0.25,-0.17,0.30,4.91
Bacteria,Lactobacillus fermentum ( 1613 ),Lactobacillus ( 1578 ),-3,16,-4,6.11,-0.20,2.43,10.77,1.35,-0.17,1.09,4.91
