Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Lactobacillus gasseri ( 1596 ),Lactobacillus ( 1578 ),33673,9759,2057,20.46,3.09,278.40,292.13,32.04,3.95,126.83,135.91
Caudovirales (dsDNA phages),Staphylococcus phage 13 ( 186153 ),77likevirus ( 1623274 ),2140,38,21,99.00,12.84,0.19,0.19,99.00,99.00,0.19,0.19
Caudovirales (dsDNA phages),Staphylococcus phage phiMR25 ( 487152 ),Phietalikevirus ( 1623298 ),1869,58,62,100.00,32.24,0.58,1.93,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage phinm2 ( 387908 ),Phietalikevirus ( 1623298 ),1851,57,62,99.00,32.24,0.58,1.93,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage phinm1 ( 387907 ),Phietalikevirus ( 1623298 ),1234,38,62,99.00,32.24,0.39,1.93,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage 80alpha ( 53369 ),Phietalikevirus ( 1623298 ),1234,38,62,99.00,32.24,0.39,1.93,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus johnsonii ( 33959 ),Lactobacillus ( 1578 ),511,129,2057,0.13,3.09,1.35,292.13,26.76,3.95,4.83,135.91
Bacteria,Lactobacillus paracasei ( 1597 ),Lactobacillus ( 1578 ),21,6,2057,6.02,3.09,1.16,292.13,0.00,3.95,0.00,135.91
Bacteria,Lactobacillus helveticus ( 1587 ),Lactobacillus ( 1578 ),11,3,2057,0.68,3.09,4.06,292.13,0.96,3.95,0.77,135.91
Bacteria,Lactobacillus delbrueckii ( 1584 ),Lactobacillus ( 1578 ),4,1,2057,1.97,3.09,0.77,292.13,-0.11,3.95,0.77,135.91
Bacteria,Lactobacillus pentosus ( 1589 ),Lactobacillus ( 1578 ),3,1,2057,3.26,3.09,0.39,292.13,0.00,3.95,0.00,135.91
Bacteria,Lactobacillus salivarius ( 1624 ),Lactobacillus ( 1578 ),2,0,2057,0.27,3.09,3.09,292.13,0.00,3.95,0.00,135.91
Bacteria,Lactobacillus casei ( 1582 ),Lactobacillus ( 1578 ),1,0,2057,0.78,3.09,0.58,292.13,0.00,3.95,0.00,135.91
Bacteria,Lactobacillus kefiranofaciens ( 267818 ),Lactobacillus ( 1578 ),1,0,2057,0.43,3.09,0.97,292.13,0.00,3.95,0.00,135.91
