Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Mammalia,Colobus angolensis ( 54131 ),Colobus ( 9570 ),0,0,0,4.16,4.16,0.06,0.06,0.00,0.00,0.00,0.00
Fungi,Candida glabrata ( 5478 ),Nakaseomyces ( 374468 ),0,0,0,0.19,0.18,0.39,0.39,2.36,1.98,0.11,0.11
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.68,0.68,0.61,0.61,0.00,0.00,0.00,0.00
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.12,0.12,0.39,0.39,0.00,0.00,0.00,0.00
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,0.28,0.28,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,-0.08,-0.08,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Pan paniscus ( 9597 ),Pan ( 9596 ),0,0,0,-0.11,-0.11,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus paracasei ( 1597 ),Lactobacillus ( 1578 ),0,0,0,0.05,-0.32,0.06,0.56,0.00,-0.33,0.00,0.06
Mammalia,Ovis aries ( 9940 ),Ovis ( 9935 ),0,0,0,-0.15,-0.15,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,-0.18,-0.19,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus casei ( 1582 ),Lactobacillus ( 1578 ),0,0,0,-0.21,-0.32,0.06,0.56,0.00,-0.33,0.00,0.06
Propionbacterium acnes,Propionibacterium acnes ( 1747 ),Propionibacterium ( 1743 ),0,0,0,-0.27,-0.27,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Macaca mulatta ( 9544 ),Macaca ( 9539 ),0,0,0,-0.26,-0.24,0.11,0.17,0.00,0.00,0.00,0.00
Mammalia,Macaca nemestrina ( 9545 ),Macaca ( 9539 ),0,0,0,0.51,-0.24,0.06,0.17,0.00,0.00,0.00,0.00
Fungi,Candida dubliniensis ( 42374 ),Candida ( 1535326 ),0,1,0,3.21,-0.14,0.45,0.45,5.12,-0.18,0.06,0.11
Bacteria,Lactobacillus rhamnosus ( 47715 ),Lactobacillus ( 1578 ),0,0,0,2.08,-0.32,0.45,0.56,0.00,-0.33,0.00,0.06
