Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Haemophilus influenzae ( 727 ),Haemophilus ( 724 ),121,87,124,1.83,1.47,35.35,47.26,1.85,1.18,12.17,17.52
Bacteria,Neisseria meningitidis ( 487 ),Neisseria ( 482 ),61,109,21,4.83,0.60,19.05,22.28,2.41,0.36,7.25,9.00
Bacteria,[Mannheimia] succiniciproducens ( 157673 ),Basfia ( 697331 ),34,1,1,-0.07,-0.07,0.05,0.05,25.51,25.51,0.05,0.05
Bacteria,Haemophilus parainfluenzae ( 729 ),Haemophilus ( 724 ),33,25,124,1.09,1.47,11.80,47.26,2.83,1.18,4.34,17.52
Bacteria,Haemophilus aegyptius ( 197575 ),Haemophilus ( 724 ),7,4,124,92.66,1.47,0.05,47.26,0.00,1.18,0.00,17.52
Bacteria,Neisseria lactamica ( 486 ),Neisseria ( 482 ),3,5,21,2.86,0.60,1.80,22.28,0.07,0.36,0.21,9.00
Bacteria,Pasteurella multocida ( 747 ),Pasteurella ( 745 ),0,0,0,-0.05,-0.06,0.42,0.42,4.91,1.06,0.11,0.11
Bacteria,Neisseria gonorrhoeae ( 485 ),Neisseria ( 482 ),0,0,21,0.54,0.60,0.95,22.28,0.41,0.36,0.37,9.00
Mammalia,Callithrix jacchus ( 9483 ),Callithrix ( 9481 ),0,0,0,0.79,0.79,0.05,0.05,0.00,0.00,0.00,0.00
Deuterostomes,Chrysemys picta ( 8479 ),Chrysemys ( 8477 ),0,0,0,0.57,0.57,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Histophilus somni ( 731 ),Histophilus ( 214906 ),0,0,0,-0.13,-0.13,0.05,0.05,0.49,0.49,0.05,0.05
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,0.24,0.24,0.05,0.05,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.10,0.08,0.16,0.16,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.07,0.07,0.16,0.16,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.32,0.00,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,-0.09,-0.10,0.05,0.05,0.00,0.00,0.00,0.00
Escherichia coli,Escherichia coli ( 562 ),Escherichia ( 561 ),0,0,0,-0.10,-0.10,0.05,0.05,0.00,0.00,0.00,0.00
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,-0.05,-0.05,0.26,0.26,0.00,0.00,0.00,0.00
Mammalia,Pan paniscus ( 9597 ),Pan ( 9596 ),0,0,0,-0.12,-0.12,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Rothia dentocariosa ( 2047 ),Rothia ( 32207 ),0,0,0,-0.14,-0.12,0.05,3.23,0.00,-0.13,0.00,1.59
Bacteria,Prevotella intermedia ( 28131 ),Prevotella ( 838 ),0,0,-1,-0.27,-0.08,0.05,6.88,0.00,-0.12,0.00,4.29
Bacteria,Parabacteroides distasonis ( 823 ),Parabacteroides ( 375288 ),0,0,0,-0.20,-0.13,0.05,0.05,0.00,0.00,0.00,0.00
