Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Morganella morganii ( 582 ),Morganella ( 581 ),5422730,54775,85027,99.00,99.00,429.43,429.43,99.00,99.00,123.85,208.80
Bacteria,Enterobacter aerogenes ( 548 ),Enterobacter ( 547 ),343103,63723,5577,99.00,5.32,506.49,509.16,99.00,5.64,137.18,141.22
Bacteria,Bilophila wadsworthia ( 35833 ),Bilophila ( 35832 ),277917,2807,42,100.00,100.00,0.21,0.21,99.00,99.00,28.14,36.03
Bacteria,Prevotella bivia ( 28125 ),Prevotella ( 838 ),27269,14601,331,7.80,1.69,1.07,93.16,99.00,1.87,147.41,214.56
Bacteria,Acidaminococcus intestini ( 187327 ),Acidaminococcus ( 904 ),26912,1098,826,99.00,24.48,11.08,11.08,8.42,50.09,0.11,6.93
Viruses,Human herpesvirus 1 ( 10298 ),Simplexvirus ( 10294 ),4305,53,74,100.00,76.48,0.43,0.43,99.00,99.00,0.11,0.11
Bacteria,Cosenzaea myxofaciens ( 184072 ),Cosenzaea ( 1354333 ),2131,21,21,100.00,100.00,0.21,0.21,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),1066,11,75,0.85,0.85,0.75,0.75,100.00,100.00,0.11,0.11
Fungi,Septoria provencialis ( 361271 ),Septoria ( 39702 ),1065,10,10,100.00,100.00,0.11,0.11,0.00,0.00,0.00,0.00
Viridiplantae (green plants),Characiochloris sasae ( 193549 ),Characiochloris ( 167767 ),1065,10,10,100.00,100.00,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,Sphaerochaeta pleomorpha ( 1131707 ),Sphaerochaeta ( 399320 ),879,61,74,11.63,17.91,0.75,2.34,18.89,13.83,2.77,5.76
Bacteria,Sphaerochaeta coccoides ( 273376 ),Sphaerochaeta ( 399320 ),836,53,74,23.27,17.91,0.96,2.34,24.68,13.83,1.28,5.76
Bacteria,Pseudomonas aeruginosa ( 287 ),Pseudomonas ( 286 ),562,1605,338,2.73,0.36,499.35,502.76,1.84,0.32,132.06,191.85
Bacteria,Sphaerochaeta globosa ( 1131703 ),Sphaerochaeta ( 399320 ),364,24,74,11.34,17.91,0.64,2.34,9.94,13.83,1.71,5.76
Bacteria,Prevotella nigrescens ( 28133 ),Prevotella ( 838 ),245,145,331,48.71,1.69,2.98,93.16,-0.07,1.87,0.64,214.56
Bacteria,Prevotella melaninogenica ( 28132 ),Prevotella ( 838 ),197,115,331,2.90,1.69,35.49,93.16,2.28,1.87,5.33,214.56
Bacteria,Shimwellia blattae ( 563 ),Shimwellia ( 1335483 ),139,17,28,7.94,7.94,1.81,1.81,7.64,7.64,0.43,0.43
Bacteria,Prevotella denticola ( 28129 ),Prevotella ( 838 ),74,43,331,4.47,1.69,9.70,93.16,0.74,1.87,0.53,214.56
Bacteria,Prevotella intermedia ( 28131 ),Prevotella ( 838 ),68,40,331,1.84,1.69,21.74,93.16,0.16,1.87,1.92,214.56
Bacteria,Enterobacter sp. ( 42895 ),Enterobacter ( 547 ),56,10,5577,99.00,5.32,0.11,509.16,0.00,5.64,0.00,141.22
