Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Kluyvera ascorbata ( 51288 ),Kluyvera ( 579 ),0,2,0,66.29,0.04,0.03,0.03,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.39,0.39,0.40,0.40,0.00,0.00,0.00,0.00
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),0,0,0,0.66,0.66,0.03,0.03,0.00,0.00,0.00,0.00
Viruses,Human herpesvirus 4 ( 10376 ),Lymphocryptovirus ( 10375 ),0,0,0,0.09,0.09,0.03,0.03,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector pBAC-RT ( 487153 ),No genus ( -1 ),0,3,0,100.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector lambda TXF97 ( 43300 ),No genus ( -1 ),0,0,0,-0.15,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Inducible protein expression vector pReg Neo ( 410004 ),No genus ( -1 ),0,0,0,3.70,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Bacteria,mixed culture bacterium AX_gF3SD01_12 ( 663105 ),No genus ( -1 ),0,3,0,100.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Bacteria,mixed culture bacterium CY_gF1DD01_09 ( 663153 ),No genus ( -1 ),0,12,0,100.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00
Bacteria,mixed culture bacterium CY_gF1DD01_14 ( 663155 ),No genus ( -1 ),0,3,0,100.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Bacteria,mixed culture bacterium PE_gF1DD01_04 ( 663166 ),No genus ( -1 ),0,3,0,100.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Unclassified Sequence (synthetic),uncultured prokaryote ( 198431 ),No genus ( -1 ),0,0,0,-0.19,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Bacteria,proteobacterium N98 ( 669355 ),No genus ( -1 ),0,6,0,100.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00
Bacteria,Enterobacteriaceae bacterium strain FGI 57 ( 693444 ),No genus ( -1 ),0,0,0,-0.12,0.00,0.12,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium Contig186 ( 1393522 ),No genus ( -1 ),0,0,0,11.31,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium Contig785_n_1807_cl ( 1393613 ),No genus ( -1 ),0,0,0,13.35,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium Contig651 ( 1393604 ),No genus ( -1 ),0,0,0,19.86,0.00,0.03,0.00,0.00,0.00,0.00,0.00
