Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Fungi,Candida tenuis ( 45596 ),Yamadazyma ( 766765 ),7,0,0,9.96,9.96,0.07,0.07,0.00,0.00,0.00,0.00
Mammalia,Pongo pygmaeus ( 9600 ),Pongo ( 9599 ),3,2,0,37.32,1.38,0.07,0.37,0.00,0.00,0.00,0.00
Mammalia,Heterocephalus glaber ( 10181 ),Heterocephalus ( 10180 ),2,0,0,5.46,5.46,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Parascardovia denticolens ( 78258 ),Parascardovia ( 196082 ),1,0,0,2.42,2.42,0.22,0.22,2.02,2.02,0.15,0.15
Mammalia,Pan troglodytes ( 9598 ),Pan ( 9596 ),1,7,0,100.00,0.19,0.07,0.15,0.00,0.00,0.00,0.00
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),1,1,1,0.99,0.99,1.05,1.05,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,1.06,1.38,0.30,0.37,0.00,0.00,0.00,0.00
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,1.57,1.57,0.15,0.15,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus aethiops ( 9534 ),Chlorocebus ( 392815 ),0,0,0,2.64,0.44,0.07,0.30,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.28,0.44,0.22,0.30,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.16,0.16,0.22,0.22,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector pAM120 ( 46449 ),No genus ( -1 ),0,0,0,0.90,0.00,0.15,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Streptococcus phage YMC-2011 ( 1051631 ),No genus ( -1 ),0,22,0,99.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00
Unclassified Phage,Streptococcus phage 20617 ( 1392231 ),No genus ( -1 ),0,7,0,100.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Streptococcus phage 5093 ( 646413 ),No genus ( -1 ),0,7,0,100.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00
Bacteria,Candidatus Saccharibacteria oral taxon TM7x ( 1476577 ),No genus ( -1 ),0,0,0,-0.21,0.00,0.07,0.00,-0.15,0.00,0.07,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.15,0.00,0.00,0.00,0.00,0.00
Mammalia,Pan paniscus ( 9597 ),Pan ( 9596 ),0,0,0,-0.05,0.19,0.07,0.15,0.00,0.00,0.00,0.00
Bacteria,Shewanella sediminis ( 271097 ),Shewanella ( 22 ),0,0,0,-0.07,-0.18,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Mannheimia haemolytica ( 75985 ),Mannheimia ( 75984 ),0,0,0,-0.12,-0.15,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Streptococcus macedonicus ( 59310 ),Streptococcus ( 1301 ),0,0,-13,-0.14,-0.15,0.07,42.45,0.00,-0.17,0.00,16.47
Bacteria,Leuconostoc citreum ( 33964 ),Leuconostoc ( 1243 ),0,0,0,-0.12,-0.18,0.07,0.07,0.00,0.00,0.00,0.00
Eukaryotes,Elaeophora elaphi ( 1147741 ),Elaeophora ( 1147740 ),0,0,0,-0.15,-0.15,0.07,0.07,0.00,0.00,0.00,0.00
Mammalia,Papio anubis ( 9555 ),Papio ( 9554 ),0,0,0,-0.16,-0.16,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Streptococcus intermedius ( 1338 ),Streptococcus ( 1301 ),0,0,-13,-0.16,-0.15,0.07,42.45,0.00,-0.17,0.00,16.47
Bacteria,Acinetobacter baumannii ( 470 ),Acinetobacter ( 469 ),0,0,0,-0.12,-0.13,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Campylobacter concisus ( 199 ),Campylobacter ( 194 ),0,0,0,-0.11,-0.19,0.07,0.07,-0.07,-0.22,0.07,0.07
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),0,0,0,0.18,-0.12,0.07,0.07,0.42,-0.04,0.07,0.22
Bacteria,Selenomonas sputigena ( 69823 ),Selenomonas ( 970 ),0,0,0,-0.21,-0.18,0.07,0.07,0.00,-0.05,0.00,0.22
Bacteria,Lactobacillus kefiranofaciens ( 267818 ),Lactobacillus ( 1578 ),0,0,0,-0.13,-0.31,0.07,0.67,0.00,-0.32,0.00,0.30
Bacteria,Treponema sp. OMZ 838 ( 1539298 ),Treponema ( 157 ),0,0,0,-0.18,-0.22,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Streptococcus gallolyticus ( 315405 ),Streptococcus ( 1301 ),0,0,-13,-0.09,-0.15,0.22,42.45,0.00,-0.17,0.00,16.47
Bacteria,Lactobacillus paracasei ( 1597 ),Lactobacillus ( 1578 ),0,0,0,0.15,-0.31,0.07,0.67,0.00,-0.32,0.00,0.30
Bacteria,Staphylococcus haemolyticus ( 1283 ),Staphylococcus ( 1279 ),0,0,-1,-0.21,-0.26,0.07,2.40,0.00,-0.32,0.00,0.75
Bacteria,Pseudomonas pseudoalcaligenes ( 330 ),Pseudomonas ( 286 ),0,0,0,-0.18,-0.29,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Streptococcus gordonii ( 1302 ),Streptococcus ( 1301 ),0,0,-13,-0.13,-0.15,0.07,42.45,-0.22,-0.17,0.07,16.47
Bacteria,Prevotella intermedia ( 28131 ),Prevotella ( 838 ),0,0,0,-0.27,-0.22,0.07,0.22,0.00,-0.15,0.00,0.60
Bacteria,Bifidobacterium longum ( 216816 ),Bifidobacterium ( 1678 ),0,0,0,-0.14,-0.21,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Streptococcus dysgalactiae ( 1334 ),Streptococcus ( 1301 ),0,0,-13,-0.17,-0.15,0.07,42.45,-0.20,-0.17,0.07,16.47
Bacteria,Corynebacterium aurimucosum ( 169292 ),Corynebacterium ( 1716 ),0,0,0,-0.27,-0.23,0.07,0.22,0.00,0.00,0.00,0.00
Bacteria,Streptococcus pyogenes ( 1314 ),Streptococcus ( 1301 ),0,0,-13,-0.22,-0.15,0.07,42.45,-0.19,-0.17,0.07,16.47
Bacteria,Corynebacterium urealyticum ( 43771 ),Corynebacterium ( 1716 ),0,0,0,-0.30,-0.23,0.07,0.22,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus gasseri ( 1596 ),Lactobacillus ( 1578 ),0,0,0,-0.22,-0.31,0.07,0.67,0.00,-0.32,0.00,0.30
Acidovorax,Acidovorax ebreus ( 721785 ),Acidovorax ( 12916 ),0,0,0,-0.28,-0.25,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Paenibacillus sp. Y412MC10 ( 481743 ),Paenibacillus ( 44249 ),0,0,0,-0.15,-0.48,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Corynebacterium ureicelerivorans ( 401472 ),Corynebacterium ( 1716 ),0,0,0,-0.34,-0.23,0.07,0.22,0.00,0.00,0.00,0.00
Bacteria,Propionibacterium acidipropionici ( 1748 ),Propionibacterium ( 1743 ),0,0,0,-0.31,-0.27,0.07,0.37,0.00,-0.30,0.00,0.22
Bacteria,Streptococcus agalactiae ( 1311 ),Streptococcus ( 1301 ),0,0,-13,-0.16,-0.15,0.07,42.45,-0.18,-0.17,0.15,16.47
Bacteria,Rothia dentocariosa ( 2047 ),Rothia ( 32207 ),0,0,0,-0.14,-0.13,0.15,1.87,-0.17,-0.16,0.15,1.20
