Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Caudovirales (dsDNA phages),Streptococcus phage Sfi21 ( 64186 ),Sfi21dtunalikevirus ( 1623304 ),9,5,0,100.00,1.69,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Rhinopithecus roxellana ( 61622 ),Rhinopithecus ( 542827 ),0,0,0,2.82,2.82,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.33,0.33,0.55,0.55,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.37,0.37,0.39,0.39,0.00,0.00,0.00,0.00
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),0,0,0,0.85,0.00,0.17,0.17,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Streptococcus phage YMC-2011 ( 1051631 ),No genus ( -1 ),0,6,0,57.34,0.00,0.06,0.00,59.04,0.00,0.06,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.06,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium MID12 ( 764346 ),No genus ( -1 ),0,1,0,26.88,0.00,0.06,0.00,0.00,0.00,0.00,0.00
Bacteria,Streptococcus infantarius ( 102684 ),Streptococcus ( 1301 ),0,0,-6,-0.00,-0.17,0.17,16.57,0.00,-0.22,0.00,4.38
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,-0.03,-0.05,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,Ilumatobacter coccineus ( 467094 ),Ilumatobacter ( 682522 ),0,0,0,-0.13,-0.13,0.06,0.06,0.00,-0.30,0.00,0.06
Bacteria,Dermacoccus nishinomiyaensis ( 1274 ),Dermacoccus ( 57495 ),0,0,0,-0.13,-0.13,0.06,0.06,0.00,-0.39,0.00,0.06
Bacteria,Tannerella forsythia ( 28112 ),Tannerella ( 195950 ),0,0,0,-0.16,-0.16,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Streptococcus equi ( 1336 ),Streptococcus ( 1301 ),0,0,-6,-0.16,-0.17,0.06,16.57,0.00,-0.22,0.00,4.38
Bacteria,Streptococcus intermedius ( 1338 ),Streptococcus ( 1301 ),0,0,-6,-0.16,-0.17,0.06,16.57,0.00,-0.22,0.00,4.38
Bacteria,Fusobacterium nucleatum ( 851 ),Fusobacterium ( 848 ),0,0,0,-0.17,-0.17,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Streptococcus oligofermentans ( 195041 ),Streptococcus ( 1301 ),0,0,-6,-0.18,-0.17,0.06,16.57,0.00,-0.22,0.00,4.38
Bacteria,Pseudomonas alkylphenolia ( 237609 ),Pseudomonas ( 286 ),0,0,0,-0.11,-0.29,0.06,0.06,0.00,-0.39,0.00,0.06
Bacteria,Haemophilus parasuis ( 738 ),Haemophilus ( 724 ),0,0,0,-0.19,-0.18,0.06,0.11,0.00,0.00,0.00,0.00
Bacteria,Neisseria elongata ( 495 ),Neisseria ( 482 ),0,0,0,-0.13,-0.26,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Haemophilus parainfluenzae ( 729 ),Haemophilus ( 724 ),0,0,0,-0.22,-0.18,0.06,0.11,0.00,0.00,0.00,0.00
Bacteria,Streptococcus sp. I-P16 ( 1156433 ),Streptococcus ( 1301 ),0,0,-6,-0.24,-0.17,0.06,16.57,0.00,-0.22,0.00,4.38
Bacteria,Streptococcus gordonii ( 1302 ),Streptococcus ( 1301 ),0,0,-6,-0.13,-0.17,0.11,16.57,0.00,-0.22,0.00,4.38
Bacteria,Treponema sp. OMZ 838 ( 1539298 ),Treponema ( 157 ),0,0,0,-0.19,-0.23,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Corynebacterium ulcerans ( 65058 ),Corynebacterium ( 1716 ),0,0,0,-0.19,-0.23,0.06,0.22,0.00,-0.16,0.00,0.06
Bacteria,Saccharopolyspora erythraea ( 1836 ),Saccharopolyspora ( 1835 ),0,0,0,-0.18,-0.16,0.06,0.06,-0.11,-0.14,0.06,0.06
Bacteria,Kocuria rhizophila ( 72000 ),Kocuria ( 57493 ),0,0,0,-0.20,-0.23,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Papio anubis ( 9555 ),Papio ( 9554 ),0,0,0,-0.15,-0.15,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,uncultured Enterococcus sp. ( 167972 ),Enterococcus ( 1350 ),0,0,0,-0.21,-0.23,0.06,0.11,0.00,0.00,0.00,0.00
Bacteria,Kribbella flavida ( 182640 ),Kribbella ( 182639 ),0,0,0,-0.23,-0.23,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Staphylococcus haemolyticus ( 1283 ),Staphylococcus ( 1279 ),0,0,-1,-0.21,-0.26,0.06,3.05,0.00,-0.32,0.00,0.78
Bacteria,Enterococcus casseliflavus ( 37734 ),Enterococcus ( 1350 ),0,0,0,-0.24,-0.23,0.06,0.11,0.00,0.00,0.00,0.00
Bacteria,Streptococcus sp. I-G2 ( 1156431 ),Streptococcus ( 1301 ),0,0,-6,-0.17,-0.17,0.11,16.57,0.00,-0.22,0.00,4.38
