Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Adlercreutzia equolifaciens ( 446660 ),Adlercreutzia ( 447020 ),295074,3407,3407,68.76,68.76,20.31,20.31,99.00,99.00,20.31,20.31
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),199050,2010,2010,99.00,99.00,20.31,20.31,0.00,0.00,0.00,0.00
Deuterostomes,Alligator mississippiensis ( 8496 ),Alligator ( 8495 ),191469,2010,1934,99.00,95.23,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Brachyspira hyodysenteriae ( 159 ),Brachyspira ( 29521 ),176413,2010,1781,99.00,87.74,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Rahnella sp. Y9602 ( 741091 ),Rahnella ( 34037 ),176194,3120,2033,54.67,27.95,20.31,20.31,99.00,72.20,20.31,20.31
Bacteria,Phaeobacter inhibens ( 221822 ),Phaeobacter ( 302485 ),52066,2010,525,99.00,25.90,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Erwinia pyrifoliae ( 79967 ),Erwinia ( 551 ),26202,2010,264,99.00,13.03,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Salinispora tropica ( 168695 ),Salinispora ( 168694 ),23139,1196,785,29.46,19.34,40.62,40.62,0.00,0.00,0.00,0.00
Bacteria,Thermobispora bispora ( 2006 ),Thermobispora ( 147067 ),20016,637,637,31.39,31.39,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Ruegeria pomeroyi ( 89184 ),Ruegeria ( 97050 ),4611,356,262,17.54,12.94,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Marichromatium purpuratum ( 37487 ),Marichromatium ( 85076 ),4395,300,297,14.78,14.64,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Leisingera methylohalidivorans ( 133924 ),Leisingera ( 191028 ),3752,276,276,13.59,13.59,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Neisseria meningitidis ( 487 ),Neisseria ( 482 ),2883,1000,335,16.43,2.88,60.93,81.24,0.00,1.24,0.00,20.31
Bacteria,Blastococcus saxobsidens ( 138336 ),Blastococcus ( 38501 ),2540,430,174,2.32,2.24,20.31,20.31,18.86,6.36,20.31,20.31
Bacteria,Aeromonas salmonicida ( 645 ),Aeromonas ( 642 ),2037,900,174,1.77,2.01,20.31,40.62,42.60,2.27,20.31,20.31
Bacteria,Streptomyces filamentosus ( 67294 ),Streptomyces ( 1883 ),1682,2010,33,99.00,0.84,20.31,40.62,0.00,0.00,0.00,0.00
Bacteria,Isoptericola variabilis ( 139208 ),Isoptericola ( 254250 ),1663,183,183,9.06,9.04,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Phenylobacterium zucineum ( 284016 ),Phenylobacterium ( 20 ),1611,316,309,5.20,5.09,60.93,60.93,0.00,0.00,0.00,0.00
Bacteria,Nocardioides sp. JS614 ( 196162 ),Nocardioides ( 1839 ),1558,617,148,1.13,1.00,40.62,40.62,28.13,2.65,20.31,20.31
Bacteria,Roseburia intestinalis ( 166486 ),Roseburia ( 841 ),1318,336,79,16.57,3.92,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Frankia sp. EAN1pec ( 298653 ),Frankia ( 1854 ),1020,288,71,14.20,3.54,20.31,20.31,0.00,0.00,0.00,0.00
