Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Klebsiella pneumoniae ( 573 ),Klebsiella ( 570 ),608,367,326,2.14,1.67,170.09,174.95,0.09,0.20,32.94,55.52
Bacteria,Bergeriella denitrificans ( 494 ),Bergeriella ( 334108 ),62,1,1,48.16,48.16,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Klebsiella sp. Mich. 61 ( 1339199 ),Klebsiella ( 570 ),49,29,326,99.00,1.67,0.30,174.95,0.00,0.20,0.00,55.52
Caudovirales (dsDNA phages),Salmonella phage epsilon15 ( 215158 ),Epsilon15likevirus ( 542960 ),33,2,0,98.31,12.47,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Klebsiella sp. ( 576 ),Klebsiella ( 570 ),4,2,326,100.00,1.67,0.03,174.95,2.02,0.20,0.03,55.52
Bacteria,Klebsiella sp. enrichment culture clone Xuan02 ( 591965 ),Klebsiella ( 570 ),4,2,326,100.00,1.67,0.03,174.95,0.00,0.20,0.00,55.52
Bacteria,Klebsiella sp. 325 ( 1339200 ),Klebsiella ( 570 ),4,2,326,100.00,1.67,0.03,174.95,0.00,0.20,0.00,55.52
Bacteria,Klebsiella variicola ( 244366 ),Klebsiella ( 570 ),3,2,326,1.22,1.67,1.86,174.95,1.66,0.20,0.05,55.52
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.90,0.90,0.78,0.78,0.00,0.00,0.00,0.00
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),0,0,0,1.44,1.44,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Thermocrinis albus ( 136094 ),Thermocrinis ( 75905 ),0,0,0,5.43,0.63,0.03,0.03,0.00,0.00,0.00,0.00
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,0.26,0.26,0.05,0.05,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.04,0.03,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Hafnia alvei ( 569 ),Hafnia ( 568 ),0,0,0,0.02,0.01,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Enterobacteriaceae bacterium strain FGI 57 ( 693444 ),No genus ( -1 ),0,0,0,-0.22,0.00,0.03,0.00,-0.13,0.00,0.03,0.00
Other sequences (vectors),Size marker plasmid pKF339 ( 46202 ),No genus ( -1 ),0,0,0,2.52,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Enterobacteria phage phiP27 ( 103807 ),No genus ( -1 ),0,2,0,100.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Salmonella phage SPN1S ( 1125653 ),No genus ( -1 ),0,0,0,11.75,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Other sequences (vectors),IncL/M plasmid R471a ( 192119 ),No genus ( -1 ),0,3,0,39.18,0.00,0.08,0.00,0.00,0.00,0.00,0.00
