Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Prevotella melaninogenica ( 28132 ),Prevotella ( 838 ),262183,35128,7381,42.14,10.72,475.75,532.78,84.50,3.13,178.50,348.48
Bacteria,Klebsiella pneumoniae ( 573 ),Klebsiella ( 570 ),203994,17663,17103,15.02,11.90,1129.83,1148.76,1.97,2.99,353.89,535.33
Bacteria,Prevotella denticola ( 28129 ),Prevotella ( 838 ),3172,321,7381,11.72,10.72,24.34,532.78,7.93,3.13,4.61,348.48
Bacteria,Prevotella oris ( 28135 ),Prevotella ( 838 ),1884,590,7381,19.16,10.72,0.24,532.78,20.41,3.13,28.72,348.48
Bacteria,Klebsiella variicola ( 244366 ),Klebsiella ( 570 ),1231,109,17103,8.80,11.90,11.53,1148.76,16.55,2.99,0.48,535.33
Caudovirales (dsDNA phages),Salmonella phage epsilon15 ( 215158 ),Epsilon15likevirus ( 542960 ),1090,15,10,99.00,37.46,0.08,0.08,100.00,100.00,0.08,0.08
Archaea,Methanosphaera stadtmanae ( 2317 ),Methanosphaera ( 2316 ),779,7,7,99.00,99.00,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Fusobacterium nucleatum ( 851 ),Fusobacterium ( 848 ),703,135,314,0.71,0.68,43.35,43.51,6.93,6.56,15.03,19.97
Bacteria,Prevotella nigrescens ( 28133 ),Prevotella ( 838 ),619,66,7381,29.75,10.72,1.83,532.78,1.22,3.13,9.47,348.48
Bacteria,Klebsiella sp. ( 576 ),Klebsiella ( 570 ),578,75,17103,100.00,11.90,0.40,1148.76,55.55,2.99,0.64,535.33
Bacteria,Alloprevotella rava ( 671218 ),Alloprevotella ( 1283313 ),398,183,0,100.00,6.33,0.08,0.08,22.05,1.98,7.95,46.21
Caudovirales (dsDNA phages),Streptococcus phage 858 ( 459845 ),Sfi1unalikevirus ( 1623303 ),285,7,2,100.00,35.83,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Klebsiella sp. KCL-2 ( 160057 ),Klebsiella ( 570 ),189,15,17103,100.00,11.90,0.16,1148.76,0.00,2.99,0.00,535.33
Bacteria,Prevotella intermedia ( 28131 ),Prevotella ( 838 ),168,16,7381,1.10,10.72,14.16,532.78,0.23,3.13,2.31,348.48
Bacteria,Prevotella buccae ( 28126 ),Prevotella ( 838 ),105,14,7381,100.00,10.72,0.08,532.78,1.77,3.13,3.66,348.48
Bacteria,Klebsiella sp. SW2 ( 1570431 ),Klebsiella ( 570 ),94,7,17103,100.00,11.90,0.08,1148.76,0.00,2.99,0.00,535.33
Bacteria,Klebsiella sp. A5054 ( 97471 ),Klebsiella ( 570 ),94,7,17103,100.00,11.90,0.08,1148.76,0.00,2.99,0.00,535.33
Bacteria,Prevotella sp. oral clone DO039 ( 163595 ),Prevotella ( 838 ),85,7,7381,100.00,10.72,0.08,532.78,0.00,3.13,0.00,348.48
Bacteria,Prevotella sp. RS2 ( 126378 ),Prevotella ( 838 ),85,7,7381,100.00,10.72,0.08,532.78,0.00,3.13,0.00,348.48
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),43,21,6,11.82,2.02,1.67,1.67,3.82,1.89,0.48,1.27
Bacteria,Fusobacterium hwasookii ( 1583098 ),Fusobacterium ( 848 ),40,8,314,28.45,0.68,0.08,43.51,12.53,6.56,0.48,19.97
Bacteria,Prevotella dentalis ( 52227 ),Prevotella ( 838 ),40,3,7381,1.04,10.72,3.66,532.78,-0.05,3.13,0.80,348.48
Bacteria,Prevotella sp. oral taxon 299 ( 652716 ),Prevotella ( 838 ),33,3,7381,0.30,10.72,10.58,532.78,0.43,3.13,0.16,348.48
Bacteria,Porphyromonas endodontalis ( 28124 ),Porphyromonas ( 836 ),23,21,2,0.64,-0.12,0.08,1.99,1.76,1.13,12.09,14.56
Bacteria,Parvimonas micra ( 33033 ),Parvimonas ( 543311 ),18,6,13,0.17,0.17,3.90,3.90,2.73,3.40,1.99,2.47
Bacteria,Prevotella ruminicola ( 839 ),Prevotella ( 838 ),15,1,7381,0.81,10.72,1.83,532.78,0.05,3.13,0.08,348.48
Bacteria,Salmonella enterica ( 28901 ),Salmonella ( 590 ),9,6,4,-0.02,-0.04,3.02,3.10,1.50,1.48,4.30,4.30
Bacteria,Prevotella loescheii ( 840 ),Prevotella ( 838 ),9,0,7381,10.38,10.72,0.08,532.78,0.53,3.13,0.32,348.48
Bacteria,Enterobacter aerogenes ( 548 ),Enterobacter ( 547 ),6,59,1,4.75,-0.11,5.81,7.56,6.55,0.29,4.93,12.89
Bacteria,Klebsiella oxytoca ( 571 ),Klebsiella ( 570 ),4,0,17103,0.05,11.90,6.68,1148.76,0.01,2.99,3.26,535.33
Bacteria,Yersinia pestis ( 632 ),Yersinia ( 629 ),4,11,1,3.53,0.37,3.10,4.45,0.79,0.01,0.16,1.43
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),3,2,2,1.49,1.49,1.43,1.43,0.00,0.00,0.00,0.00
Bacteria,Prevotella sp. SEQ116 ( 1123821 ),Prevotella ( 838 ),3,0,7381,3.56,10.72,0.08,532.78,0.00,3.13,0.00,348.48
Bacteria,Treponema sp. OMZ 838 ( 1539298 ),Treponema ( 157 ),2,3,3,1.00,0.16,1.75,2.55,3.34,1.30,0.48,2.70
Bacteria,Enterobacter sp. 638 ( 399742 ),Enterobacter ( 547 ),2,7,1,-0.14,-0.11,0.08,7.56,1.36,0.29,5.17,12.89
Bacteria,Treponema medium ( 58231 ),Treponema ( 157 ),1,8,3,100.00,0.16,0.08,2.55,1.17,1.30,0.32,2.70
Bacteria,Odoribacter splanchnicus ( 28118 ),Odoribacter ( 283168 ),1,1,1,0.94,0.94,1.43,1.43,0.52,0.02,0.16,0.16
Bacteria,Filifactor alocis ( 143361 ),Filifactor ( 44259 ),1,0,1,0.34,0.34,0.87,0.87,1.40,1.40,0.48,0.48
Bacteria,Treponema denticola ( 158 ),Treponema ( 157 ),0,0,3,-0.05,0.16,0.32,2.55,1.28,1.30,0.56,2.70
Bacteria,Tannerella forsythia ( 28112 ),Tannerella ( 195950 ),0,1,1,0.32,0.32,6.12,6.12,-0.10,-0.10,0.72,1.03
Eukaryotes,Perkinsus marinus ( 31276 ),Perkinsus ( 28000 ),0,0,0,2.75,2.75,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Streptococcus constellatus ( 76860 ),Streptococcus ( 1301 ),0,357,-11,3.14,-0.10,8.59,129.66,99.00,0.01,3.34,58.62
Bacteria,Candidatus Arthromitus sp. SFB-mouse ( 49118 ),Candidatus Arthromitus ( 49082 ),0,0,0,3.17,2.25,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Shimwellia blattae ( 563 ),Shimwellia ( 1335483 ),0,0,0,1.12,1.12,0.32,0.32,1.11,1.11,0.08,0.08
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,1.15,1.12,0.32,0.32,0.00,0.00,0.00,0.00
Bacteria,Streptobacillus moniliformis ( 34105 ),Streptobacillus ( 34104 ),0,0,0,-0.09,-0.09,0.24,0.24,2.14,2.14,0.08,0.08
Bacteria,Cryptobacterium curtum ( 84163 ),Cryptobacterium ( 84162 ),0,0,0,2.08,2.08,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Yersinia frederiksenii ( 29484 ),Yersinia ( 629 ),0,1,1,11.21,0.37,0.08,4.45,1.64,0.01,0.08,1.43
Mammalia,Macaca fascicularis ( 9541 ),Macaca ( 9539 ),0,3,0,10.37,0.10,0.32,0.87,0.00,0.00,0.00,0.00
Bacteria,Raoultella ornithinolytica ( 54291 ),Raoultella ( 160674 ),0,0,0,-0.09,-0.12,0.56,0.56,0.67,0.70,0.64,1.03
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.75,0.69,0.40,0.40,0.00,0.00,0.00,0.00
Bacteria,Siccibacter turicensis ( 413502 ),Siccibacter ( 1649298 ),0,0,0,0.03,0.03,0.24,0.24,1.30,1.30,0.08,0.08
Bacteria,Coraliomargarita akajimensis ( 395922 ),Coraliomargarita ( 442430 ),0,0,0,1.12,1.12,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Enterobacter lignolyticus ( 1334193 ),Enterobacter ( 547 ),0,0,1,-0.23,-0.11,0.08,7.56,0.97,0.29,0.24,12.89
Bacteria,Pelotomaculum thermopropionicum ( 110500 ),Pelotomaculum ( 191373 ),0,0,0,0.98,0.82,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Histophilus somni ( 731 ),Histophilus ( 214906 ),0,0,0,-0.09,-0.09,0.16,0.16,0.90,0.90,0.08,0.08
Bacteria,Yersinia pseudotuberculosis ( 633 ),Yersinia ( 629 ),0,0,1,1.52,0.37,0.08,4.45,0.00,0.01,0.00,1.43
Bacteria,Fibrobacter succinogenes ( 833 ),Fibrobacter ( 832 ),0,0,0,0.74,0.74,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Yersinia enterocolitica ( 630 ),Yersinia ( 629 ),0,0,1,0.08,0.37,1.19,4.45,1.30,0.01,0.48,1.43
Bacteria,Treponema putidum ( 221027 ),Treponema ( 157 ),0,0,3,0.68,0.16,0.32,2.55,0.00,1.30,0.00,2.70
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,0.61,0.61,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Barnesiella viscericola ( 397865 ),Barnesiella ( 397864 ),0,0,0,0.19,0.19,0.56,0.56,-0.12,-0.10,0.08,0.08
Viridiplantae (green plants),Camelina sativa ( 90675 ),Camelina ( 71323 ),0,0,0,0.48,0.48,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Porphyromonas asaccharolytica ( 28123 ),Porphyromonas ( 836 ),0,0,2,-0.15,-0.12,0.48,1.99,0.29,1.13,0.08,14.56
Bacteria,Campylobacter concisus ( 199 ),Campylobacter ( 194 ),0,0,0,-0.08,-0.17,0.48,0.72,0.30,0.23,0.32,0.95
Bacteria,Morganella morganii ( 582 ),Morganella ( 581 ),0,0,0,0.32,0.32,0.16,0.16,-0.12,0.05,0.08,0.16
Bacteria,Mucinivorans hirudinis ( 1433126 ),Mucinivorans ( 1611681 ),0,0,0,0.31,0.31,0.16,0.16,0.00,0.00,0.00,0.00
Viridiplantae (green plants),Eucalyptus grandis ( 71139 ),Eucalyptus ( 3932 ),0,0,0,0.39,0.39,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Slackia heliotrinireducens ( 84110 ),Slackia ( 84108 ),0,0,0,0.38,0.38,0.08,0.08,0.00,1.68,0.00,0.32
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.18,0.18,0.24,0.24,0.00,0.00,0.00,0.00
Bacteria,Maribacter sp. HTCC2170 ( 313603 ),Maribacter ( 252356 ),0,0,0,0.26,0.25,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Mageeibacillus indolicus ( 884684 ),Mageeibacillus ( 1637257 ),0,0,0,0.22,0.22,0.08,0.08,0.00,0.00,0.00,0.00
Stramenopiles (heterokonts),Saprolegnia diclina ( 112098 ),Saprolegnia ( 4769 ),0,0,0,0.48,0.07,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Cedecea neteri ( 158822 ),Cedecea ( 158483 ),0,0,0,-0.10,-0.10,0.40,0.40,0.17,0.48,0.08,0.16
Bacteria,Treponema pallidum ( 160 ),Treponema ( 157 ),0,0,3,0.17,0.16,0.08,2.55,0.00,1.30,0.00,2.70
Viridiplantae (green plants),Pyrus x bretschneideri ( 225117 ),Pyrus ( 3766 ),0,0,0,0.24,0.09,0.08,0.08,0.00,0.00,0.00,0.00
Viridiplantae (green plants),Setaria italica ( 4555 ),Setaria ( 4554 ),0,0,0,0.11,0.11,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Alistipes shahii ( 328814 ),Alistipes ( 239759 ),0,0,0,0.13,0.02,0.24,0.40,0.00,0.00,0.00,0.00
Bacteria,Akkermansia muciniphila ( 239935 ),Akkermansia ( 239934 ),0,0,0,0.06,0.06,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Fretibacterium fastidiosum ( 651822 ),Fretibacterium ( 1434006 ),0,0,0,0.03,0.03,0.08,0.08,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Salmonella phage SPN1S ( 1125653 ),No genus ( -1 ),0,2,0,35.74,0.00,0.08,0.00,0.00,0.00,0.00,0.00
Other sequences (vectors),Plasmid pMJ606 ( 44465 ),No genus ( -1 ),0,15,0,100.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00
Other sequences (vectors),Plasmid pSC101 ( 2625 ),No genus ( -1 ),0,7,0,99.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00
Bacteria,uncultured Flavobacteriia bacterium ( 212695 ),No genus ( -1 ),0,0,0,-0.20,0.00,0.08,0.00,0.00,0.00,0.00,0.00
Bacteria,butyrate-producing bacterium SSC/2 ( 245018 ),No genus ( -1 ),0,0,0,-0.16,0.00,0.08,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector pBRINTs-Cat2 ( 127658 ),No genus ( -1 ),0,0,0,1.67,0.00,0.08,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Enterobacteria phage IME10 ( 1090133 ),No genus ( -1 ),0,7,0,100.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00
