Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Avibacterium paragallinarum ( 728 ),Avibacterium ( 292486 ),0,0,0,6.16,3.49,0.03,0.03,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.47,0.46,0.17,0.17,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.29,0.26,0.23,0.23,0.00,0.00,0.00,0.00
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,0.31,0.31,0.06,0.06,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage PH15 ( 399185 ),Phietalikevirus ( 1623298 ),0,0,0,1.27,0.09,0.03,0.03,0.00,0.00,0.00,0.00
Mammalia,Callithrix jacchus ( 9483 ),Callithrix ( 9481 ),0,0,0,0.32,0.32,0.03,0.03,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.05,0.05,0.14,0.14,0.00,0.00,0.00,0.00
Artificial Sequences,Broad host range expression vector pQLICE ( 417992 ),No genus ( -1 ),0,0,0,-0.06,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Bacteria,mixed culture bacterium AX_gF3SD01_11 ( 663104 ),No genus ( -1 ),0,2,0,100.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Bacteria,Porphyromonadaceae bacterium ING2-E5B ( 1562970 ),No genus ( -1 ),0,0,0,-0.16,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Bacteria,mixed culture bacterium CY_gF1DD01_14 ( 663155 ),No genus ( -1 ),0,2,0,100.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector pSCANS-3-BNL ( 136689 ),No genus ( -1 ),0,0,0,0.57,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Viruses,SEN virus ( 136966 ),No genus ( -1 ),0,2,0,35.28,0.00,0.06,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.40,0.00,-0.38,0.00,0.03,0.00
Viruses,Torque teno virus ( 68887 ),No genus ( -1 ),0,0,0,-0.18,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Bacteria,uncultured Escherichia sp. ( 237777 ),Escherichia ( 561 ),0,0,-9,-0.13,-0.09,0.03,33.61,0.00,-0.18,0.00,1.53
Bacteria,Edwardsiella tarda ( 636 ),Edwardsiella ( 635 ),0,0,0,-0.11,-0.11,0.03,0.06,0.00,0.00,0.00,0.00
Fungi,Schizophyllum commune ( 5334 ),Schizophyllum ( 5333 ),0,0,0,-0.15,-0.15,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Sphingomonas sp. WHSC-8 ( 1609977 ),Sphingomonas ( 13687 ),0,0,0,-0.17,-0.14,0.03,0.03,0.00,-0.32,0.00,0.03
Bacteria,Acinetobacter guillouiae ( 106649 ),Acinetobacter ( 469 ),0,0,0,-0.19,-0.13,0.03,0.03,0.00,-0.13,0.00,0.03
Fungi,Cladophialophora psammophila ( 1182553 ),Cladophialophora ( 82105 ),0,0,0,-0.08,-0.38,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Candidatus Phaeomarinobacter ectocarpi ( 1458461 ),Candidatus Phaeomarinobacter ( 1541445 ),0,0,0,-0.18,-0.18,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Enterobacter cloacae ( 550 ),Enterobacter ( 547 ),0,0,0,-0.17,-0.19,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Shewanella putrefaciens ( 24 ),Shewanella ( 22 ),0,0,0,-0.18,-0.18,0.03,0.03,0.00,-0.42,0.00,0.03
Bacteria,Corynebacterium resistens ( 258224 ),Corynebacterium ( 1716 ),0,0,0,-0.14,-0.23,0.03,1.12,0.00,-0.15,0.00,1.09
Bacteria,Klebsiella variicola ( 244366 ),Klebsiella ( 570 ),0,0,0,-0.21,-0.17,0.03,0.46,0.00,-0.12,0.00,0.03
Bacteria,Klebsiella oxytoca ( 571 ),Klebsiella ( 570 ),0,0,0,-0.22,-0.17,0.03,0.46,0.00,-0.12,0.00,0.03
Bacteria,Aeromonas salmonicida ( 645 ),Aeromonas ( 642 ),0,0,0,-0.14,-0.34,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Corynebacterium kroppenstedtii ( 161879 ),Corynebacterium ( 1716 ),0,0,0,-0.15,-0.23,0.03,1.12,-0.12,-0.15,0.03,1.09
Bacteria,Mesorhizobium ciceri ( 39645 ),Mesorhizobium ( 68287 ),0,0,0,-0.31,-0.19,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Corynebacterium glutamicum ( 1718 ),Corynebacterium ( 1716 ),0,0,0,-0.26,-0.23,0.03,1.12,0.00,-0.15,0.00,1.09
Bacteria,Staphylococcus epidermidis ( 1282 ),Staphylococcus ( 1279 ),0,0,0,-0.24,-0.26,0.03,0.03,0.00,-0.32,0.00,0.03
Mammalia,Bos taurus ( 9913 ),Bos ( 9903 ),0,0,0,-0.25,-0.25,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Methylibium petroleiphilum ( 105560 ),Methylibium ( 316612 ),0,0,0,-0.25,-0.25,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Rothia dentocariosa ( 2047 ),Rothia ( 32207 ),0,0,0,-0.14,-0.14,0.03,0.03,-0.19,-0.25,0.03,0.03
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,-0.10,-0.10,0.23,0.23,0.00,0.00,0.00,0.00
Bacteria,Shigella dysenteriae ( 622 ),Shigella ( 620 ),0,0,0,-0.12,-0.14,0.14,3.23,0.00,-0.14,0.00,0.12
Bacteria,Corynebacterium atypicum ( 191610 ),Corynebacterium ( 1716 ),0,0,0,-0.35,-0.23,0.03,1.12,0.00,-0.15,0.00,1.09
Bacteria,Propionibacterium acidipropionici ( 1748 ),Propionibacterium ( 1743 ),0,0,0,-0.32,-0.27,0.03,0.55,0.00,0.00,0.00,0.00
Bacteria,Corynebacterium striatum ( 43770 ),Corynebacterium ( 1716 ),0,0,0,0.01,-0.23,0.03,1.12,-0.02,-0.15,0.89,1.09
Bacteria,Edwardsiella piscicida ( 1263550 ),Edwardsiella ( 635 ),0,0,0,0.76,-0.11,0.03,0.06,0.00,0.00,0.00,0.00
Bacteria,Escherichia albertii ( 208962 ),Escherichia ( 561 ),0,0,-9,-0.18,-0.09,0.09,33.61,-0.23,-0.18,0.03,1.53
Bacteria,Citrobacter rodentium ( 67825 ),Citrobacter ( 544 ),0,0,0,-0.20,-0.23,0.06,0.55,0.00,-0.18,0.00,0.14
Bacteria,Bradyrhizobium diazoefficiens ( 1355477 ),Bradyrhizobium ( 374 ),0,0,0,-0.31,-0.31,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Methylobacterium nodulans ( 114616 ),Methylobacterium ( 407 ),0,0,0,-0.33,-0.32,0.03,0.06,0.00,0.00,0.00,0.00
Bacteria,Shigella sonnei ( 624 ),Shigella ( 620 ),0,0,0,-0.11,-0.14,0.20,3.23,0.00,-0.14,0.00,0.12
Bacteria,Pseudomonas pseudoalcaligenes ( 330 ),Pseudomonas ( 286 ),0,0,0,-0.18,-0.29,0.06,0.12,0.00,0.00,0.00,0.00
