Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Streptococcus parasanguinis ( 1318 ),Streptococcus ( 1301 ),2181,2056,2619,10.31,0.62,92.19,1272.40,36.22,1.44,30.54,402.81
Bacteria,Gemella haemolysans ( 1379 ),Gemella ( 1378 ),2090,356,4,0.76,0.08,0.48,0.69,7.98,5.87,44.61,47.16
Bacteria,Streptococcus salivarius ( 1304 ),Streptococcus ( 1301 ),1772,1622,2619,2.26,0.62,304.83,1272.40,11.80,1.44,79.29,402.81
Bacteria,Streptococcus mitis ( 28037 ),Streptococcus ( 1301 ),531,524,2619,0.92,0.62,297.80,1272.40,2.64,1.44,95.56,402.81
Bacteria,Streptococcus pseudopneumoniae ( 257758 ),Streptococcus ( 1301 ),359,555,2619,3.07,0.62,174.44,1272.40,7.75,1.44,2.69,402.81
Bacteria,Streptococcus pneumoniae ( 1313 ),Streptococcus ( 1301 ),289,253,2619,0.34,0.62,268.97,1272.40,1.65,1.44,97.98,402.81
Bacteria,Streptococcus vestibularis ( 1343 ),Streptococcus ( 1301 ),90,75,2619,48.22,0.62,0.48,1272.40,9.66,1.44,5.45,402.81
Bacteria,Streptococcus constellatus ( 76860 ),Streptococcus ( 1301 ),23,17,2619,0.87,0.62,2.76,1272.40,24.61,1.44,0.62,402.81
Bacteria,Streptococcus sp. ( 1306 ),Streptococcus ( 1301 ),14,13,2619,99.00,0.62,0.07,1272.40,100.00,1.44,0.07,402.81
Bacteria,Streptococcus anginosus ( 1328 ),Streptococcus ( 1301 ),14,23,2619,1.74,0.62,13.58,1272.40,-0.15,1.44,1.79,402.81
Bacteria,Streptococcus oralis ( 1303 ),Streptococcus ( 1301 ),12,9,2619,0.02,0.62,36.06,1272.40,2.25,1.44,3.86,402.81
Bacteria,Streptococcus sp. MNZ1050 ( 1079905 ),Streptococcus ( 1301 ),8,14,2619,52.14,0.62,0.28,1272.40,0.00,1.44,0.00,402.81
Bacteria,Streptococcus sp. MNZ1053 ( 1079906 ),Streptococcus ( 1301 ),8,13,2619,99.00,0.62,0.14,1272.40,0.00,1.44,0.00,402.81
Bacteria,Streptococcus sp. VT 162 ( 1419814 ),Streptococcus ( 1301 ),7,9,2619,0.21,0.62,38.20,1272.40,14.07,1.44,0.14,402.81
Bacteria,Streptococcus sp. I-G2 ( 1156431 ),Streptococcus ( 1301 ),6,11,2619,2.75,0.62,4.07,1272.40,0.23,1.44,0.07,402.81
Bacteria,Actinobacillus minor ( 51047 ),Actinobacillus ( 713 ),6,8,7,100.00,0.71,0.07,3.52,6.05,1.33,0.21,0.69
Bacteria,Actinobacillus arthritidis ( 157339 ),Actinobacillus ( 713 ),4,6,7,100.00,0.71,0.07,3.52,0.00,1.33,0.00,0.69
