Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Enterobacter cloacae ( 550 ),Enterobacter ( 547 ),5967,1665,2262,4.91,3.59,334.96,349.75,1.17,2.88,16.70,74.96
Viruses,Human herpesvirus 5 ( 10359 ),Cytomegalovirus ( 10358 ),1611,33,27,64.23,0.09,0.27,0.27,99.00,99.00,0.16,0.16
Bacteria,Enterobacter hormaechei ( 158836 ),Enterobacter ( 547 ),732,253,2262,1.68,3.59,1.53,349.75,24.03,2.88,10.46,74.96
Bacteria,Enterobacter xiangfangensis ( 1296536 ),Enterobacter ( 547 ),58,16,2262,98.64,3.59,0.16,349.75,0.00,2.88,0.00,74.96
Bacteria,Enterobacter asburiae ( 61645 ),Enterobacter ( 547 ),38,10,2262,0.91,3.59,11.34,349.75,0.40,2.88,1.59,74.96
Bacteria,Haemophilus parainfluenzae ( 729 ),Haemophilus ( 724 ),36,75,20,2.12,0.57,21.08,21.68,4.62,0.35,6.68,7.34
Bacteria,Enterobacter sp. CN1 ( 866623 ),Enterobacter ( 547 ),35,10,2262,100.00,3.59,0.05,349.75,100.00,2.88,0.05,74.96
Bacteria,Enterobacter sp. CD01 ( 1233073 ),Enterobacter ( 547 ),19,5,2262,100.00,3.59,0.05,349.75,0.00,2.88,0.00,74.96
Bacteria,Enterobacter sp. ECC_146 ( 547656 ),Enterobacter ( 547 ),19,5,2262,100.00,3.59,0.05,349.75,0.00,2.88,0.00,74.96
Bacteria,Enterobacter sp. ECC_48 ( 547703 ),Enterobacter ( 547 ),19,5,2262,100.00,3.59,0.05,349.75,0.00,2.88,0.00,74.96
Bacteria,Enterobacter sp. 638 ( 399742 ),Enterobacter ( 547 ),14,5,2262,-0.06,3.59,0.27,349.75,1.15,2.88,4.44,74.96
Panarthropoda,Pediculus humanus ( 121225 ),Pediculus ( 121222 ),9,1,1,7.44,7.44,0.16,0.16,0.00,0.00,0.00,0.00
Bacteria,Avibacterium paragallinarum ( 728 ),Avibacterium ( 292486 ),4,0,0,12.06,6.99,0.05,0.05,0.00,0.00,0.00,0.00
Bacteria,Enterobacter sp. XW110 ( 318430 ),Enterobacter ( 547 ),3,1,2262,19.93,3.59,0.05,349.75,0.00,2.88,0.00,74.96
Panarthropoda,Plutella xylostella ( 51655 ),Plutella ( 51654 ),3,2,2,1.81,1.81,1.15,1.15,0.00,0.00,0.00,0.00
Bacteria,Enterobacter lignolyticus ( 1334193 ),Enterobacter ( 547 ),3,1,2262,0.40,3.59,0.55,349.75,1.94,2.88,0.44,74.96
Bacteria,Enterobacter cancerogenus ( 69218 ),Enterobacter ( 547 ),1,0,2262,9.77,3.59,0.05,349.75,0.00,2.88,0.11,74.96
