Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Enterococcus faecalis ( 1351 ),Enterococcus ( 1350 ),131883,16656,5679,41.90,5.19,279.73,290.02,44.60,14.39,110.69,120.75
Bacteria,Prevotella melaninogenica ( 28132 ),Prevotella ( 838 ),13140,4357,1140,15.32,4.16,174.86,213.32,28.10,1.19,59.70,142.66
Bacteria,Neisseria flavescens ( 484 ),Neisseria ( 482 ),10521,1539,1869,15.16,5.57,0.45,150.71,25.97,6.84,59.03,91.68
Bacteria,Neisseria lactamica ( 486 ),Neisseria ( 482 ),7742,1390,1869,50.92,5.57,27.28,150.71,0.99,6.84,0.89,91.68
Bacteria,Neisseria meningitidis ( 487 ),Neisseria ( 482 ),7399,1318,1869,18.57,5.57,68.65,150.71,3.94,6.84,11.18,91.68
Bacteria,Granulicatella adiacens ( 46124 ),Granulicatella ( 117563 ),5349,1244,2,79.16,0.99,0.45,0.45,31.45,4.39,38.46,38.91
Bacteria,Neisseria gonorrhoeae ( 485 ),Neisseria ( 482 ),2382,427,1869,21.06,5.57,20.12,150.71,2.50,6.84,1.34,91.68
Bacteria,Aggregatibacter actinomycetemcomitans ( 714 ),Aggregatibacter ( 416916 ),1768,301,248,34.51,5.87,8.72,24.15,1.33,4.44,0.22,12.30
Bacteria,Aggregatibacter segnis ( 739 ),Aggregatibacter ( 416916 ),1513,340,248,5.49,5.87,0.22,24.15,35.29,4.44,9.62,12.30
Bacteria,Campylobacter concisus ( 199 ),Campylobacter ( 194 ),1267,232,185,1.79,0.88,24.60,25.04,16.81,6.54,11.18,13.19
Bacteria,Neisseria subflava ( 28449 ),Neisseria ( 482 ),1204,192,1869,99.00,5.57,0.89,150.71,46.53,6.84,2.24,91.68
Bacteria,Prevotella denticola ( 28129 ),Prevotella ( 838 ),906,221,1140,10.18,4.16,21.24,213.32,2.95,1.19,1.79,142.66
Bacteria,Prevotella oris ( 28135 ),Prevotella ( 838 ),517,425,1140,17.93,4.16,0.22,213.32,17.30,1.19,24.37,142.66
Caudovirales (dsDNA phages),Enterococcus phage phifl2 ( 1633150 ),Phifllikevirus ( 1623299 ),456,44,4,100.00,10.21,0.45,0.45,0.00,0.00,0.00,0.00
Bacteria,Neisseria elongata ( 495 ),Neisseria ( 482 ),338,60,1869,1.89,5.57,32.20,150.71,-0.09,6.84,0.22,91.68
Bacteria,Aggregatibacter aphrophilus ( 732 ),Aggregatibacter ( 416916 ),334,57,248,3.73,5.87,15.21,24.15,0.30,4.44,1.12,12.30
Bacteria,Neisseria polysaccharea ( 489 ),Neisseria ( 482 ),256,45,1869,100.00,5.57,0.45,150.71,2.59,6.84,0.45,91.68
Mammalia,Pongo pygmaeus ( 9600 ),Pongo ( 9599 ),83,22,3,99.00,3.78,0.22,0.89,0.00,0.00,0.00,0.00
Bacteria,uncultured Dialister sp. ( 278064 ),Dialister ( 39948 ),52,3,6,15.31,15.31,0.22,0.22,0.00,14.08,0.00,4.02
Bacteria,Enterococcus sp. 7L76 ( 657310 ),Enterococcus ( 1350 ),39,7,5679,2.02,5.19,3.80,290.02,0.00,14.39,0.00,120.75
Bacteria,Prevotella nigrescens ( 28133 ),Prevotella ( 838 ),30,7,1140,10.74,4.16,0.67,213.32,0.17,1.19,2.24,142.66
Bacteria,Fretibacterium fastidiosum ( 651822 ),Fretibacterium ( 1434006 ),20,3,3,2.06,2.06,0.45,0.45,6.52,6.52,0.45,0.45
Bacteria,Haemophilus parainfluenzae ( 729 ),Haemophilus ( 724 ),11,33,12,1.34,0.43,14.09,17.66,3.11,0.26,4.70,6.26
Bacteria,Enterococcus faecium ( 1352 ),Enterococcus ( 1350 ),9,1,5679,0.14,5.19,5.14,290.02,0.49,14.39,0.89,120.75
Bacteria,Prevotella sp. oral taxon 299 ( 652716 ),Prevotella ( 838 ),7,1,1140,0.22,4.16,8.50,213.32,0.00,1.19,0.00,142.66
Bacteria,Neisseria sp. CSL 7565 ( 640030 ),Neisseria ( 482 ),7,1,1869,5.80,5.57,0.22,150.71,0.00,6.84,0.00,91.68
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),7,1,3,2.79,3.78,0.67,0.89,0.00,0.00,0.00,0.00
Bacteria,Prevotella dentalis ( 52227 ),Prevotella ( 838 ),5,1,1140,0.56,4.16,2.24,213.32,-0.08,1.19,0.22,142.66
Bacteria,Neisseria canis ( 493 ),Neisseria ( 482 ),5,0,1869,4.05,5.57,0.22,150.71,0.00,6.84,0.00,91.68
Bacteria,Veillonella parvula ( 29466 ),Veillonella ( 29465 ),4,30,11,0.27,0.25,30.63,30.63,3.49,0.13,6.26,12.07
Bacteria,Prevotella intermedia ( 28131 ),Prevotella ( 838 ),4,1,1140,0.23,4.16,5.14,213.32,-0.15,1.19,0.22,142.66
Bacteria,Parascardovia denticolens ( 78258 ),Parascardovia ( 196082 ),3,1,1,2.41,2.41,0.22,0.22,3.10,3.10,0.22,0.22
Bacteria,Neisseria cinerea ( 483 ),Neisseria ( 482 ),2,0,1869,0.14,5.57,0.22,150.71,0.83,6.84,0.45,91.68
Bacteria,Enterococcus mundtii ( 53346 ),Enterococcus ( 1350 ),2,0,5679,0.47,5.19,0.89,290.02,0.00,14.39,0.00,120.75
Bacteria,Pelotomaculum thermopropionicum ( 110500 ),Pelotomaculum ( 191373 ),2,0,0,3.19,2.90,0.22,0.22,0.00,0.00,0.00,0.00
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),1,0,0,2.58,2.58,0.22,0.22,0.00,0.00,0.00,0.00
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),1,1,1,1.08,1.08,1.12,1.12,0.00,0.00,0.00,0.00
Bacteria,Porphyromonas gingivalis ( 837 ),Porphyromonas ( 836 ),1,8,1,0.16,0.06,6.93,7.83,2.46,0.14,2.91,4.70
Bacteria,[Mannheimia] succiniciproducens ( 157673 ),Basfia ( 697331 ),0,0,0,1.32,1.32,0.45,0.45,0.00,0.00,0.00,0.00
Bacteria,Odoribacter splanchnicus ( 28118 ),Odoribacter ( 283168 ),0,0,0,0.70,0.70,1.12,1.12,0.00,0.00,0.00,0.00
Bacteria,Campylobacter curvus ( 200 ),Campylobacter ( 194 ),0,0,185,0.31,0.88,0.45,25.04,0.00,6.54,0.00,13.19
Bacteria,Actinobacillus succinogenes ( 67854 ),Actinobacillus ( 713 ),0,1,0,1.69,0.10,0.67,1.12,0.00,0.74,0.00,0.45
Bacteria,Thioalkalimicrobium cyclicum ( 147268 ),Thioalkalimicrobium ( 92244 ),0,0,0,0.83,0.38,0.22,0.22,0.00,0.00,0.00,0.00
Bacteria,Haemophilus influenzae ( 727 ),Haemophilus ( 724 ),0,0,12,0.05,0.43,3.58,17.66,-0.06,0.26,0.89,6.26
Bacteria,Prevotella ruminicola ( 839 ),Prevotella ( 838 ),0,0,1140,0.03,4.16,0.45,213.32,0.00,1.19,0.00,142.66
Bacteria,Actinobacillus pleuropneumoniae ( 715 ),Actinobacillus ( 713 ),0,0,0,-0.06,0.10,0.22,1.12,0.33,0.74,0.22,0.45
Bacteria,Gallibacterium anatis ( 750 ),Gallibacterium ( 155493 ),0,0,0,0.37,0.36,0.22,0.22,0.00,0.00,0.00,0.00
Bacteria,Snodgrassella alvi ( 1196083 ),Snodgrassella ( 1193515 ),0,0,0,0.35,0.35,0.22,0.22,0.00,0.00,0.00,0.00
Bacteria,Rothia mucilaginosa ( 43675 ),Rothia ( 32207 ),0,2,0,-0.02,-0.07,10.51,10.73,0.78,0.01,3.35,3.35
Bacteria,Olsenella uli ( 133926 ),Olsenella ( 133925 ),0,0,0,0.22,0.17,0.22,0.22,0.00,0.00,0.00,0.00
Bacteria,Listeria monocytogenes ( 1639 ),Listeria ( 1637 ),0,0,0,0.16,0.07,0.89,1.12,-0.18,-0.16,0.22,0.22
Bacteria,Listeria welshimeri ( 1643 ),Listeria ( 1637 ),0,0,0,0.12,0.07,0.22,1.12,0.00,-0.16,0.00,0.22
Bacteria,Actinobacillus equuli ( 718 ),Actinobacillus ( 713 ),0,0,0,0.05,0.10,0.22,1.12,0.00,0.74,0.00,0.45
Bacteria,butyrate-producing bacterium SSC/2 ( 245018 ),No genus ( -1 ),0,0,0,-0.04,0.00,0.45,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,synthetic construct ( 32630 ),No genus ( -1 ),0,0,0,-0.20,0.00,0.22,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector pAM120 ( 46449 ),No genus ( -1 ),0,46,0,19.06,0.00,2.46,0.00,0.00,0.00,0.00,0.00
Bacteria,Coriobacteriaceae bacterium 68-1-3 ( 1531429 ),No genus ( -1 ),0,0,0,1.07,0.00,0.22,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,gfp marker plasmid pWM1001 ( 141847 ),No genus ( -1 ),0,1,0,6.00,0.00,0.22,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Enterococcus phage phiFL4A ( 673839 ),No genus ( -1 ),0,134,0,100.00,0.00,1.34,0.00,0.00,0.00,0.00,0.00
Unclassified Sequence (synthetic),uncultured organism ( 155900 ),No genus ( -1 ),0,0,0,-0.27,0.00,0.67,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Shuttle vector pDL276 ( 111474 ),No genus ( -1 ),0,2,0,13.29,0.00,0.22,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium Contig87 ( 1393621 ),No genus ( -1 ),0,14,0,66.92,0.00,0.22,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,-1,0,-0.31,0.00,5.81,0.00,-0.38,0.00,0.22,0.00
Bacteria,Mannheimia haemolytica ( 75985 ),Mannheimia ( 75984 ),0,0,0,-0.07,-0.00,0.22,0.89,0.00,0.71,0.00,0.22
Bacteria,Mannheimia varigena ( 85404 ),Mannheimia ( 75984 ),0,0,0,0.06,-0.00,0.67,0.89,0.00,0.71,0.00,0.22
Bacteria,Bibersteinia trehalosi ( 47735 ),Bibersteinia ( 476528 ),0,0,0,-0.04,-0.04,0.22,0.22,0.00,0.00,0.00,0.00
Bacteria,Xenorhabdus poinarii ( 40577 ),Xenorhabdus ( 626 ),0,0,0,-0.02,-0.10,0.22,0.22,0.00,0.00,0.00,0.00
Bacteria,Bacteroides xylanisolvens ( 371601 ),Bacteroides ( 816 ),0,0,0,0.02,-0.13,0.22,2.01,0.00,-0.27,0.00,0.22
Bacteria,Sulfuricella denitrificans ( 649841 ),Sulfuricella ( 935200 ),0,0,0,-0.06,-0.06,0.22,0.22,0.00,0.00,0.00,0.00
Bacteria,Parabacteroides distasonis ( 823 ),Parabacteroides ( 375288 ),0,0,0,-0.05,-0.09,0.22,0.22,0.00,0.00,0.00,0.00
Bacteria,Bifidobacterium scardovii ( 158787 ),Bifidobacterium ( 1678 ),0,0,0,-0.03,-0.16,0.22,1.34,0.00,0.00,0.00,0.00
Bacteria,Melissococcus plutonius ( 33970 ),Melissococcus ( 33969 ),0,0,0,-0.07,-0.07,0.22,0.22,0.00,0.00,0.00,0.00
Bacteria,Bacillus cytotoxicus ( 580165 ),Bacillus ( 1386 ),0,0,0,-0.01,-0.44,0.22,1.12,0.00,0.00,0.00,0.00
Bacteria,Carnobacterium sp. WN1359 ( 1266845 ),Carnobacterium ( 2747 ),0,0,0,-0.04,-0.15,0.22,1.34,0.00,0.00,0.00,0.00
Bacteria,Rothia dentocariosa ( 2047 ),Rothia ( 32207 ),0,0,0,-0.14,-0.07,0.22,10.73,0.00,0.01,0.00,3.35
Bacteria,Treponema putidum ( 221027 ),Treponema ( 157 ),0,0,0,0.38,-0.03,0.22,1.34,0.00,-0.13,0.00,0.45
Bacteria,Solibacillus silvestris ( 76853 ),Solibacillus ( 648800 ),0,0,0,-0.10,-0.10,0.22,0.22,0.00,0.00,0.00,0.00
Bacteria,Yersinia rohdei ( 29485 ),Yersinia ( 629 ),0,0,0,0.07,-0.18,0.22,0.45,0.00,0.00,0.00,0.00
Bacteria,Bacteroides helcogenes ( 290053 ),Bacteroides ( 816 ),0,0,0,-0.09,-0.13,0.22,2.01,0.00,-0.27,0.00,0.22
Bacteria,[Clostridium] sordellii ( 1505 ),Peptoclostridium ( 1481960 ),0,0,0,-0.11,-0.12,0.22,1.57,0.00,-0.23,0.00,0.45
Bacteria,Streptococcus sp. I-G2 ( 1156431 ),Streptococcus ( 1301 ),0,0,-6,-0.08,-0.17,0.22,16.77,0.00,-0.21,0.00,5.81
Bacteria,Streptococcus suis ( 1307 ),Streptococcus ( 1301 ),0,0,-6,0.03,-0.17,0.67,16.77,0.00,-0.21,0.00,5.81
Bacteria,Bifidobacterium breve ( 1685 ),Bifidobacterium ( 1678 ),0,0,0,-0.10,-0.16,0.22,1.34,0.00,0.00,0.00,0.00
Bacteria,Clostridium tetani ( 1513 ),Clostridium ( 1485 ),0,0,0,-0.09,-0.17,0.22,0.45,0.00,0.00,0.00,0.00
Bacteria,Clostridium perfringens ( 1502 ),Clostridium ( 1485 ),0,0,0,-0.10,-0.17,0.22,0.45,0.00,0.00,0.00,0.00
Bacteria,Sphingomonas taxi ( 1549858 ),Sphingomonas ( 13687 ),0,0,0,-0.12,-0.14,0.22,0.22,0.00,0.00,0.00,0.00
Bacteria,Bacteroides salanitronis ( 376805 ),Bacteroides ( 816 ),0,0,0,-0.14,-0.13,0.22,2.01,0.00,-0.27,0.00,0.22
Bacteria,Bacteroides thetaiotaomicron ( 818 ),Bacteroides ( 816 ),0,0,0,-0.15,-0.13,0.22,2.01,0.00,-0.27,0.00,0.22
Bacteria,Lysinibacillus sphaericus ( 1421 ),Lysinibacillus ( 400634 ),0,0,0,-0.12,-0.17,0.22,0.22,0.00,0.00,0.00,0.00
Bacteria,Brevundimonas subvibrioides ( 74313 ),Brevundimonas ( 41275 ),0,0,0,-0.14,-0.16,0.22,0.22,0.00,-0.37,0.00,0.45
Bacteria,Microlunatus phosphovorus ( 29405 ),Microlunatus ( 29404 ),0,0,0,-0.15,-0.15,0.22,0.22,0.00,0.00,0.00,0.00
Bacteria,Bacteroides dorei ( 357276 ),Bacteroides ( 816 ),0,0,0,-0.18,-0.13,0.22,2.01,0.00,-0.27,0.00,0.22
