Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Bergeriella denitrificans ( 494 ),Bergeriella ( 334108 ),232,3,3,74.76,74.76,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Neisseria meningitidis ( 487 ),Neisseria ( 482 ),232,140,166,5.91,1.65,22.94,49.47,1.20,1.72,4.12,26.40
Bacteria,Neisseria lactamica ( 486 ),Neisseria ( 482 ),185,112,166,14.31,1.65,7.87,49.47,-0.10,1.72,0.08,26.40
Bacteria,Neisseria sicca ( 490 ),Neisseria ( 482 ),131,76,166,-0.04,1.65,0.29,49.47,7.67,1.72,9.95,26.40
Caudovirales (dsDNA phages),Haemophilus phage HP2 ( 157239 ),Hpunalikevirus ( 1196844 ),83,4,0,100.00,19.96,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Neisseria gonorrhoeae ( 485 ),Neisseria ( 482 ),77,46,166,6.83,1.65,6.83,49.47,0.33,1.72,0.33,26.40
Bacteria,Neisseria mucosa ( 488 ),Neisseria ( 482 ),37,22,166,5.46,1.65,0.37,49.47,6.27,1.72,3.21,26.40
Bacteria,Neisseria subflava ( 28449 ),Neisseria ( 482 ),29,17,166,44.21,1.65,0.29,49.47,10.10,1.72,0.50,26.40
Bacteria,[Mannheimia] succiniciproducens ( 157673 ),Basfia ( 697331 ),16,0,0,-0.11,-0.11,0.04,0.04,19.98,19.98,0.04,0.04
Bacteria,Neisseria sp. AP210 ( 1229330 ),Neisseria ( 482 ),13,8,166,100.00,1.65,0.08,49.47,0.00,1.72,0.00,26.40
Bacteria,Neisseria flavescens ( 484 ),Neisseria ( 482 ),9,5,166,1.11,1.65,0.04,49.47,1.47,1.72,3.83,26.40
Bacteria,Neisseria elongata ( 495 ),Neisseria ( 482 ),9,5,166,0.52,1.65,10.49,49.47,-0.12,1.72,0.04,26.40
Bacteria,Neisseria polysaccharea ( 489 ),Neisseria ( 482 ),6,4,166,100.00,1.65,0.04,49.47,0.25,1.72,0.08,26.40
Bacteria,Haemophilus parainfluenzae ( 729 ),Haemophilus ( 724 ),6,26,5,1.23,0.29,13.07,13.62,2.61,0.13,4.04,4.62
Caudovirales (dsDNA phages),Staphylococcus phage 80alpha ( 53369 ),Phietalikevirus ( 1623298 ),3,3,0,90.99,1.01,0.04,0.08,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage phinm4 ( 387910 ),Phietalikevirus ( 1623298 ),3,3,0,78.40,1.01,0.04,0.08,0.00,0.00,0.00,0.00
Mammalia,Colobus angolensis ( 54131 ),Colobus ( 9570 ),0,0,0,3.00,3.00,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Neisseria flava ( 34026 ),Neisseria ( 482 ),0,0,166,1.07,1.65,0.04,49.47,0.00,1.72,0.00,26.40
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.36,0.36,0.37,0.37,0.00,0.00,0.00,0.00
Bacteria,Neisseria perflava ( 33053 ),Neisseria ( 482 ),0,0,166,0.50,1.65,0.04,49.47,0.00,1.72,0.00,26.40
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,0.09,0.09,0.04,0.04,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.05,0.04,0.08,0.08,0.00,0.00,0.00,0.00
Unclassified Phage,Staphylococcus phage tp310-1 ( 445515 ),No genus ( -1 ),0,1,0,29.66,0.00,0.04,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage phiNM3 ( 387909 ),No genus ( -1 ),0,0,0,2.11,0.00,0.08,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.75,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage StauST398-1 ( 1195068 ),No genus ( -1 ),0,3,0,90.99,0.00,0.04,0.00,0.00,0.00,0.00,0.00
Unclassified Phage,Staphylococcus phage SA97 ( 1498171 ),No genus ( -1 ),0,0,0,1.53,0.00,0.04,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage P954 ( 668618 ),No genus ( -1 ),0,11,0,90.99,0.00,0.12,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage SA13 ( 1195086 ),No genus ( -1 ),0,4,0,100.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00
Viruses,uncultured marine virus ( 186617 ),No genus ( -1 ),0,0,0,-0.19,0.00,0.04,0.00,0.00,0.00,0.00,0.00
Bacteria,Plautia stali symbiont ( 891974 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.04,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage phi5967PVL ( 874267 ),No genus ( -1 ),0,1,0,44.99,0.00,0.04,0.00,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.00,-0.01,0.12,0.12,0.00,0.00,0.00,0.00
Bacteria,Candidatus Hamiltonella defensa ( 138072 ),Candidatus Hamiltonella ( 568987 ),0,0,0,-0.05,-0.05,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Sulfurospirillum cavolei ( 366522 ),Sulfurospirillum ( 57665 ),0,0,0,-0.05,-0.16,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Teredinibacter turnerae ( 2426 ),Teredinibacter ( 2425 ),0,0,0,-0.09,-0.09,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Delftia acidovorans ( 80866 ),Delftia ( 80865 ),0,0,0,-0.11,-0.11,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Actinobacillus equuli ( 718 ),Actinobacillus ( 713 ),0,0,0,-0.10,-0.16,0.04,0.12,0.00,-0.27,0.00,0.04
Bacteria,Histophilus somni ( 731 ),Histophilus ( 214906 ),0,0,0,-0.14,-0.14,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Spirosoma linguale ( 108 ),Spirosoma ( 107 ),0,0,0,-0.13,-0.16,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Corynebacterium accolens ( 38284 ),Corynebacterium ( 1716 ),0,0,0,-0.09,-0.23,0.04,0.42,0.00,-0.15,0.00,0.37
Bacteria,Brevundimonas subvibrioides ( 74313 ),Brevundimonas ( 41275 ),0,0,0,-0.14,-0.16,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Streptococcus gordonii ( 1302 ),Streptococcus ( 1301 ),0,0,0,-0.13,-0.18,0.04,0.54,0.00,-0.23,0.00,0.21
Bacteria,Comamonas testosteroni ( 285 ),Comamonas ( 283 ),0,0,0,-0.15,-0.15,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Klebsiella pneumoniae ( 573 ),Klebsiella ( 570 ),0,0,0,-0.14,-0.17,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Microcystis aeruginosa ( 1126 ),Microcystis ( 1125 ),0,0,0,-0.15,-0.16,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Aggregatibacter actinomycetemcomitans ( 714 ),Aggregatibacter ( 416916 ),0,0,0,-0.24,-0.10,0.04,0.29,0.00,-0.15,0.00,0.12
Bacteria,Vibrio campbellii ( 680 ),Vibrio ( 662 ),0,0,0,0.12,-0.21,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Streptococcus sanguinis ( 1305 ),Streptococcus ( 1301 ),0,0,0,-0.16,-0.18,0.04,0.54,0.00,-0.23,0.00,0.21
Bacteria,Haemophilus ducreyi ( 730 ),Haemophilus ( 724 ),0,0,5,-0.11,0.29,0.04,13.62,0.00,0.13,0.00,4.62
Bacteria,Enterobacter cloacae ( 550 ),Enterobacter ( 547 ),0,0,0,-0.17,-0.19,0.04,0.04,0.00,0.00,0.00,0.00
Escherichia coli,Escherichia coli ( 562 ),Escherichia ( 561 ),0,0,0,-0.10,-0.10,0.12,0.12,0.00,0.00,0.00,0.00
Bacteria,Shewanella oneidensis ( 70863 ),Shewanella ( 22 ),0,0,0,-0.18,-0.18,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Corynebacterium maris ( 575200 ),Corynebacterium ( 1716 ),0,0,0,-0.18,-0.23,0.04,0.42,0.00,-0.15,0.00,0.37
Bacteria,Streptococcus pyogenes ( 1314 ),Streptococcus ( 1301 ),0,0,0,-0.24,-0.18,0.04,0.54,0.00,-0.23,0.00,0.21
Bacteria,Candidatus Sodalis pierantonius ( 1486991 ),Sodalis ( 84565 ),0,0,0,-0.14,-0.33,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Enterococcus faecalis ( 1351 ),Enterococcus ( 1350 ),0,0,0,-0.20,-0.23,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Pseudomonas sp. TKP ( 1415630 ),Pseudomonas ( 286 ),0,0,0,-0.16,-0.29,0.04,0.12,0.00,0.00,0.00,0.00
Viridiplantae (green plants),Populus euphratica ( 75702 ),Populus ( 3689 ),0,0,0,-0.26,-0.19,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Cedecea neteri ( 158822 ),Cedecea ( 158483 ),0,0,0,-0.24,-0.24,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Dechloromonas aromatica ( 259537 ),Dechloromonas ( 73029 ),0,0,0,-0.24,-0.25,0.04,0.04,0.00,0.00,0.00,0.00
Viridiplantae (green plants),Pinus taeda ( 3352 ),Pinus ( 3337 ),0,0,0,-0.24,-0.25,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Citrobacter rodentium ( 67825 ),Citrobacter ( 544 ),0,0,0,-0.21,-0.28,0.04,0.04,0.00,0.00,0.00,0.00
Mammalia,Bos taurus ( 9913 ),Bos ( 9903 ),0,0,0,-0.18,-0.18,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Corynebacterium camporealensis ( 161896 ),Corynebacterium ( 1716 ),0,0,0,-0.28,-0.23,0.04,0.42,0.00,-0.15,0.00,0.37
Bacteria,Pasteurella multocida ( 747 ),Pasteurella ( 745 ),0,0,0,-0.18,-0.19,0.08,0.08,0.00,0.07,0.00,0.04
Bacteria,Pseudomonas syringae group genomosp. 3 ( 251701 ),Pseudomonas ( 286 ),0,0,0,-0.24,-0.29,0.04,0.12,0.00,0.00,0.00,0.00
Bacteria,Streptococcus sp. VT 162 ( 1419814 ),Streptococcus ( 1301 ),0,0,0,-0.13,-0.18,0.12,0.54,0.00,-0.23,0.00,0.21
Mammalia,Macaca nemestrina ( 9545 ),Macaca ( 9539 ),0,0,0,0.29,-0.26,0.04,0.12,0.00,0.00,0.00,0.00
Acidovorax,Acidovorax avenae ( 80867 ),Acidovorax ( 12916 ),0,0,0,-0.31,-0.25,0.04,0.12,0.00,-0.36,0.00,0.04
Bacteria,Kytococcus sedentarius ( 1276 ),Kytococcus ( 57499 ),0,0,0,-0.29,-0.29,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Achromobacter xylosoxidans ( 85698 ),Achromobacter ( 222 ),0,0,0,-0.29,-0.29,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Aeromonas veronii ( 654 ),Aeromonas ( 642 ),0,0,0,-0.25,-0.34,0.04,0.08,0.00,0.00,0.00,0.00
Bacteria,Aggregatibacter aphrophilus ( 732 ),Aggregatibacter ( 416916 ),0,0,0,-0.08,-0.10,0.25,0.29,-0.11,-0.15,0.08,0.12
Bacteria,Pseudogulbenkiania sp. NH8B ( 748280 ),Pseudogulbenkiania ( 568394 ),0,0,0,-0.29,-0.29,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Chromobacterium violaceum ( 536 ),Chromobacterium ( 535 ),0,0,0,-0.29,-0.30,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Pseudomonas mendocina ( 300 ),Pseudomonas ( 286 ),0,0,0,-0.30,-0.29,0.04,0.12,0.00,0.00,0.00,0.00
Bacteria,Gallionella capsiferriformans ( 370405 ),Gallionella ( 96 ),0,0,0,-0.30,-0.30,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Actinobacillus succinogenes ( 67854 ),Actinobacillus ( 713 ),0,0,0,0.03,-0.16,0.08,0.12,0.31,-0.27,0.04,0.04
Bacteria,Arthrobacter phenanthrenivorans ( 361575 ),Arthrobacter ( 1663 ),0,0,0,-0.25,-0.37,0.04,0.04,0.00,-0.31,0.00,0.04
Bacteria,Azospira oryzae ( 146939 ),Azospira ( 146937 ),0,0,0,-0.31,-0.31,0.04,0.04,0.00,0.00,0.00,0.00
Acidovorax,Acidovorax sp. JS42 ( 232721 ),Acidovorax ( 12916 ),0,0,0,-0.19,-0.25,0.08,0.12,0.00,-0.36,0.00,0.04
Bacteria,Bordetella avium ( 521 ),Bordetella ( 517 ),0,0,0,-0.28,-0.35,0.04,0.04,0.00,0.00,0.00,0.00
Bacteria,Streptococcus intermedius ( 1338 ),Streptococcus ( 1301 ),0,0,0,-0.14,-0.18,0.17,0.54,0.00,-0.23,0.00,0.21
Bacteria,Streptococcus oralis ( 1303 ),Streptococcus ( 1301 ),0,0,0,-0.20,-0.18,0.12,0.54,0.00,-0.23,0.00,0.21
Bacteria,Ralstonia mannitolilytica ( 105219 ),Ralstonia ( 48736 ),0,0,0,-0.31,-0.35,0.04,0.04,0.00,0.00,0.00,0.00
