Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Enterococcus faecium ( 1352 ),Enterococcus ( 1350 ),295584,22045,8827,25.64,6.47,349.67,358.38,99.00,18.16,132.13,151.75
Bacteria,Tetragenococcus halophilus ( 51669 ),Tetragenococcus ( 51668 ),646,32,5,1.75,0.98,0.28,0.28,38.48,20.25,0.83,0.83
Bacteria,Enterococcus faecalis ( 1351 ),Enterococcus ( 1350 ),137,11,8827,0.81,6.47,6.77,358.38,1.36,18.16,4.15,151.75
Fungi,Pichia kluyveri ( 36015 ),Pichia ( 4919 ),72,27,0,99.00,3.73,0.14,0.14,100.00,1.56,0.14,0.14
Bacteria,Enterococcus mundtii ( 53346 ),Enterococcus ( 1350 ),11,0,8827,0.02,6.47,0.28,358.38,4.70,18.16,0.14,151.75
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),2,0,0,4.24,4.24,0.14,0.14,0.00,0.00,0.00,0.00
Bacteria,Enterococcus hirae ( 1354 ),Enterococcus ( 1350 ),0,0,8827,-0.10,6.47,0.14,358.38,0.43,18.16,0.14,151.75
Bacteria,Enterococcus sp. 7L76 ( 657310 ),Enterococcus ( 1350 ),0,0,8827,0.19,6.47,0.55,358.38,0.00,18.16,0.00,151.75
Bacteria,Enterococcus durans ( 53345 ),Enterococcus ( 1350 ),0,0,8827,-0.03,6.47,0.41,358.38,0.10,18.16,0.28,151.75
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.15,0.15,0.41,0.41,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.04,0.04,0.14,0.14,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium MID12 ( 764346 ),No genus ( -1 ),0,9,0,67.62,0.00,0.14,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector pAM120 ( 46449 ),No genus ( -1 ),0,0,0,0.81,0.00,0.14,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Integrative promoter probe vector pPP2 ( 411946 ),No genus ( -1 ),0,0,0,0.57,0.00,0.14,0.00,0.00,0.00,0.00,0.00
Other sequences (vectors),Plasmid pHKK701 ( 38320 ),No genus ( -1 ),0,41,0,99.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Shuttle vector pELS100 ( 268234 ),No genus ( -1 ),0,13,0,100.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00
Bacteria,butyrate-producing bacterium SSC/2 ( 245018 ),No genus ( -1 ),0,0,0,-0.14,0.00,0.14,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Shuttle vector pHY320PLK ( 77677 ),No genus ( -1 ),0,13,0,100.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00
Bacteria,bacterium mpn-isolate group 13 ( 157944 ),No genus ( -1 ),0,1,0,8.65,0.00,0.14,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.14,0.00,0.00,0.00,0.00,0.00
Bacteria,Geobacillus stearothermophilus ( 1422 ),Geobacillus ( 129337 ),0,0,0,0.00,-0.33,0.14,0.14,0.00,0.00,0.00,0.00
Mammalia,Bos taurus ( 9913 ),Bos ( 9903 ),0,0,0,-0.10,-0.11,0.14,0.14,0.00,0.00,0.00,0.00
Bacteria,Bacillus lehensis ( 300825 ),Bacillus ( 1386 ),0,0,0,-0.03,-0.46,0.14,0.83,0.00,-0.32,0.00,0.14
Bacteria,Streptococcus suis ( 1307 ),Streptococcus ( 1301 ),0,0,-5,-0.10,-0.17,0.28,15.48,0.00,-0.22,0.00,4.56
Bacteria,Lactobacillus salivarius ( 1624 ),Lactobacillus ( 1578 ),0,0,0,-0.11,-0.31,0.14,0.97,0.00,-0.32,0.00,0.28
Bacteria,Streptococcus salivarius ( 1304 ),Streptococcus ( 1301 ),0,0,-5,-0.12,-0.17,0.28,15.48,0.00,-0.22,0.00,4.56
Bacteria,Weissella thailandensis ( 89061 ),Weissella ( 46255 ),0,0,0,0.28,-0.17,0.14,0.14,0.00,0.00,0.00,0.00
Bacteria,Listeria monocytogenes ( 1639 ),Listeria ( 1637 ),0,0,0,0.04,-0.11,0.55,0.55,-0.21,-0.18,0.14,0.14
Saccharomyces,Saccharomyces cerevisiae ( 4932 ),Saccharomyces ( 4930 ),0,0,0,-0.14,-0.14,0.41,0.41,0.00,0.00,0.00,0.00
Bacteria,Streptococcus dysgalactiae ( 1334 ),Streptococcus ( 1301 ),0,0,-5,-0.12,-0.17,0.41,15.48,0.00,-0.22,0.00,4.56
Bacteria,Lactobacillus sakei ( 1599 ),Lactobacillus ( 1578 ),0,0,0,-0.08,-0.31,0.41,0.97,0.00,-0.32,0.00,0.28
Bacteria,Staphylococcus pseudintermedius ( 283734 ),Staphylococcus ( 1279 ),0,0,-1,-0.16,-0.26,0.28,2.35,0.00,-0.31,0.00,1.93
Bacteria,Streptococcus agalactiae ( 1311 ),Streptococcus ( 1301 ),0,0,-5,-0.15,-0.17,0.14,15.48,-0.16,-0.22,0.28,4.56
Bacteria,Clostridium perfringens ( 1502 ),Clostridium ( 1485 ),0,0,0,0.17,-0.16,0.69,0.69,0.00,0.00,0.00,0.00
Fungi,Candida dubliniensis ( 42374 ),Candida ( 1535326 ),0,0,0,0.80,-0.18,0.14,0.28,0.00,-0.17,0.00,0.14
Bacteria,Streptococcus pneumoniae ( 1313 ),Streptococcus ( 1301 ),0,0,-5,-0.18,-0.17,0.55,15.48,-0.18,-0.22,0.28,4.56
Fungi,Candida albicans ( 5476 ),Candida ( 1535326 ),0,0,0,0.36,-0.18,0.14,0.28,0.86,-0.17,0.14,0.14
Bacteria,Lactococcus lactis ( 1358 ),Lactococcus ( 1357 ),0,0,0,-0.22,-0.25,0.41,0.41,-0.28,-0.18,0.14,0.14
Bacteria,Staphylococcus epidermidis ( 1282 ),Staphylococcus ( 1279 ),0,0,-1,-0.24,-0.26,0.55,2.35,0.00,-0.31,0.00,1.93
Bacteria,Streptococcus mitis ( 28037 ),Streptococcus ( 1301 ),0,0,-5,-0.15,-0.17,2.35,15.48,0.00,-0.22,0.00,4.56
Bacteria,Lactobacillus fermentum ( 1613 ),Lactobacillus ( 1578 ),0,0,0,0.70,-0.31,0.41,0.97,-0.18,-0.32,0.14,0.28
Bacteria,Staphylococcus intermedius ( 1285 ),Staphylococcus ( 1279 ),0,0,-1,3.10,-0.26,0.14,2.35,0.00,-0.31,0.00,1.93
Bacteria,Peptoclostridium difficile ( 1496 ),Peptoclostridium ( 1481960 ),0,0,0,-0.13,-0.21,0.28,0.28,1.14,-0.25,0.41,0.41
Bacteria,Staphylococcus aureus ( 1280 ),Staphylococcus ( 1279 ),0,0,-1,-0.29,-0.26,1.38,2.35,-0.28,-0.31,1.93,1.93
Bacteria,Bacillus cereus ( 1396 ),Bacillus ( 1386 ),0,0,0,0.84,-0.46,0.69,0.83,-0.27,-0.32,0.14,0.14
Bacteria,Streptococcus thermophilus ( 1308 ),Streptococcus ( 1301 ),0,1,-5,0.02,-0.17,11.47,15.48,0.36,-0.22,3.46,4.56
Bacteria,uncultured Enterococcus sp. ( 167972 ),Enterococcus ( 1350 ),0,0,8827,-0.17,6.47,0.55,358.38,0.00,18.16,0.00,151.75
