Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Mammalia,Heterocephalus glaber ( 10181 ),Heterocephalus ( 10180 ),211,8,8,25.23,25.23,0.33,0.33,0.00,0.00,0.00,0.00
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,1.03,1.03,0.11,0.11,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.69,0.68,0.22,0.22,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.57,0.52,0.33,0.33,0.00,0.00,0.00,0.00
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.04,0.04,0.33,0.33,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Streptococcus phage PH10 ( 644007 ),No genus ( -1 ),0,2,0,19.52,0.00,0.11,0.00,0.00,0.00,0.00,0.00
Bacteria,Aggregatibacter aphrophilus ( 732 ),Aggregatibacter ( 416916 ),0,0,0,-0.12,-0.15,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,Delftia sp. Cs1-4 ( 742013 ),Delftia ( 80865 ),0,0,0,-0.20,-0.11,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,Streptococcus sp. VT 162 ( 1419814 ),Streptococcus ( 1301 ),0,0,-1,-0.13,-0.18,0.11,2.76,0.00,-0.23,0.00,0.66
Bacteria,Streptococcus mutans ( 1309 ),Streptococcus ( 1301 ),0,0,-1,-0.14,-0.18,0.11,2.76,0.00,-0.23,0.00,0.66
Bacteria,Shigella flexneri ( 623 ),Shigella ( 620 ),0,0,0,-0.19,-0.14,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,Streptococcus constellatus ( 76860 ),Streptococcus ( 1301 ),0,0,-1,-0.16,-0.18,0.11,2.76,0.00,-0.23,0.00,0.66
Escherichia coli,Escherichia coli ( 562 ),Escherichia ( 561 ),0,0,0,-0.10,-0.10,0.44,0.44,0.00,0.00,0.00,0.00
Bacteria,Streptococcus salivarius ( 1304 ),Streptococcus ( 1301 ),0,0,-1,-0.12,-0.18,0.22,2.76,0.00,-0.23,0.00,0.66
Viridiplantae (green plants),Pinus taeda ( 3352 ),Pinus ( 3337 ),0,0,0,-0.21,-0.22,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,Streptococcus mitis ( 28037 ),Streptococcus ( 1301 ),0,0,-1,-0.15,-0.18,0.22,2.76,0.00,-0.23,0.00,0.66
Bacteria,Capnocytophaga ochracea ( 1018 ),Capnocytophaga ( 1016 ),0,0,0,-0.25,-0.26,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,Streptococcus anginosus ( 1328 ),Streptococcus ( 1301 ),0,0,-1,-0.19,-0.18,0.22,2.76,0.00,-0.23,0.00,0.66
Bacteria,Streptococcus pneumoniae ( 1313 ),Streptococcus ( 1301 ),0,0,-1,-0.18,-0.18,0.11,2.76,-0.18,-0.23,0.11,0.66
Bacteria,Pseudomonas balearica ( 74829 ),Pseudomonas ( 286 ),0,0,0,-0.35,-0.29,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,Neisseria meningitidis ( 487 ),Neisseria ( 482 ),0,0,0,-0.41,-0.26,0.11,0.11,0.00,-0.34,0.00,0.11
Bacteria,Streptococcus gordonii ( 1302 ),Streptococcus ( 1301 ),0,0,-1,-0.12,-0.18,0.33,2.76,-0.11,-0.23,0.22,0.66
Bacteria,Rhodococcus aetherivorans ( 191292 ),Rhodococcus ( 1827 ),0,0,0,-0.36,-0.33,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,Cellulomonas fimi ( 1708 ),Cellulomonas ( 1707 ),0,0,0,-0.33,-0.39,0.11,0.22,0.00,0.00,0.00,0.00
Bacteria,Fusobacterium nucleatum ( 851 ),Fusobacterium ( 848 ),0,0,0,-0.17,-0.17,0.11,0.11,-0.30,-0.35,0.11,0.11
Bacteria,Prevotella melaninogenica ( 28132 ),Prevotella ( 838 ),0,0,0,-0.24,-0.22,0.22,0.22,-0.14,-0.15,0.22,0.44
Bacteria,Haemophilus parainfluenzae ( 729 ),Haemophilus ( 724 ),0,0,0,-0.20,-0.18,0.22,0.22,-0.39,-0.24,0.11,0.11
Bacteria,[Cellvibrio] gilvus ( 11 ),Cellulomonas ( 1707 ),0,0,0,-0.42,-0.39,0.11,0.22,0.00,0.00,0.00,0.00
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),0,0,0,0.44,-0.07,0.11,0.11,0.72,-0.25,0.11,0.11
Bacteria,Actinomyces naeslundii ( 1655 ),Actinomyces ( 1654 ),0,0,0,0.83,-0.26,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,Streptococcus sanguinis ( 1305 ),Streptococcus ( 1301 ),0,0,-1,-0.15,-0.18,0.44,2.76,-0.23,-0.23,0.22,0.66
Bacteria,Streptococcus parasanguinis ( 1318 ),Streptococcus ( 1301 ),0,0,-1,-0.14,-0.18,0.88,2.76,-0.31,-0.23,0.11,0.66
Bacteria,Veillonella parvula ( 29466 ),Veillonella ( 29465 ),0,0,0,-0.16,-0.16,1.22,1.22,-0.27,-0.22,0.11,0.55
