Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Archaea,Candidatus Nitrososphaera evergladensis ( 1459637 ),Nitrososphaera ( 497726 ),30549,359,308,99.00,84.98,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Thermobaculum terrenum ( 166501 ),Thermobaculum ( 262406 ),13839,224,224,61.74,61.74,3.63,3.63,0.00,0.00,0.00,0.00
Fungi,Debaryomyces hansenii ( 4959 ),Debaryomyces ( 4958 ),1576,102,174,4.03,4.02,7.26,7.26,20.04,20.04,3.63,3.63
Bacteria,Methylacidiphilum infernorum ( 511746 ),Methylacidiphilum ( 511745 ),976,359,9,99.00,2.72,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Haemophilus influenzae ( 727 ),Haemophilus ( 724 ),772,366,275,3.52,2.10,65.36,65.36,4.71,2.11,29.05,29.05
Bacteria,Stanieria cyanosphaera ( 102116 ),Stanieria ( 102115 ),658,48,48,13.47,13.47,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Neisseria meningitidis ( 487 ),Neisseria ( 482 ),517,390,84,9.61,1.42,36.31,43.57,3.83,0.51,10.89,10.89
Bacteria,Desulfarculus baarsii ( 453230 ),Desulfarculus ( 453229 ),248,30,30,8.28,8.28,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Advenella kashmirensis ( 310575 ),Advenella ( 290425 ),207,37,20,10.27,5.56,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Aeromonas salmonicida ( 645 ),Aeromonas ( 642 ),170,118,29,0.88,0.50,10.89,14.52,15.00,1.53,7.26,14.52
Bacteria,Allochromatium vinosum ( 1049 ),Allochromatium ( 85072 ),130,30,30,4.24,4.24,7.26,7.26,0.00,0.00,0.00,0.00
Bacteria,Exiguobacterium sp. AT1b ( 360911 ),Exiguobacterium ( 33986 ),86,149,3,0.94,0.47,3.63,3.63,40.11,0.58,3.63,3.63
Bacteria,Methylococcus capsulatus ( 414 ),Methylococcus ( 413 ),84,19,19,0.49,0.49,3.63,3.63,4.80,4.80,3.63,3.63
Bacteria,Jeotgalibacillus sp. D5 ( 1508404 ),Jeotgalibacillus ( 157226 ),32,24,4,6.62,1.36,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Neisseria lactamica ( 486 ),Neisseria ( 482 ),32,22,84,6.31,1.42,3.63,43.57,0.00,0.51,0.00,10.89
Bacteria,Odoribacter splanchnicus ( 28118 ),Odoribacter ( 283168 ),25,9,9,2.63,2.63,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Kitasatospora setae ( 2066 ),Kitasatospora ( 2063 ),24,9,9,2.70,2.52,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Xylanimonas cellulosilytica ( 186189 ),Xylanimonas ( 186188 ),18,8,8,2.25,2.25,3.63,3.63,0.00,0.00,0.00,0.00
