Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Fungi,Candida glabrata ( 5478 ),Nakaseomyces ( 374468 ),202475,2858,4969,30.91,30.75,38.14,38.30,99.00,99.00,16.96,17.15
Bacteria,Lactobacillus fermentum ( 1613 ),Lactobacillus ( 1578 ),5475,3179,663,84.37,1.56,31.63,161.21,28.41,2.55,17.98,91.60
Fungi,Nakaseomyces delphensis ( 51657 ),Nakaseomyces ( 374468 ),1925,30,4969,99.00,30.75,0.16,38.30,76.43,99.00,0.19,17.15
Bacteria,Lactobacillus salivarius ( 1624 ),Lactobacillus ( 1578 ),1612,643,663,1.92,1.56,15.98,161.21,59.20,2.55,10.35,91.60
Bacteria,Lactobacillus rhamnosus ( 47715 ),Lactobacillus ( 1578 ),637,405,663,46.75,1.56,8.58,161.21,1.15,2.55,3.78,91.60
Fungi,Candida albicans ( 5476 ),Candida ( 1535326 ),398,278,21,27.78,1.50,6.48,7.65,28.97,1.30,3.40,3.53
Bacteria,Lactobacillus crispatus ( 47770 ),Lactobacillus ( 1578 ),310,164,663,1.64,1.56,66.98,161.21,1.77,2.55,30.59,91.60
Bacteria,Lactobacillus vaginalis ( 1633 ),Lactobacillus ( 1578 ),255,100,663,0.54,1.56,0.06,161.21,40.90,2.55,2.45,91.60
Bacteria,Lactobacillus gasseri ( 1596 ),Lactobacillus ( 1578 ),163,77,663,1.50,1.56,23.22,161.21,3.20,2.55,13.31,91.60
Bacteria,Lactobacillus acidophilus ( 1579 ),Lactobacillus ( 1578 ),25,10,663,0.12,1.56,1.27,161.21,19.74,2.55,0.51,91.60
Bacteria,Lactobacillus amylovorus ( 1604 ),Lactobacillus ( 1578 ),23,10,663,1.35,1.56,2.48,161.21,12.82,2.55,0.57,91.60
Fungi,Candida dubliniensis ( 42374 ),Candida ( 1535326 ),15,10,21,8.64,1.50,1.14,7.65,8.89,1.30,0.10,3.53
Bacteria,Lactobacillus helveticus ( 1587 ),Lactobacillus ( 1578 ),13,5,663,0.18,1.56,1.78,161.21,2.66,2.55,1.87,91.60
Bacteria,Lactobacillus reuteri ( 1598 ),Lactobacillus ( 1578 ),12,6,663,2.21,1.56,2.57,161.21,2.11,2.55,0.60,91.60
Bacteria,Lactobacillus paracasei ( 1597 ),Lactobacillus ( 1578 ),9,6,663,5.42,1.56,1.05,161.21,0.81,2.55,0.48,91.60
Bacteria,Lactobacillus acetotolerans ( 1600 ),Lactobacillus ( 1578 ),9,3,663,2.60,1.56,0.35,161.21,96.03,2.55,0.03,91.60
Bacteria,Lactobacillus casei ( 1582 ),Lactobacillus ( 1578 ),8,4,663,2.21,1.56,1.33,161.21,4.46,2.55,0.38,91.60
Bacteria,Lactobacillus johnsonii ( 33959 ),Lactobacillus ( 1578 ),8,3,663,-0.01,1.56,0.89,161.21,4.14,2.55,0.79,91.60
Bacteria,Alloprevotella rava ( 671218 ),Alloprevotella ( 1283313 ),7,3,0,100.00,2.29,0.03,0.03,0.17,-0.21,0.13,0.13
Bacteria,Lactobacillus panis ( 47493 ),Lactobacillus ( 1578 ),5,3,663,100.00,1.56,0.03,161.21,4.17,2.55,0.03,91.60
Bacteria,Lactobacillus sp. L6 N68 ( 669312 ),Lactobacillus ( 1578 ),4,3,663,100.00,1.56,0.03,161.21,0.00,2.55,0.00,91.60
Bacteria,Oenococcus oeni ( 1247 ),Oenococcus ( 46254 ),2,0,0,0.75,0.65,0.10,0.10,4.81,4.67,0.13,0.13
Bacteria,Lactobacillus kefiranofaciens ( 267818 ),Lactobacillus ( 1578 ),2,1,663,0.32,1.56,0.79,161.21,6.17,2.55,0.13,91.60
Eukaryotes,Trichomonas vaginalis ( 5722 ),Trichomonas ( 5721 ),2,0,0,0.04,0.30,0.03,0.06,4.96,4.96,0.10,0.10
Fungi,Candida viswanathii ( 5486 ),Candida ( 1535326 ),1,0,21,23.71,1.50,0.03,7.65,0.00,1.30,0.00,3.53
Bacteria,Lactobacillus hokkaidonensis ( 1193095 ),Lactobacillus ( 1578 ),1,0,663,-0.17,1.56,0.06,161.21,4.39,2.55,0.10,91.60
Eukaryotes,Trichomonas gallinae ( 56777 ),Trichomonas ( 5721 ),0,3,0,100.00,0.30,0.03,0.06,0.00,4.96,0.00,0.10
Bacteria,Lactobacillus pentosus ( 1589 ),Lactobacillus ( 1578 ),0,0,663,2.03,1.56,0.25,161.21,-0.15,2.55,0.03,91.60
Bacteria,Lactobacillus mucosae ( 97478 ),Lactobacillus ( 1578 ),0,0,663,1.17,1.56,0.16,161.21,2.56,2.55,0.03,91.60
Bacteria,Lactobacillus plantarum ( 1590 ),Lactobacillus ( 1578 ),0,0,663,0.08,1.56,0.54,161.21,0.55,2.55,0.25,91.60
Bacteria,Pediococcus claussenii ( 187452 ),Pediococcus ( 1253 ),0,0,0,0.18,-0.23,0.13,0.19,23.71,0.51,0.03,0.06
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.99,0.98,0.29,0.29,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus buchneri ( 1581 ),Lactobacillus ( 1578 ),0,0,663,0.49,1.56,0.32,161.21,0.00,2.55,0.00,91.60
Bacteria,Lactobacillus delbrueckii ( 1584 ),Lactobacillus ( 1578 ),0,0,663,0.43,1.56,0.32,161.21,-0.26,2.55,0.06,91.60
Mammalia,Colobus angolensis ( 54131 ),Colobus ( 9570 ),0,0,0,2.19,2.19,0.03,0.03,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.49,0.49,0.48,0.48,0.00,0.00,0.00,0.00
Bacteria,Fretibacterium fastidiosum ( 651822 ),Fretibacterium ( 1434006 ),0,0,0,0.30,0.30,0.13,0.13,1.04,1.04,0.10,0.10
Bacteria,Lactobacillus brevis ( 1580 ),Lactobacillus ( 1578 ),0,0,663,0.02,1.56,0.29,161.21,0.18,2.55,0.06,91.60
Bacteria,Lactobacillus sp. wkB8 ( 1545702 ),Lactobacillus ( 1578 ),0,0,663,-0.10,1.56,0.03,161.21,0.45,2.55,0.03,91.60
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),0,0,0,0.70,0.70,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Pediococcus pentosaceus ( 1255 ),Pediococcus ( 1253 ),0,0,0,-0.13,-0.23,0.06,0.19,0.75,0.51,0.03,0.06
Bacteria,Lactobacillus sanfranciscensis ( 1625 ),Lactobacillus ( 1578 ),0,0,663,-0.16,1.56,0.06,161.21,0.32,2.55,0.03,91.60
Mammalia,Callithrix jacchus ( 9483 ),Callithrix ( 9481 ),0,0,0,0.38,0.38,0.03,0.03,0.00,0.00,0.00,0.00
Fungi,Kluyveromyces lactis ( 28985 ),Kluyveromyces ( 4910 ),0,0,0,0.05,-0.04,0.06,0.06,0.23,0.15,0.03,0.03
Unclassified Phage,Streptococcus phage phi-SsUD.1 ( 861448 ),No genus ( -1 ),0,0,0,9.91,0.00,0.03,0.00,0.00,0.00,0.00,0.00
