Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Caudovirales (dsDNA phages),Staphylococcus phage phiMR11 ( 379501 ),Phietalikevirus ( 1623298 ),23,8,0,100.00,2.63,0.09,0.18,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage phinm1 ( 387907 ),Phietalikevirus ( 1623298 ),23,8,0,99.00,2.63,0.09,0.18,0.00,0.00,0.00,0.00
Bacteria,Neisseria lactamica ( 486 ),Neisseria ( 482 ),11,24,21,6.57,0.48,3.77,19.20,0.03,0.63,0.18,12.47
Bacteria,Rothia mucilaginosa ( 43675 ),Rothia ( 32207 ),10,14,20,0.04,0.05,16.15,26.47,2.05,0.74,7.00,12.47
Bacteria,Neisseria meningitidis ( 487 ),Neisseria ( 482 ),5,11,21,1.52,0.48,7.09,19.20,0.43,0.63,2.15,12.47
Bacteria,Neisseria gonorrhoeae ( 485 ),Neisseria ( 482 ),2,5,21,2.11,0.48,2.42,19.20,0.39,0.63,0.36,12.47
Bacteria,Neisseria flavescens ( 484 ),Neisseria ( 482 ),1,3,21,5.88,0.48,0.18,19.20,0.89,0.63,2.51,12.47
Bacteria,Neisseria cinerea ( 483 ),Neisseria ( 482 ),1,2,21,-0.09,0.48,0.09,19.20,2.51,0.63,1.08,12.47
Bacteria,Rothia dentocariosa ( 2047 ),Rothia ( 32207 ),1,3,20,0.09,0.05,10.32,26.47,0.41,0.74,5.29,12.47
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,1,0.90,0.90,0.99,0.99,0.92,0.92,0.09,0.09
Bacteria,Neisseria elongata ( 495 ),Neisseria ( 482 ),0,1,21,0.22,0.48,5.65,19.20,0.06,0.63,1.35,12.47
Bacteria,Haemophilus parainfluenzae ( 729 ),Haemophilus ( 724 ),0,6,1,0.54,0.14,6.91,9.42,1.17,0.03,2.15,3.41
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.81,0.81,0.72,0.72,0.00,0.00,0.00,0.00
Bacteria,Parvimonas micra ( 33033 ),Parvimonas ( 543311 ),0,0,0,-0.10,-0.10,0.90,0.90,0.46,0.71,0.54,0.72
Bacteria,Granulicatella adiacens ( 46124 ),Granulicatella ( 117563 ),0,1,0,15.56,0.08,0.09,0.09,0.20,-0.15,0.63,0.63
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),0,0,0,1.60,0.14,0.27,0.27,0.55,-0.12,0.09,0.18
Bacteria,Capnocytophaga ochracea ( 1018 ),Capnocytophaga ( 1016 ),0,0,0,-0.10,-0.16,1.62,1.70,0.56,0.49,0.27,2.60
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.50,0.49,0.18,0.18,0.00,0.00,0.00,0.00
Bacteria,Campylobacter curvus ( 200 ),Campylobacter ( 194 ),0,0,0,-0.10,-0.18,0.09,0.36,4.93,0.06,0.09,0.63
Bacteria,Fusobacterium nucleatum ( 851 ),Fusobacterium ( 848 ),0,0,0,-0.07,-0.08,4.76,4.76,0.12,0.26,0.99,1.88
Bacteria,Draconibacterium orientale ( 1168034 ),Draconibacterium ( 1471399 ),0,0,0,0.03,0.03,0.09,0.09,0.00,0.00,0.00,0.00
Eukaryotes,Spirometra erinaceieuropaei ( 99802 ),Spirometra ( 46580 ),0,0,0,0.02,0.02,0.09,0.09,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Siphovirus contig89 ( 1518022 ),No genus ( -1 ),0,3,0,42.66,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Bacteria,Candidatus Saccharibacteria oral taxon TM7x ( 1476577 ),No genus ( -1 ),0,0,0,-0.15,0.00,0.18,0.00,-0.14,0.00,0.09,0.00
Unclassified Sequence (synthetic),uncultured organism ( 155900 ),No genus ( -1 ),0,0,0,-0.28,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector pRLSAYC9 ( 1193165 ),No genus ( -1 ),0,8,0,100.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.36,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage SA13 ( 1195086 ),No genus ( -1 ),0,8,0,100.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Unclassified Phage,Neisseria meningitidis phage 2120 ( 132905 ),No genus ( -1 ),0,8,0,99.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Streptococcus phage EJ-1 ( 12402 ),No genus ( -1 ),0,8,0,18.98,0.00,0.45,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Streptococcus phage PH15 ( 537874 ),No genus ( -1 ),0,3,0,33.75,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Bacteria,Calyptogena okutanii thioautotrophic gill symbiont ( 410330 ),No genus ( -1 ),0,0,0,0.49,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector pDG1663 ( 45705 ),No genus ( -1 ),0,8,0,100.00,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Mammalia,Pan paniscus ( 9597 ),Pan ( 9596 ),0,0,0,-0.01,-0.01,0.09,0.09,0.00,0.00,0.00,0.00
Bacteria,Prevotella sp. oral taxon 299 ( 652716 ),Prevotella ( 838 ),0,0,-1,-0.11,-0.00,0.18,10.59,0.00,-0.09,0.00,7.09
Bacteria,Gynuella sunshinyii ( 1445505 ),Gynuella ( 1445504 ),0,0,0,-0.07,-0.07,0.09,0.09,0.00,0.00,0.00,0.00
Bacteria,Actinobacillus succinogenes ( 67854 ),Actinobacillus ( 713 ),0,0,0,0.05,-0.17,0.09,0.09,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,-0.09,-0.10,0.09,0.09,0.00,0.00,0.00,0.00
Bacteria,Nonlabens dokdonensis ( 328515 ),Nonlabens ( 363408 ),0,0,0,-0.08,-0.15,0.09,0.09,0.00,0.00,0.00,0.00
Bacteria,Aggregatibacter aphrophilus ( 732 ),Aggregatibacter ( 416916 ),0,0,0,-0.08,-0.06,0.27,0.45,0.00,-0.16,0.00,0.09
Bacteria,Sneathia sp. Sn35 ( 1069640 ),Sneathia ( 168808 ),0,0,0,-0.13,-0.13,0.09,0.09,0.00,0.00,0.00,0.00
Bacteria,Capnocytophaga canimorsus ( 28188 ),Capnocytophaga ( 1016 ),0,0,0,-0.22,-0.16,0.09,1.70,0.03,0.49,0.09,2.60
Bacteria,Bacteroides helcogenes ( 290053 ),Bacteroides ( 816 ),0,0,0,-0.11,-0.17,0.09,0.18,0.00,0.00,0.00,0.00
Bacteria,Prevotella intermedia ( 28131 ),Prevotella ( 838 ),0,0,-1,-0.24,-0.00,0.36,10.59,-0.17,-0.09,0.09,7.09
Bacteria,Proteus mirabilis ( 584 ),Proteus ( 583 ),0,0,0,-0.14,-0.16,0.09,0.09,0.00,0.00,0.00,0.00
Bacteria,Streptococcus sp. I-G2 ( 1156431 ),Streptococcus ( 1301 ),0,0,-7,-0.18,-0.17,0.09,20.19,0.00,-0.20,0.00,7.81
Bacteria,Alcanivorax borkumensis ( 59754 ),Alcanivorax ( 59753 ),0,0,0,-0.11,-0.28,0.09,0.09,0.00,0.00,0.00,0.00
Bacteria,Bacteroides salanitronis ( 376805 ),Bacteroides ( 816 ),0,0,0,-0.20,-0.17,0.09,0.18,0.00,0.00,0.00,0.00
Bacteria,Pseudomonas plecoglossicida ( 70775 ),Pseudomonas ( 286 ),0,0,-2,-0.12,-0.29,0.09,3.32,0.00,-0.39,0.00,0.63
Bacteria,Micrococcus luteus ( 1270 ),Micrococcus ( 1269 ),0,0,0,-0.18,-0.19,0.09,0.09,0.00,0.00,0.00,0.00
Bacteria,Filifactor alocis ( 143361 ),Filifactor ( 44259 ),0,0,0,-0.19,-0.19,0.09,0.09,0.00,0.00,0.00,0.00
Bacteria,Acinetobacter oleivorans ( 1148157 ),Acinetobacter ( 469 ),0,0,0,-0.14,-0.13,0.18,0.99,0.00,-0.13,0.00,0.45
Bacteria,Campylobacter concisus ( 199 ),Campylobacter ( 194 ),0,0,0,-0.09,-0.18,0.27,0.36,0.09,0.06,0.18,0.63
Bacteria,Trueperella pyogenes ( 1661 ),Trueperella ( 1069494 ),0,0,0,-0.19,-0.20,0.09,0.09,0.00,0.00,0.00,0.00
Bacteria,Aggregatibacter actinomycetemcomitans ( 714 ),Aggregatibacter ( 416916 ),0,0,0,0.31,-0.06,0.18,0.45,0.00,-0.16,0.00,0.09
Bacteria,Selenomonas sputigena ( 69823 ),Selenomonas ( 970 ),0,0,0,-0.13,-0.16,0.18,0.18,0.00,0.03,0.00,0.27
Bacteria,Peptoclostridium difficile ( 1496 ),Peptoclostridium ( 1481960 ),0,0,0,-0.20,-0.23,0.09,0.09,0.00,0.00,0.00,0.00
Bacteria,Thermoanaerobacter italicus ( 108150 ),Thermoanaerobacter ( 1754 ),0,0,0,1.69,-0.03,0.09,0.09,0.00,0.00,0.00,0.00
Bacteria,Haemophilus influenzae ( 727 ),Haemophilus ( 724 ),0,0,1,-0.01,0.14,2.51,9.42,-0.06,0.03,0.90,3.41
Bacteria,Enterococcus faecium ( 1352 ),Enterococcus ( 1350 ),0,0,0,-0.24,-0.23,0.09,0.09,0.00,0.00,0.00,0.00
