Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Viruses,Human herpesvirus 5 ( 10359 ),Cytomegalovirus ( 10358 ),3805,120,82,99.00,0.50,0.83,0.83,99.00,99.00,0.38,0.38
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),6,3,3,1.97,1.97,1.79,1.79,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),3,2,2,1.65,1.65,1.34,1.34,0.00,0.00,0.00,0.00
Bacteria,Idiomarina loihiensis ( 135577 ),Idiomarina ( 135575 ),3,1,1,3.17,2.76,0.38,0.38,0.45,0.15,0.06,0.26
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),1,0,0,3.90,3.90,0.13,0.13,0.00,0.00,0.00,0.00
Bacteria,Rothia mucilaginosa ( 43675 ),Rothia ( 32207 ),1,7,1,-0.02,-0.06,10.82,10.95,1.44,0.19,5.25,5.50
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),1,0,0,1.75,1.72,0.45,0.45,0.00,0.00,0.00,0.00
Bacteria,Wolbachia sp. wRi ( 66084 ),Wolbachia ( 953 ),0,0,0,4.76,0.78,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,1.27,1.27,0.13,0.13,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.71,0.66,0.38,0.38,0.00,0.00,0.00,0.00
Fungi,Uncinocarpus reesii ( 33188 ),Uncinocarpus ( 33187 ),0,0,0,0.97,0.97,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Orycteropus afer ( 9818 ),Orycteropus ( 9817 ),0,0,0,0.73,0.73,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Candidatus Caedibacter acanthamoebae ( 244581 ),Caedibacter ( 28905 ),0,0,0,0.35,0.26,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),0,0,0,1.04,0.04,0.19,0.19,0.33,-0.10,0.06,0.19
Bacteria,Amphibacillus xylanus ( 1449 ),Amphibacillus ( 29331 ),0,0,0,0.21,0.20,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Pan paniscus ( 9597 ),Pan ( 9596 ),0,0,0,0.12,0.12,0.13,0.13,0.00,0.00,0.00,0.00
Archaea,Halomicrobium mukohataei ( 57705 ),Halomicrobium ( 203135 ),0,0,0,0.15,0.15,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Salinibacter ruber ( 146919 ),Salinibacter ( 146918 ),0,0,0,0.08,0.08,0.13,0.13,0.00,0.00,0.00,0.00
Bacteria,Hafnia alvei ( 569 ),Hafnia ( 568 ),0,0,0,0.09,0.08,0.06,0.06,0.00,0.00,0.00,0.00
Deuterostomes,Saccoglossus kowalevskii ( 10224 ),Saccoglossus ( 10222 ),0,0,0,0.02,0.02,0.06,0.06,0.00,0.00,0.00,0.00
Deuterostomes,Gallus gallus ( 9031 ),Gallus ( 9030 ),0,0,0,0.00,0.00,0.83,0.83,0.00,0.00,0.00,0.00
Bacteria,Flavobacteriaceae bacterium 3519-10 ( 531844 ),No genus ( -1 ),0,0,0,-0.29,0.00,0.13,0.00,-0.23,0.00,0.06,0.00
Bacteria,endosymbiont of unidentified scaly snail isolate Monju ( 1248727 ),No genus ( -1 ),0,0,0,-0.29,0.00,0.06,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,synthetic construct ( 32630 ),No genus ( -1 ),0,0,0,-0.20,0.00,0.06,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium HHV216 ( 558687 ),No genus ( -1 ),0,0,0,-0.11,0.00,0.06,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium contig00095 ( 1239470 ),No genus ( -1 ),0,0,0,6.01,0.00,0.06,0.00,0.00,0.00,0.00,0.00
