Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),0,0,0,2.22,2.22,0.08,0.08,0.00,0.00,0.00,0.00
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.62,0.62,0.77,0.77,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.75,0.73,0.23,0.23,0.00,0.00,0.00,0.00
Bacteria,Veillonella parvula ( 29466 ),Veillonella ( 29465 ),0,12,0,0.03,0.02,14.02,14.02,2.59,0.00,4.80,7.98
Mammalia,Pan paniscus ( 9597 ),Pan ( 9596 ),0,0,0,0.20,0.20,0.15,0.15,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.09,0.07,0.15,0.15,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage PVL ( 71366 ),No genus ( -1 ),0,7,0,100.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.08,0.00,0.00,0.00,0.00,0.00
Bacteria,uncultured Aquificae bacterium ( 453415 ),No genus ( -1 ),0,0,0,0.62,0.00,0.08,0.00,0.00,0.00,0.00,0.00
Unclassified Phage,Staphylococcus phage phi2958PVL ( 430796 ),No genus ( -1 ),0,7,0,100.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Shuttle vector pDL276 ( 111474 ),No genus ( -1 ),0,0,0,4.40,0.00,0.08,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage phiNM3 ( 387909 ),No genus ( -1 ),0,5,0,12.76,0.00,0.46,0.00,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,-0.04,-0.04,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Pediococcus claussenii ( 187452 ),Pediococcus ( 1253 ),0,0,0,0.02,-0.28,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Streptococcus salivarius ( 1304 ),Streptococcus ( 1301 ),0,0,0,-0.12,-0.18,0.08,0.85,0.00,-0.23,0.00,0.46
Bacteria,Streptococcus pseudopneumoniae ( 257758 ),Streptococcus ( 1301 ),0,0,0,-0.16,-0.18,0.08,0.85,0.00,-0.23,0.00,0.46
Bacteria,Pseudomonas pseudoalcaligenes ( 330 ),Pseudomonas ( 286 ),0,0,0,-0.18,-0.29,0.08,0.23,0.00,-0.39,0.00,0.15
Bacteria,Lactobacillus fermentum ( 1613 ),Lactobacillus ( 1578 ),0,0,0,-0.20,-0.32,0.08,0.08,0.00,0.00,0.00,0.00
Mammalia,Macaca mulatta ( 9544 ),Macaca ( 9539 ),0,0,0,-0.27,-0.25,0.08,0.15,0.00,0.00,0.00,0.00
Bacteria,Pseudomonas mosselii ( 78327 ),Pseudomonas ( 286 ),0,0,0,-0.26,-0.29,0.08,0.23,0.00,-0.39,0.00,0.15
Viridiplantae (green plants),Ricinus communis ( 3988 ),Ricinus ( 3987 ),0,0,0,-0.29,-0.29,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Phenylobacterium zucineum ( 284016 ),Phenylobacterium ( 20 ),0,0,0,-0.33,-0.33,0.08,0.08,0.00,0.00,0.00,0.00
Bacteria,Staphylococcus epidermidis ( 1282 ),Staphylococcus ( 1279 ),0,0,-3,-0.24,-0.25,0.15,6.19,0.00,-0.30,0.00,2.94
Bacteria,Pseudomonas stutzeri ( 316 ),Pseudomonas ( 286 ),0,0,0,-0.45,-0.29,0.08,0.23,0.00,-0.39,0.00,0.15
Propionbacterium acnes,Propionibacterium acnes ( 1747 ),Propionibacterium ( 1743 ),0,0,0,-0.27,-0.27,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Finegoldia magna ( 1260 ),Finegoldia ( 150022 ),0,0,0,-0.31,-0.31,0.15,0.15,0.00,0.00,0.00,0.00
Mammalia,Macaca nemestrina ( 9545 ),Macaca ( 9539 ),0,0,0,0.85,-0.25,0.08,0.15,0.00,0.00,0.00,0.00
Bacteria,Haemophilus parainfluenzae ( 729 ),Haemophilus ( 724 ),0,0,0,-0.20,-0.18,0.23,0.23,-0.36,-0.23,0.15,0.15
Bacteria,Staphylococcus intermedius ( 1285 ),Staphylococcus ( 1279 ),0,0,-3,1.53,-0.25,0.08,6.19,0.00,-0.30,0.00,2.94
Bacteria,Streptococcus anginosus ( 1328 ),Streptococcus ( 1301 ),0,0,0,-0.13,-0.18,0.70,0.85,-0.16,-0.23,0.39,0.46
Bacteria,Achromobacter xylosoxidans ( 85698 ),Achromobacter ( 222 ),0,0,0,-0.28,-0.28,0.31,0.31,-0.32,-0.32,0.08,0.08
Bacteria,Staphylococcus aureus ( 1280 ),Staphylococcus ( 1279 ),0,-1,-3,-0.13,-0.25,5.96,6.19,-0.26,-0.30,2.94,2.94
