Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),6,1,1,5.84,5.84,0.19,0.19,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),4,1,1,2.70,2.66,0.65,0.65,0.00,0.00,0.00,0.00
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,2.07,2.07,0.19,0.19,0.00,0.00,0.00,0.00
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.59,0.59,0.75,0.75,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.42,0.39,0.28,0.28,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.23,0.23,0.28,0.28,0.00,0.00,0.00,0.00
Mammalia,Macaca fascicularis ( 9541 ),Macaca ( 9539 ),0,0,0,2.73,0.04,0.09,0.75,0.00,0.00,0.00,0.00
Mammalia,Macaca nemestrina ( 9545 ),Macaca ( 9539 ),0,0,0,1.10,0.04,0.09,0.75,0.00,0.00,0.00,0.00
Mammalia,Pan paniscus ( 9597 ),Pan ( 9596 ),0,0,0,0.01,0.01,0.09,0.09,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Pseudomonas phage JBD18 ( 1225791 ),No genus ( -1 ),0,0,0,2.69,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Pseudomonas phage PAJU2 ( 504346 ),No genus ( -1 ),0,0,0,-0.06,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Viruses,SEN virus ( 136966 ),No genus ( -1 ),0,5,0,57.30,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Pseudomonas phage JBD67 ( 1225793 ),No genus ( -1 ),0,0,0,1.27,0.00,0.09,0.00,0.00,0.00,0.00,0.00
Mammalia,Macaca mulatta ( 9544 ),Macaca ( 9539 ),0,0,0,-0.04,0.04,0.56,0.75,0.00,0.00,0.00,0.00
Mammalia,Bos taurus ( 9913 ),Bos ( 9903 ),0,0,0,-0.16,-0.17,0.09,0.09,0.00,0.00,0.00,0.00
Mammalia,Sus scrofa ( 9823 ),Sus ( 9822 ),0,0,0,-0.27,-0.27,0.09,0.09,0.00,0.00,0.00,0.00
Bacteria,Pseudomonas chlororaphis ( 587753 ),Pseudomonas ( 286 ),0,0,-5,-0.34,-0.28,0.09,7.64,0.00,-0.37,0.00,3.54
Bacteria,Pseudomonas aeruginosa ( 287 ),Pseudomonas ( 286 ),0,-1,-5,-0.15,-0.28,7.55,7.64,-0.28,-0.37,2.61,3.54
