Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Lactobacillus gasseri ( 1596 ),Lactobacillus ( 1578 ),1953,1594,292,8.05,1.04,111.44,116.78,13.22,1.46,52.76,56.82
Caudovirales (dsDNA phages),Staphylococcus phage 80 ( 405947 ),Phietalikevirus ( 1623298 ),40,11,0,99.00,3.53,0.12,0.23,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus johnsonii ( 33959 ),Lactobacillus ( 1578 ),27,18,292,-0.10,1.04,0.58,116.78,10.11,1.46,1.86,56.82
Caudovirales (dsDNA phages),Staphylococcus phage phiETA2 ( 326036 ),Phietalikevirus ( 1623298 ),8,2,0,20.41,3.53,0.12,0.23,0.00,0.00,0.00,0.00
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),1,1,1,1.14,1.14,1.16,1.16,0.00,0.00,0.00,0.00
Bacteria,Parascardovia denticolens ( 78258 ),Parascardovia ( 196082 ),1,0,0,2.52,2.52,0.23,0.23,0.00,0.00,0.00,0.00
Bacteria,Lactobacillus sanfranciscensis ( 1625 ),Lactobacillus ( 1578 ),1,1,292,1.90,1.04,0.58,116.78,0.00,1.46,0.00,56.82
Bacteria,Lactobacillus helveticus ( 1587 ),Lactobacillus ( 1578 ),0,0,292,0.19,1.04,1.86,116.78,0.49,1.46,0.46,56.82
Bacteria,Lactobacillus paracasei ( 1597 ),Lactobacillus ( 1578 ),0,0,292,1.00,1.04,0.23,116.78,0.00,1.46,0.00,56.82
Bacteria,Lactobacillus casei ( 1582 ),Lactobacillus ( 1578 ),0,0,292,-0.10,1.04,0.12,116.78,1.18,1.46,0.12,56.82
Bacteria,Lactobacillus pentosus ( 1589 ),Lactobacillus ( 1578 ),0,0,292,0.75,1.04,0.12,116.78,0.00,1.46,0.00,56.82
Bacteria,Lactobacillus acetotolerans ( 1600 ),Lactobacillus ( 1578 ),0,0,292,0.56,1.04,0.12,116.78,0.00,1.46,0.00,56.82
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.17,0.17,0.23,0.23,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.20,0.19,0.12,0.12,0.00,0.00,0.00,0.00
Unclassified Phage,Staphylococcus phage SA97 ( 1498171 ),No genus ( -1 ),0,0,0,5.16,0.00,0.12,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.23,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage TEM126 ( 947066 ),No genus ( -1 ),0,11,0,99.00,0.00,0.12,0.00,0.00,0.00,0.00,0.00
