Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Viruses,Human herpesvirus 5 ( 10359 ),Cytomegalovirus ( 10358 ),5648,220,167,99.00,1.12,1.67,1.67,99.00,99.00,0.56,0.84
Bacteria,Erythrobacter litoralis ( 39960 ),Erythrobacter ( 1041 ),2006,281,310,7.72,7.67,33.17,33.17,2.59,1.69,10.03,37.35
Viruses,Human herpesvirus 4 ( 10376 ),Lymphocryptovirus ( 10375 ),410,23,51,10.00,10.00,1.39,1.39,17.96,27.03,0.56,0.84
Caudovirales (dsDNA phages),Enterobacteria phage T7 ( 10760 ),T7likevirus ( 110456 ),136,15,14,9.34,8.76,1.67,1.67,0.00,0.00,0.00,0.00
Fungi,Fomitiporia mediterranea ( 208960 ),Fomitiporia ( 167346 ),95,5,5,18.47,18.47,0.28,0.28,0.00,0.00,0.00,0.00
Bacteria,Novosphingobium sp. Rr 2-17 ( 555793 ),Novosphingobium ( 165696 ),47,32,61,100.00,1.67,0.28,34.00,2.02,0.12,2.23,15.89
Bacteria,Novosphingobium aromaticivorans ( 48935 ),Novosphingobium ( 165696 ),37,26,61,1.40,1.67,15.89,34.00,1.47,0.12,3.07,15.89
Bacteria,Novosphingobium sp. PP1Y ( 702113 ),Novosphingobium ( 165696 ),29,17,61,1.78,1.67,10.03,34.00,-0.12,0.12,0.84,15.89
Bacteria,Novosphingobium pentaromativorans ( 205844 ),Novosphingobium ( 165696 ),28,17,61,2.17,1.67,7.80,34.00,0.59,0.12,0.84,15.89
Viridiplantae (green plants),Botryococcus braunii ( 38881 ),Botryococcus ( 38880 ),11,1,1,6.56,6.56,0.28,0.28,0.00,0.00,0.00,0.00
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),9,4,4,2.18,2.18,1.95,1.95,0.00,0.00,0.00,0.00
Fungi,Zygosaccharomyces rouxii ( 4956 ),Zygosaccharomyces ( 4953 ),3,1,0,4.30,3.27,0.28,0.28,0.00,0.00,0.00,0.00
Bacteria,Sphingopyxis sp. Kp5.2 ( 1515612 ),Sphingopyxis ( 165697 ),3,19,18,1.60,0.13,10.87,18.40,0.99,0.88,1.67,10.31
Bacteria,Sphingobium sp. SYK-6 ( 627192 ),Sphingobium ( 165695 ),2,10,7,1.44,0.28,6.69,18.12,0.33,0.12,1.39,15.05
Bacteria,Nostoc sp. PCC 7524 ( 28072 ),Nostoc ( 1177 ),1,2,0,0.20,-0.09,0.28,0.56,7.59,0.86,0.28,0.28
Bacteria,Magnetococcus marinus ( 1124597 ),Magnetococcus ( 162171 ),1,0,0,2.51,2.51,0.28,0.28,0.00,0.00,0.00,0.00
Viridiplantae (green plants),Auxenochlorella protothecoides ( 3075 ),Auxenochlorella ( 191392 ),1,0,0,2.00,2.00,0.28,0.28,0.00,0.00,0.00,0.00
Bacteria,Sphingobium wenxiniae ( 595605 ),Sphingobium ( 165695 ),0,3,7,3.66,0.28,0.84,18.12,0.00,0.12,0.00,15.05
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.97,0.97,0.84,0.84,0.00,0.00,0.00,0.00
Fungi,Kazachstania africana ( 432096 ),Kazachstania ( 71245 ),0,2,0,4.42,0.31,0.56,0.56,0.00,0.00,0.00,0.00
Viridiplantae (green plants),Micromonas sp. RCC299 ( 296587 ),Micromonas ( 38832 ),0,0,0,2.11,1.29,0.28,0.28,0.00,0.00,0.00,0.00
