Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Mammalia,Pongo pygmaeus ( 9600 ),Pongo ( 9599 ),1,2,0,34.83,0.63,0.07,0.21,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.51,0.51,0.49,0.49,0.00,0.00,0.00,0.00
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),0,0,0,1.68,0.15,0.28,0.28,0.00,0.19,0.00,0.35
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.43,0.39,0.28,0.28,0.00,0.00,0.00,0.00
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.25,0.25,0.49,0.49,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.31,0.63,0.14,0.21,0.00,0.00,0.00,0.00
Mammalia,Pan paniscus ( 9597 ),Pan ( 9596 ),0,0,0,0.16,0.16,0.14,0.14,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.07,0.00,0.00,0.00,0.00,0.00
Bacteria,Candidatus Saccharibacteria oral taxon TM7x ( 1476577 ),No genus ( -1 ),0,0,0,-0.13,0.00,0.21,0.00,-0.03,0.00,0.28,0.00
Viruses,Torque teno virus ( 68887 ),No genus ( -1 ),0,0,0,1.29,0.00,0.14,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector pAM120 ( 46449 ),No genus ( -1 ),0,0,0,1.37,0.00,0.21,0.00,0.00,0.00,0.00,0.00
Bacteria,Draconibacterium orientale ( 1168034 ),Draconibacterium ( 1471399 ),0,0,0,-0.06,-0.06,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Faecalibacterium prausnitzii ( 853 ),Faecalibacterium ( 216851 ),0,0,0,-0.13,-0.13,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Streptococcus pasteurianus ( 197614 ),Streptococcus ( 1301 ),0,0,-3,-0.13,-0.18,0.07,7.98,0.00,-0.22,0.00,2.38
Bacteria,Haemophilus influenzae ( 727 ),Haemophilus ( 724 ),0,0,0,-0.14,-0.16,0.07,0.70,0.00,-0.23,0.00,0.21
Bacteria,Streptococcus thermophilus ( 1308 ),Streptococcus ( 1301 ),0,0,-3,-0.15,-0.18,0.07,7.98,0.00,-0.22,0.00,2.38
Bacteria,Haemophilus parasuis ( 738 ),Haemophilus ( 724 ),0,0,0,-0.17,-0.16,0.07,0.70,0.00,-0.23,0.00,0.21
Bacteria,Campylobacter fetus ( 196 ),Campylobacter ( 194 ),0,0,0,0.17,-0.17,0.07,0.63,0.00,-0.01,0.00,0.49
Bacteria,Porphyromonas gingivalis ( 837 ),Porphyromonas ( 836 ),0,0,0,-0.16,-0.18,0.07,0.07,0.00,-0.28,0.00,0.49
Bacteria,Bifidobacterium longum ( 216816 ),Bifidobacterium ( 1678 ),0,0,0,-0.16,-0.21,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Selenomonas sputigena ( 69823 ),Selenomonas ( 970 ),0,0,0,-0.22,-0.19,0.07,0.07,0.00,0.05,0.00,0.28
