Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Caudovirales (dsDNA phages),Streptococcus phage 858 ( 459845 ),Sfi1unalikevirus ( 1623303 ),47,3,0,100.00,14.47,0.03,0.03,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Streptococcus phage Sfi21 ( 64186 ),Sfi21dtunalikevirus ( 1623304 ),13,6,0,100.00,2.08,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Tropheryma whipplei ( 2039 ),Tropheryma ( 2038 ),1,0,0,0.53,0.53,0.20,0.20,4.10,4.10,0.07,0.07
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.34,0.34,0.36,0.36,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.43,0.42,0.17,0.17,0.00,0.00,0.00,0.00
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),0,0,0,0.75,0.75,0.03,0.03,0.00,0.00,0.00,0.00
Mammalia,Mandrillus leucophaeus ( 9568 ),Mandrillus ( 9567 ),0,0,0,0.38,0.38,0.03,0.03,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector pAM120 ( 46449 ),No genus ( -1 ),0,0,0,0.50,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Streptococcus phage PH15 ( 537874 ),No genus ( -1 ),0,0,0,11.83,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Streptococcus phage YMC-2011 ( 1051631 ),No genus ( -1 ),0,26,0,99.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Streptococcus phage 5093 ( 646413 ),No genus ( -1 ),0,3,0,100.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Bacteria,Rothia mucilaginosa ( 43675 ),Rothia ( 32207 ),0,0,0,-0.14,-0.14,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Enterococcus sp. 7L76 ( 657310 ),Enterococcus ( 1350 ),0,0,0,-0.10,-0.23,0.03,0.03,0.00,0.00,0.00,0.00
Mammalia,Papio anubis ( 9555 ),Papio ( 9554 ),0,0,0,-0.16,-0.16,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Streptococcus pseudopneumoniae ( 257758 ),Streptococcus ( 1301 ),0,0,-9,-0.16,-0.16,0.03,25.68,0.00,-0.20,0.00,7.22
Bacteria,Streptococcus macedonicus ( 59310 ),Streptococcus ( 1301 ),0,0,-9,-0.18,-0.16,0.03,25.68,0.00,-0.20,0.00,7.22
Bacteria,Streptococcus sp. I-G2 ( 1156431 ),Streptococcus ( 1301 ),0,0,-9,-0.22,-0.16,0.03,25.68,0.00,-0.20,0.00,7.22
Bacteria,Streptococcus gordonii ( 1302 ),Streptococcus ( 1301 ),0,0,-9,-0.13,-0.16,0.07,25.68,0.00,-0.20,0.00,7.22
Mammalia,Macaca nemestrina ( 9545 ),Macaca ( 9539 ),0,0,0,0.16,-0.29,0.03,0.07,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,-0.16,-0.16,0.07,0.07,0.00,0.00,0.00,0.00
Bacteria,Streptococcus suis ( 1307 ),Streptococcus ( 1301 ),0,0,-9,-0.17,-0.16,0.07,25.68,0.00,-0.20,0.00,7.22
Bacteria,Streptococcus anginosus ( 1328 ),Streptococcus ( 1301 ),0,0,-9,-0.22,-0.16,0.03,25.68,-0.17,-0.20,0.03,7.22
Propionbacterium acnes,Propionibacterium acnes ( 1747 ),Propionibacterium ( 1743 ),0,0,0,-0.27,-0.27,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Streptococcus pyogenes ( 1314 ),Streptococcus ( 1301 ),0,0,-9,-0.24,-0.16,0.03,25.68,-0.19,-0.20,0.03,7.22
Bacteria,Streptococcus sanguinis ( 1305 ),Streptococcus ( 1301 ),0,0,-9,-0.16,-0.16,0.03,25.68,-0.27,-0.20,0.03,7.22
