Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Klebsiella pneumoniae ( 573 ),Klebsiella ( 570 ),3429,1164,1072,3.84,3.00,296.42,301.98,0.34,0.55,76.50,116.22
Caudovirales (dsDNA phages),Salmonella phage epsilon15 ( 215158 ),Epsilon15likevirus ( 542960 ),1119,15,11,99.00,73.14,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Klebsiella sp. SW2 ( 1570431 ),Klebsiella ( 570 ),46,15,1072,100.00,3.00,0.15,301.98,0.00,0.55,0.00,116.22
Bacteria,Klebsiella variicola ( 244366 ),Klebsiella ( 570 ),32,11,1072,2.79,3.00,3.86,301.98,5.19,0.55,0.15,116.22
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),5,3,3,1.85,1.85,1.70,1.70,0.00,0.00,0.00,0.00
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),1,2,0,4.15,0.61,0.62,0.62,1.10,0.12,0.15,0.31
Bacteria,Prevotella melaninogenica ( 28132 ),Prevotella ( 838 ),1,32,1,1.05,0.13,14.68,17.31,2.76,-0.06,6.34,10.66
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,1.63,1.63,0.15,0.15,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.93,0.86,0.46,0.46,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,1.10,1.08,0.31,0.31,0.00,0.00,0.00,0.00
Bacteria,Mageeibacillus indolicus ( 884684 ),Mageeibacillus ( 1637257 ),0,0,0,0.76,0.76,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Prevotella denticola ( 28129 ),Prevotella ( 838 ),0,0,1,0.37,0.13,1.39,17.31,0.00,-0.06,0.00,10.66
Bacteria,Prevotella nigrescens ( 28133 ),Prevotella ( 838 ),0,0,1,2.26,0.13,0.15,17.31,-0.09,-0.06,0.46,10.66
Bacteria,Shimwellia blattae ( 563 ),Shimwellia ( 1335483 ),0,0,0,0.38,0.38,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Raoultella ornithinolytica ( 54291 ),Raoultella ( 160674 ),0,0,0,-0.10,-0.13,0.31,0.31,0.25,0.08,0.31,0.31
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.06,0.06,0.15,0.15,0.00,0.00,0.00,0.00
Other sequences (vectors),Size marker plasmid pKF339 ( 46202 ),No genus ( -1 ),0,2,0,16.28,0.00,0.15,0.00,0.00,0.00,0.00,0.00
Environmental samples,uncultured bacterium ( 77133 ),No genus ( -1 ),0,0,0,-0.32,0.00,0.46,0.00,0.00,0.00,0.00,0.00
Bacteria,Comamonadaceae bacterium B1 ( 1458426 ),No genus ( -1 ),0,0,0,-0.29,0.00,0.15,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Synthetic conjugative molecular parasite pX1.0 ( 791319 ),No genus ( -1 ),0,15,0,100.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00
Bacteria,Shewanella frigidimarina ( 56812 ),Shewanella ( 22 ),0,0,0,-0.00,-0.18,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Odoribacter splanchnicus ( 28118 ),Odoribacter ( 283168 ),0,0,0,-0.04,-0.04,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Ruminococcus bromii ( 40518 ),Ruminococcus ( 1263 ),0,0,0,-0.03,-0.13,0.15,0.15,0.00,-0.21,0.00,0.15
Bacteria,Alistipes finegoldii ( 214856 ),Alistipes ( 239759 ),0,0,0,-0.06,-0.11,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Enterococcus sp. 7L76 ( 657310 ),Enterococcus ( 1350 ),0,0,0,-0.04,-0.22,0.15,0.31,0.00,-0.28,0.00,0.15
Bacteria,Siccibacter turicensis ( 413502 ),Siccibacter ( 1649298 ),0,0,0,-0.11,-0.11,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Sphingomonas taxi ( 1549858 ),Sphingomonas ( 13687 ),0,0,0,-0.12,-0.14,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Rothia mucilaginosa ( 43675 ),Rothia ( 32207 ),0,0,0,-0.14,-0.14,0.15,0.15,0.00,0.00,0.00,0.00
Eukaryotes,Cylicostephanus goldi ( 71465 ),Cylicostephanus ( 71460 ),0,0,0,-0.14,-0.14,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Streptococcus salivarius ( 1304 ),Streptococcus ( 1301 ),0,0,-3,-0.12,-0.17,0.15,9.27,0.00,-0.22,0.00,2.32
Bacteria,Treponema denticola ( 158 ),Treponema ( 157 ),0,0,0,-0.10,-0.21,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Brevundimonas subvibrioides ( 74313 ),Brevundimonas ( 41275 ),0,0,0,-0.14,-0.16,0.15,0.15,0.00,0.00,0.00,0.00
Mammalia,Papio anubis ( 9555 ),Papio ( 9554 ),0,0,0,-0.15,-0.15,0.15,0.15,0.00,0.00,0.00,0.00
Bacteria,Methylophaga frappieri ( 754477 ),Methylophaga ( 40222 ),0,0,0,-0.16,-0.14,0.15,0.15,0.00,0.00,0.00,0.00
