Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Adlercreutzia equolifaciens ( 446660 ),Adlercreutzia ( 447020 ),293310,3394,3394,68.13,68.13,20.31,20.31,99.00,99.00,20.31,20.31
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),199050,2010,2010,99.00,99.00,20.31,20.31,0.00,0.00,0.00,0.00
Deuterostomes,Alligator mississippiensis ( 8496 ),Alligator ( 8495 ),189765,2010,1916,99.00,94.38,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Brachyspira hyodysenteriae ( 159 ),Brachyspira ( 29521 ),174876,2010,1766,99.00,86.98,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Rahnella sp. Y9602 ( 741091 ),Rahnella ( 34037 ),174222,3110,2014,54.17,27.69,20.31,20.31,99.00,71.50,20.31,20.31
Bacteria,Phaeobacter inhibens ( 221822 ),Phaeobacter ( 302485 ),51586,2010,521,99.00,25.66,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Erwinia pyrifoliae ( 79967 ),Erwinia ( 551 ),25960,2010,262,99.00,12.91,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Salinispora tropica ( 168695 ),Salinispora ( 168694 ),22729,1186,778,29.20,19.16,40.62,40.62,0.00,0.00,0.00,0.00
Bacteria,Thermobispora bispora ( 2006 ),Thermobispora ( 147067 ),19650,631,631,31.11,31.11,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Ruegeria pomeroyi ( 89184 ),Ruegeria ( 97050 ),4525,352,260,17.38,12.82,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Marichromatium purpuratum ( 37487 ),Marichromatium ( 85076 ),4311,297,294,14.64,14.50,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Leisingera methylohalidivorans ( 133924 ),Leisingera ( 191028 ),3684,273,273,13.47,13.47,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Neisseria meningitidis ( 487 ),Neisseria ( 482 ),2830,992,331,16.29,2.85,60.93,81.24,0.00,1.23,0.00,20.31
Bacteria,Blastococcus saxobsidens ( 138336 ),Blastococcus ( 38501 ),2491,426,172,2.29,2.22,20.31,20.31,18.68,6.29,20.31,20.31
Bacteria,Aeromonas salmonicida ( 645 ),Aeromonas ( 642 ),1996,892,172,1.75,1.99,20.31,40.62,42.20,2.25,20.31,20.31
Bacteria,Streptomyces filamentosus ( 67294 ),Streptomyces ( 1883 ),1652,2010,33,99.00,0.82,20.31,40.62,0.00,0.00,0.00,0.00
Bacteria,Isoptericola variabilis ( 139208 ),Isoptericola ( 254250 ),1632,182,181,8.97,8.96,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Phenylobacterium zucineum ( 284016 ),Phenylobacterium ( 20 ),1579,313,306,5.15,5.04,60.93,60.93,0.00,0.00,0.00,0.00
Bacteria,Nocardioides sp. JS614 ( 196162 ),Nocardioides ( 1839 ),1526,611,146,1.12,0.99,40.62,40.62,27.87,2.62,20.31,20.31
Bacteria,Roseburia intestinalis ( 166486 ),Roseburia ( 841 ),1293,333,78,16.42,3.88,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Frankia sp. EAN1pec ( 298653 ),Frankia ( 1854 ),1000,285,71,14.07,3.50,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Streptosporangium roseum ( 2001 ),Streptosporangium ( 2000 ),890,144,125,7.11,6.17,20.31,20.31,0.00,0.00,0.00,0.00
Bacteria,Kytococcus sedentarius ( 1276 ),Kytococcus ( 57499 ),691,154,154,2.20,2.18,20.31,20.31,5.41,5.41,20.31,20.31
Bacteria,Modestobacter marinus ( 477641 ),Modestobacter ( 88138 ),516,145,561,3.58,3.56,40.62,40.62,0.00,10.27,0.00,20.31
Bacteria,Aeromonas media ( 651 ),Aeromonas ( 642 ),481,241,172,11.91,1.99,20.31,40.62,0.00,2.25,0.00,20.31
Bacteria,Pantoea sp. PSNIH1 ( 1484158 ),Pantoea ( 53335 ),481,149,137,7.36,3.22,20.31,20.31,0.00,3.53,0.00,20.31
Bacteria,Catenulispora acidiphila ( 304895 ),Catenulispora ( 414878 ),445,95,94,4.69,4.67,20.31,20.31,0.00,0.00,0.00,0.00
