Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Caudovirales (dsDNA phages),Staphylococcus phage phiMR25 ( 487152 ),Phietalikevirus ( 1623298 ),3,5,0,100.00,0.56,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.43,0.43,0.43,0.43,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,0.51,0.47,0.32,0.32,0.00,0.00,0.00,0.00
Bacteria,Eikenella corrodens ( 539 ),Eikenella ( 538 ),0,0,0,1.56,1.26,0.03,0.03,0.08,0.08,0.09,0.09
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,0.68,0.68,0.09,0.09,0.00,0.00,0.00,0.00
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),0,0,0,0.59,0.59,0.03,0.03,0.00,0.00,0.00,0.00
Unclassified Phage,Neisseria meningitidis phage 2120 ( 132905 ),No genus ( -1 ),0,2,0,98.88,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector pAM120 ( 46449 ),No genus ( -1 ),0,0,0,-0.06,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,synthetic construct ( 32630 ),No genus ( -1 ),0,0,0,-0.21,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Bacteria,Neisseria wadsworthii ( 607711 ),Neisseria ( 482 ),0,0,-1,-0.05,-0.17,0.03,2.55,0.00,-0.26,0.00,1.18
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,-0.08,-0.08,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Acinetobacter oleivorans ( 1148157 ),Acinetobacter ( 469 ),0,0,0,-0.15,-0.13,0.03,0.14,0.00,-0.13,0.00,0.11
Bacteria,Streptococcus gordonii ( 1302 ),Streptococcus ( 1301 ),0,0,0,-0.13,-0.18,0.03,1.69,0.00,-0.23,0.00,0.52
Bacteria,Actinobacillus succinogenes ( 67854 ),Actinobacillus ( 713 ),0,0,0,-0.13,-0.19,0.03,0.03,0.00,0.00,0.00,0.00
Mammalia,Macaca nemestrina ( 9545 ),Macaca ( 9539 ),0,0,0,0.08,-0.31,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Tannerella forsythia ( 28112 ),Tannerella ( 195950 ),0,0,0,-0.16,-0.16,0.03,0.03,0.00,-0.14,0.00,0.03
Mammalia,Papio anubis ( 9555 ),Papio ( 9554 ),0,0,0,-0.16,-0.16,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Atopobium parvulum ( 1382 ),Atopobium ( 1380 ),0,0,0,-0.16,-0.19,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Streptococcus agalactiae ( 1311 ),Streptococcus ( 1301 ),0,0,0,-0.17,-0.18,0.03,1.69,0.00,-0.23,0.00,0.52
Bacteria,Streptococcus constellatus ( 76860 ),Streptococcus ( 1301 ),0,0,0,-0.19,-0.18,0.03,1.69,0.00,-0.23,0.00,0.52
Bacteria,Pseudomonas plecoglossicida ( 70775 ),Pseudomonas ( 286 ),0,0,0,-0.12,-0.30,0.03,0.20,0.00,-0.39,0.00,0.11
Fungi,Penicillium rubens ( 1108849 ),Penicillium ( 5073 ),0,0,0,-0.19,-0.20,0.03,0.03,0.00,-0.20,0.00,0.03
Bacteria,Neisseria sp. TM10_1 ( 359076 ),Neisseria ( 482 ),0,0,-1,0.23,-0.17,0.03,2.55,0.00,-0.26,0.00,1.18
Bacteria,Pseudomonas monteilii ( 76759 ),Pseudomonas ( 286 ),0,0,0,-0.14,-0.30,0.03,0.20,0.00,-0.39,0.00,0.11
Bacteria,Streptococcus parasanguinis ( 1318 ),Streptococcus ( 1301 ),0,0,0,-0.24,-0.18,0.03,1.69,0.00,-0.23,0.00,0.52
Bacteria,Pseudomonas sp. TKP ( 1415630 ),Pseudomonas ( 286 ),0,0,0,-0.17,-0.30,0.03,0.20,0.00,-0.39,0.00,0.11
Bacteria,Selenomonas sputigena ( 69823 ),Selenomonas ( 970 ),0,0,0,-0.25,-0.20,0.03,0.03,0.00,-0.32,0.00,0.09
Bacteria,Acinetobacter calcoaceticus ( 471 ),Acinetobacter ( 469 ),0,0,0,-0.13,-0.13,0.09,0.14,0.00,-0.13,0.00,0.11
Bacteria,Staphylococcus warneri ( 1292 ),Staphylococcus ( 1279 ),0,0,-1,-0.20,-0.26,0.03,3.39,0.00,-0.32,0.00,1.09
Bacteria,Hymenobacter sp. APR13 ( 1356852 ),Hymenobacter ( 89966 ),0,0,0,-0.20,-0.30,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Aggregatibacter aphrophilus ( 732 ),Aggregatibacter ( 416916 ),0,0,0,-0.13,-0.16,0.09,0.09,0.00,0.00,0.00,0.00
Bacteria,Bifidobacterium pseudolongum ( 1694 ),Bifidobacterium ( 1678 ),0,0,0,-0.28,-0.22,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Yersinia enterocolitica ( 630 ),Yersinia ( 629 ),0,0,0,-0.26,-0.24,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Fretibacterium fastidiosum ( 651822 ),Fretibacterium ( 1434006 ),0,0,0,-0.25,-0.25,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Klebsiella variicola ( 244366 ),Klebsiella ( 570 ),0,0,0,-0.19,-0.16,0.06,0.89,0.00,-0.12,0.00,0.52
Bacteria,Corynebacterium diphtheriae ( 1717 ),Corynebacterium ( 1716 ),0,0,0,-0.27,-0.24,0.03,0.09,0.00,-0.16,0.00,0.06
Bacteria,Acinetobacter baumannii ( 470 ),Acinetobacter ( 469 ),0,0,0,-0.12,-0.13,0.03,0.14,-0.13,-0.13,0.09,0.11
Mammalia,Bos taurus ( 9913 ),Bos ( 9903 ),0,0,0,-0.25,-0.26,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Prevotella sp. oral taxon 299 ( 652716 ),Prevotella ( 838 ),0,0,0,-0.11,-0.19,0.09,1.52,0.00,-0.15,0.00,0.69
Propionbacterium acnes,Propionibacterium acnes ( 1747 ),Propionibacterium ( 1743 ),0,0,0,-0.27,-0.27,0.03,0.11,0.00,-0.30,0.00,0.11
Bacteria,Desulfitobacterium dichloroeliminans ( 233055 ),Desulfitobacterium ( 36853 ),0,0,0,0.66,-0.11,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Corynebacterium falsenii ( 108486 ),Corynebacterium ( 1716 ),0,0,0,-0.33,-0.24,0.03,0.09,0.00,-0.16,0.00,0.06
Bacteria,Myroides sp. A21 ( 1583100 ),Myroides ( 76831 ),0,0,0,-0.28,-0.28,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Deinococcus radiodurans ( 1299 ),Deinococcus ( 1298 ),0,0,0,-0.27,-0.29,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Pseudomonas sp. FGI182 ( 1259844 ),Pseudomonas ( 286 ),0,0,0,-0.27,-0.30,0.03,0.20,0.00,-0.39,0.00,0.11
