Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Archaea,Candidatus Nitrososphaera evergladensis ( 1459637 ),Nitrososphaera ( 497726 ),30257,359,305,99.00,84.17,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Thermobaculum terrenum ( 166501 ),Thermobaculum ( 262406 ),13568,221,221,61.13,61.13,3.63,3.63,0.00,0.00,0.00,0.00
Fungi,Debaryomyces hansenii ( 4959 ),Debaryomyces ( 4958 ),1545,101,173,3.99,3.98,7.26,7.26,19.85,19.85,3.63,3.63
Bacteria,Methylacidiphilum infernorum ( 511746 ),Methylacidiphilum ( 511745 ),967,359,9,99.00,2.69,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Haemophilus influenzae ( 727 ),Haemophilus ( 724 ),757,363,272,3.49,2.08,65.36,65.36,4.67,2.09,29.05,29.05
Bacteria,Stanieria cyanosphaera ( 102116 ),Stanieria ( 102115 ),646,48,48,13.34,13.34,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Neisseria meningitidis ( 487 ),Neisseria ( 482 ),507,387,82,9.53,1.41,36.31,43.57,3.79,0.50,10.89,10.89
Bacteria,Desulfarculus baarsii ( 453230 ),Desulfarculus ( 453229 ),243,29,29,8.20,8.20,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Advenella kashmirensis ( 310575 ),Advenella ( 290425 ),202,36,19,10.17,5.50,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Aeromonas salmonicida ( 645 ),Aeromonas ( 642 ),167,117,28,0.87,0.49,10.89,14.52,14.86,1.51,7.26,14.52
Bacteria,Allochromatium vinosum ( 1049 ),Allochromatium ( 85072 ),127,30,30,4.20,4.20,7.26,7.26,0.00,0.00,0.00,0.00
Bacteria,Exiguobacterium sp. AT1b ( 360911 ),Exiguobacterium ( 33986 ),83,147,3,0.92,0.46,3.63,3.63,39.73,0.57,3.63,3.63
Bacteria,Methylococcus capsulatus ( 414 ),Methylococcus ( 413 ),82,18,18,0.48,0.48,3.63,3.63,4.74,4.74,3.63,3.63
Bacteria,Jeotgalibacillus sp. D5 ( 1508404 ),Jeotgalibacillus ( 157226 ),32,23,4,6.56,1.35,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Neisseria lactamica ( 486 ),Neisseria ( 482 ),31,22,82,6.25,1.41,3.63,43.57,0.00,0.50,0.00,10.89
Bacteria,Odoribacter splanchnicus ( 28118 ),Odoribacter ( 283168 ),24,9,9,2.60,2.60,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Kitasatospora setae ( 2066 ),Kitasatospora ( 2063 ),24,9,9,2.67,2.49,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Xylanimonas cellulosilytica ( 186189 ),Xylanimonas ( 186188 ),17,8,8,2.22,2.22,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Neisseria gonorrhoeae ( 485 ),Neisseria ( 482 ),17,12,82,3.37,1.41,3.63,43.57,0.00,0.50,0.00,10.89
Bacteria,Geobacillus sp. Y4.1MC1 ( 581103 ),Geobacillus ( 129337 ),15,14,3,3.97,1.06,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Shewanella baltica ( 62322 ),Shewanella ( 22 ),11,22,2,1.57,-0.09,3.63,3.63,4.75,0.71,3.63,3.63
Fungi,Rhodosporidium toruloides ( 5286 ),Rhodosporidium ( 5285 ),10,6,5,1.72,1.61,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Aeromonas hydrophila ( 644 ),Aeromonas ( 642 ),3,2,28,0.23,0.49,3.63,14.52,0.48,1.51,3.63,14.52
Bacteria,Actinoplanes sp. N902-109 ( 649831 ),Actinoplanes ( 1865 ),2,7,38,2.17,0.38,3.63,7.26,0.00,4.96,0.00,3.63
Bacteria,Streptosporangium roseum ( 2001 ),Streptosporangium ( 2000 ),2,3,2,0.95,0.78,3.63,3.63,0.00,0.00,0.00,0.00
Bacteria,Pantoea vagans ( 470934 ),Pantoea ( 53335 ),2,13,1,3.72,0.16,3.63,3.63,0.00,0.25,0.00,3.63
Bacteria,Blastococcus saxobsidens ( 138336 ),Blastococcus ( 38501 ),2,4,9,0.55,0.52,7.26,7.26,0.00,0.85,0.00,3.63
Viridiplantae (green plants),Hordeum vulgare ( 4513 ),Hordeum ( 4512 ),1,2,2,0.70,0.69,3.63,3.63,0.00,0.00,0.00,0.00
