Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Caudovirales (dsDNA phages),Staphylococcus phage 13 ( 186153 ),77likevirus ( 1623274 ),41,5,0,99.00,7.36,0.06,0.11,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage Pvl108 ( 360398 ),77likevirus ( 1623274 ),7,0,0,16.86,7.36,0.06,0.11,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage phiMR11 ( 379501 ),Phietalikevirus ( 1623298 ),3,5,0,100.00,0.55,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Heterocephalus glaber ( 10181 ),Heterocephalus ( 10180 ),0,0,0,4.04,4.04,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.76,0.76,0.68,0.68,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.71,0.70,0.23,0.23,0.00,0.00,0.00,0.00
Other sequences (vectors),Plasmid pUB112 ( 28424 ),No genus ( -1 ),0,1,0,25.43,0.00,0.06,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector pIDN4 ( 161273 ),No genus ( -1 ),0,1,0,21.95,0.00,0.06,0.00,0.00,0.00,0.00,0.00
Other sequences (vectors),Plasmid pE5 ( 36542 ),No genus ( -1 ),0,0,0,4.11,0.00,0.17,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage phiNM3 ( 387909 ),No genus ( -1 ),0,0,0,4.52,0.00,0.17,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage TEM126 ( 947066 ),No genus ( -1 ),0,5,0,99.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Staphylococcus phage JS01 ( 1273712 ),No genus ( -1 ),0,5,0,99.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Reporter vector pGUSA ( 241190 ),No genus ( -1 ),0,5,0,100.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00
Mammalia,Ovis aries ( 9940 ),Ovis ( 9935 ),0,0,0,-0.15,-0.15,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Streptococcus sp. VT 162 ( 1419814 ),Streptococcus ( 1301 ),0,0,0,-0.14,-0.18,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,-0.18,-0.19,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Staphylococcus warneri ( 1292 ),Staphylococcus ( 1279 ),0,0,-9,-0.20,-0.21,0.06,20.20,0.00,-0.28,0.00,6.16
Acidovorax,Acidovorax sp. JS42 ( 232721 ),Acidovorax ( 12916 ),0,0,0,-0.19,-0.26,0.06,0.11,0.00,0.00,0.00,0.00
Acidovorax,Acidovorax sp. KKS102 ( 358220 ),Acidovorax ( 12916 ),0,0,0,-0.27,-0.26,0.06,0.11,0.00,0.00,0.00,0.00
Bacteria,Staphylococcus xylosus ( 1288 ),Staphylococcus ( 1279 ),0,0,-9,-0.36,-0.21,0.06,20.20,0.00,-0.28,0.00,6.16
Bacteria,Pseudomonas monteilii ( 76759 ),Pseudomonas ( 286 ),0,0,0,-0.14,-0.30,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,Citrobacter freundii ( 546 ),Citrobacter ( 544 ),0,0,0,-0.29,-0.29,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Rhizobium sp. IRBG74 ( 424182 ),Rhizobium ( 379 ),0,0,0,-0.27,-0.32,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Corynebacterium doosanense ( 1121358 ),Corynebacterium ( 1716 ),0,0,0,-0.39,-0.24,0.06,0.06,0.00,-0.16,0.00,0.06
Bacteria,Oceanobacillus iheyensis ( 182710 ),Oceanobacillus ( 182709 ),0,0,0,-0.31,-0.32,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,-0.25,-0.25,0.11,0.11,0.00,0.00,0.00,0.00
Propionbacterium acnes,Propionibacterium acnes ( 1747 ),Propionibacterium ( 1743 ),0,0,0,-0.27,-0.27,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,Staphylococcus epidermidis ( 1282 ),Staphylococcus ( 1279 ),0,0,-9,-0.24,-0.21,0.17,20.20,0.00,-0.28,0.00,6.16
Mammalia,Macaca nemestrina ( 9545 ),Macaca ( 9539 ),0,0,0,0.52,-0.30,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Geodermatophilus obscurus ( 1861 ),Geodermatophilus ( 1860 ),0,0,0,-0.42,-0.42,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Staphylococcus chromogenes ( 46126 ),Staphylococcus ( 1279 ),0,0,-9,2.52,-0.21,0.11,20.20,0.00,-0.28,0.00,6.16
Bacteria,Lactobacillus rhamnosus ( 47715 ),Lactobacillus ( 1578 ),0,0,0,1.49,-0.32,0.34,0.34,-0.30,-0.33,0.17,0.17
Bacteria,Staphylococcus aureus ( 1280 ),Staphylococcus ( 1279 ),-1,5,-9,0.34,-0.21,19.80,20.20,-0.18,-0.28,5.99,6.16
