Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Caudovirales (dsDNA phages),Erwinia phage Ea9-2 ( 1429767 ),N4likevirus ( 371730 ),2,2,0,49.47,0.75,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),1,0,0,3.40,3.40,0.11,0.11,0.00,0.00,0.00,0.00
Mammalia,Cercocebus atys ( 9531 ),Cercocebus ( 9529 ),0,0,0,1.84,1.84,0.17,0.17,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.71,0.70,0.23,0.23,0.00,0.00,0.00,0.00
Mammalia,Homo sapiens ( 9606 ),Homo ( 9605 ),0,0,0,0.27,0.27,0.51,0.51,0.49,0.49,0.06,0.06
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.01,0.01,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,Saccharophagus degradans ( 86304 ),Saccharophagus ( 316625 ),0,0,0,-0.10,-0.10,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Acinetobacter baumannii ( 470 ),Acinetobacter ( 469 ),0,0,0,-0.12,-0.13,0.06,0.17,0.00,-0.13,0.00,0.06
Bacteria,Acinetobacter sp. ADP1 ( 62977 ),Acinetobacter ( 469 ),0,0,0,-0.14,-0.13,0.06,0.17,0.00,-0.13,0.00,0.06
Bacteria,Klebsiella pneumoniae ( 573 ),Klebsiella ( 570 ),0,0,0,-0.14,-0.17,0.06,0.06,0.00,-0.13,0.00,0.06
Bacteria,Acinetobacter guillouiae ( 106649 ),Acinetobacter ( 469 ),0,0,0,-0.19,-0.13,0.06,0.17,0.00,-0.13,0.00,0.06
Mammalia,Chlorocebus sabaeus ( 60711 ),Chlorocebus ( 392815 ),0,0,0,-0.18,-0.19,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Bos taurus ( 9913 ),Bos ( 9903 ),0,0,0,-0.22,-0.22,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Pseudomonas fluorescens ( 294 ),Pseudomonas ( 286 ),0,0,0,-0.25,-0.29,0.06,0.29,0.00,-0.39,0.00,0.11
Bacteria,Pseudomonas sp. FGI182 ( 1259844 ),Pseudomonas ( 286 ),0,0,0,-0.27,-0.29,0.06,0.29,0.00,-0.39,0.00,0.11
Bacteria,Achromobacter xylosoxidans ( 85698 ),Achromobacter ( 222 ),0,0,0,-0.29,-0.29,0.06,0.06,0.00,0.00,0.00,0.00
Bacteria,Xanthomonas fuscans ( 366648 ),Xanthomonas ( 338 ),0,0,0,-0.32,-0.27,0.06,0.06,0.00,-0.35,0.00,0.06
Bacteria,Pseudomonas pseudoalcaligenes ( 330 ),Pseudomonas ( 286 ),0,0,0,-0.19,-0.29,0.11,0.29,0.00,-0.39,0.00,0.11
Bacteria,Sinorhizobium medicae ( 110321 ),Sinorhizobium ( 28105 ),0,0,0,-0.39,-0.40,0.06,0.06,0.00,0.00,0.00,0.00
Mammalia,Macaca nemestrina ( 9545 ),Macaca ( 9539 ),0,0,0,0.52,-0.30,0.06,0.06,0.00,0.00,0.00,0.00
Propionbacterium acnes,Propionibacterium acnes ( 1747 ),Propionibacterium ( 1743 ),0,0,0,-0.27,-0.27,0.17,0.17,0.00,0.00,0.00,0.00
Eukaryotes,Parastrongyloides trichosuri ( 131310 ),Parastrongyloides ( 131309 ),0,0,0,-0.37,-0.37,0.11,0.11,0.00,0.00,0.00,0.00
Bacteria,Pseudomonas mendocina ( 300 ),Pseudomonas ( 286 ),0,0,0,-0.30,-0.29,0.06,0.29,-0.25,-0.39,0.11,0.11
Bacteria,Streptomyces hygroscopicus ( 1912 ),Streptomyces ( 1883 ),0,0,0,-0.35,-0.54,0.11,0.11,0.00,0.00,0.00,0.00
