Category,Species,Genus,Score1,Score2,Score3,NT Species Z,NT Genus Z,NT Species rM,NT Genus rM,NR Species Z,NR Genus Z,NR Species rM,NR Genus rM
Bacteria,Klebsiella pneumoniae ( 573 ),Klebsiella ( 570 ),48319,6691,6205,9.28,7.33,708.31,719.70,0.78,1.30,151.63,246.58
Bacteria,Klebsiella variicola ( 244366 ),Klebsiella ( 570 ),240,33,6205,4.91,7.33,6.64,719.70,5.36,1.30,0.16,246.58
Bacteria,Klebsiella sp. ( 576 ),Klebsiella ( 570 ),35,5,6205,100.00,7.33,0.05,719.70,5.24,1.30,0.06,246.58
Bacteria,Citrobacter koseri ( 545 ),Citrobacter ( 544 ),25,25,14,1.79,1.06,13.35,13.40,1.15,-0.01,1.57,1.74
Bacteria,Klebsiella sp. NB5 ( 388368 ),Klebsiella ( 570 ),11,1,6205,100.00,7.33,0.02,719.70,0.00,1.30,0.00,246.58
Bacteria,Klebsiella sp. enrichment culture clone Xuan03 ( 591966 ),Klebsiella ( 570 ),11,1,6205,100.00,7.33,0.02,719.70,0.00,1.30,0.00,246.58
Bacteria,Citrobacter werkmanii ( 67827 ),Citrobacter ( 544 ),1,1,14,100.00,1.06,0.02,13.40,0.00,-0.01,0.00,1.74
Mammalia,Gorilla gorilla ( 9593 ),Gorilla ( 9592 ),0,0,0,0.54,0.54,0.51,0.51,0.00,0.00,0.00,0.00
Mammalia,Pongo pygmaeus ( 9600 ),Pongo ( 9599 ),0,0,0,7.34,0.32,0.02,0.14,0.00,0.00,0.00,0.00
Mammalia,Pongo abelii ( 9601 ),Pongo ( 9599 ),0,0,0,0.25,0.32,0.13,0.14,0.00,0.00,0.00,0.00
Bacteria,Yersinia pestis ( 632 ),Yersinia ( 629 ),0,1,0,1.33,0.01,1.29,1.85,0.36,-0.23,0.10,0.47
Mammalia,Saimiri boliviensis ( 27679 ),Saimiri ( 9520 ),0,0,0,0.23,0.23,0.03,0.03,0.00,0.00,0.00,0.00
Bacteria,Yersinia pseudotuberculosis ( 633 ),Yersinia ( 629 ),0,0,0,1.51,0.01,0.08,1.85,0.00,-0.23,0.00,0.47
Mammalia,Nomascus leucogenys ( 61853 ),Nomascus ( 325165 ),0,0,0,0.17,0.17,0.02,0.02,0.00,0.00,0.00,0.00
Artificial Sequences,Integrative promoter probe vector pPP2 ( 411946 ),No genus ( -1 ),0,0,0,-0.04,0.00,0.02,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,Cloning vector pAM120 ( 46449 ),No genus ( -1 ),0,0,0,-0.03,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Other sequences (vectors),Plasmid pMJ606 ( 44465 ),No genus ( -1 ),0,3,0,100.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Caudovirales (dsDNA phages),Shigella phage SfIV ( 1407493 ),No genus ( -1 ),0,14,0,100.00,0.00,0.14,0.00,0.00,0.00,0.00,0.00
Bacteria,Enterobacteriaceae bacterium strain FGI 57 ( 693444 ),No genus ( -1 ),0,0,0,-0.24,0.00,0.02,0.00,0.00,0.00,0.00,0.00
Artificial Sequences,synthetic construct ( 32630 ),No genus ( -1 ),0,0,0,-0.21,0.00,0.02,0.00,0.00,0.00,0.00,0.00
Other sequences (vectors),Size marker plasmid pKF339 ( 46202 ),No genus ( -1 ),0,0,0,3.04,0.00,0.03,0.00,0.00,0.00,0.00,0.00
Other sequences (vectors),IncL/M plasmid R471a ( 192119 ),No genus ( -1 ),0,4,0,46.18,0.00,0.10,0.00,0.00,0.00,0.00,0.00
Bacteria,Shigella sonnei ( 624 ),Shigella ( 620 ),0,0,0,-0.11,-0.14,0.02,0.14,0.00,-0.14,0.00,0.14
Bacteria,Photorhabdus asymbiotica ( 291112 ),Photorhabdus ( 29487 ),0,0,0,-0.11,-0.17,0.02,0.02,0.00,0.00,0.00,0.00
Bacteria,Shewanella sp. ANA-3 ( 94122 ),Shewanella ( 22 ),0,0,0,-0.11,-0.18,0.02,0.29,0.00,0.00,0.00,0.00
Bacteria,Rothia mucilaginosa ( 43675 ),Rothia ( 32207 ),0,0,0,-0.14,-0.14,0.02,0.02,0.00,0.00,0.00,0.00
Bacteria,Streptococcus equi ( 1336 ),Streptococcus ( 1301 ),0,0,-6,0.01,-0.17,0.31,18.25,0.00,-0.21,0.00,6.60
Bacteria,Enterobacter ludwigii ( 299767 ),Enterobacter ( 547 ),0,0,-1,-0.17,-0.15,0.02,4.27,0.00,-0.19,0.00,1.48
Mammalia,Macaca fascicularis ( 9541 ),Macaca ( 9539 ),0,0,0,0.11,-0.28,0.02,0.10,0.00,0.00,0.00,0.00
Bacteria,Proteus mirabilis ( 584 ),Proteus ( 583 ),0,0,0,-0.17,-0.19,0.02,0.02,0.00,0.00,0.00,0.00
Bacteria,Streptococcus lutetiensis ( 150055 ),Streptococcus ( 1301 ),0,0,-6,-0.19,-0.17,0.02,18.25,0.00,-0.21,0.00,6.60
Bacteria,Escherichia fergusonii ( 564 ),Escherichia ( 561 ),0,0,0,-0.13,-0.10,0.03,0.34,-0.04,-0.15,0.02,5.33
Bacteria,Enterococcus faecium ( 1352 ),Enterococcus ( 1350 ),0,0,0,-0.25,-0.23,0.02,0.05,0.00,-0.30,0.00,0.02
Bacteria,Hafnia alvei ( 569 ),Hafnia ( 568 ),0,0,0,-0.24,-0.24,0.02,0.02,0.00,0.00,0.00,0.00
Bacteria,Pseudomonas aeruginosa ( 287 ),Pseudomonas ( 286 ),0,0,0,-0.20,-0.30,0.02,0.03,0.00,0.00,0.00,0.00
Bacteria,Streptococcus mutans ( 1309 ),Streptococcus ( 1301 ),0,0,-6,-0.15,-0.17,0.02,18.25,-0.16,-0.21,0.02,6.60
Bacteria,Streptococcus oligofermentans ( 195041 ),Streptococcus ( 1301 ),0,0,-6,-0.18,-0.17,0.03,18.25,0.00,-0.21,0.00,6.60
Panarthropoda,Plutella xylostella ( 51655 ),Plutella ( 51654 ),0,0,0,-0.26,-0.26,0.02,0.02,0.00,0.00,0.00,0.00
Bacteria,Serratia plymuthica ( 82996 ),Serratia ( 613 ),0,0,0,-0.19,-0.38,0.02,0.72,0.00,-0.42,0.00,0.10
Bacteria,Pseudomonas fluorescens ( 294 ),Pseudomonas ( 286 ),0,0,0,-0.25,-0.30,0.02,0.03,0.00,0.00,0.00,0.00
Bacteria,Pantoea agglomerans ( 549 ),Pantoea ( 53335 ),0,0,0,-0.17,-0.47,0.02,0.19,0.00,0.00,0.00,0.00
Bacteria,Streptococcus sp. I-P16 ( 1156433 ),Streptococcus ( 1301 ),0,0,-6,-0.24,-0.17,0.03,18.25,0.00,-0.21,0.00,6.60
Bacteria,Enterobacter lignolyticus ( 1334193 ),Enterobacter ( 547 ),0,0,-1,-0.29,-0.15,0.03,4.27,0.00,-0.19,0.00,1.48
Bacteria,Morganella morganii ( 582 ),Morganella ( 581 ),0,0,0,-0.30,-0.30,0.02,0.02,0.00,0.00,0.00,0.00
Bacteria,Shewanella putrefaciens ( 24 ),Shewanella ( 22 ),0,0,0,-0.17,-0.18,0.05,0.29,0.00,0.00,0.00,0.00
Bacteria,Streptococcus pseudopneumoniae ( 257758 ),Streptococcus ( 1301 ),0,0,-6,-0.16,-0.17,0.03,18.25,-0.19,-0.21,0.02,6.60
Bacteria,Sodalis glossinidius ( 63612 ),Sodalis ( 84565 ),0,0,0,-0.26,-0.37,0.02,0.02,0.00,0.00,0.00,0.00
